Clone name,Colour dark purple,Colour light purple,Colour white,Colour mottled,Number,Length,Width,Thickness,Wet weight,Cotyledon wet weight,Info,Notes,Refcode,Dry weight,Colour,Colour purple,Shape,Size,Cotyledon dry weight,Cotyledon length,Cotyledon width,Cotyledon thickness,Total wet weight,Total dry weight,Colour grey,Number (max),Accession
SCA 12,,,,,48.0,,,,,,,,KKO93A,,dark purple,,cylindrical,small,,,,,,,,,
SCA 6,,,,,49.0,,,,,,,,KKO93A,,dark purple,,round,small,,,,,,,,,
SILECIA 5 [ECU],,,,,-,,,,,,,,KKO93A,,dark purple,,cylindrical,large,,,,,,,,,
SNK 10,,,,,-,,,,,,,,KKO93A,,purple,,oval,medium,,,,,,,,,
SNK 12,,,,,-,,,,,,,,KKO93A,,purple,,flat,medium,,,,,,,,,
SNK 48,,,,,-,,,,,,,,KKO93A,,purple,,oval,large,,,,,,,,,
SNK 64,,,,,41.0,,,,,,,,KKO93A,,dark purple,,flat,medium,,,,,,,,,
T 12 /5 [POS],,,,,45.0,,,,,,,,KKO93A,,dark purple,,oval,medium,,,,,,,,,
T 20 /21 [POS],,,,,-,,,,,,,,KKO93A,,-,,-,large,,,,,,,,,
T 60 /1174 [POS],,,,,46.0,,,,,,,,KKO93A,,-,,-,-,,,,,,,,,
T 60 /885 [POS],,,,,46.0,,,,,,,,KKO93A,,-,,-,-,,,,,,,,,
T 60 /887 [POS],,,,,46.0,,,,,,,,KKO93A,,dark purple,,-,small,,,,,,,,,
T 63 /967 [POS],,,,,49.0,,,,,,,,KKO93A,,dark purple,,oval,small,,,,,,,,,
T 63 /971 [POS],,,,,48.0,,,,,,,,KKO93A,,dark purple,,oval,medium,,,,,,,,,
T 79 /416 [POS],,,,,-,,,,,,,,KKO93A,,dark purple,,flat,small,,,,,,,,,
T 79 /467 [POS],,,,,47.0,,,,,,,,KKO93A,,dark purple,,flat,small,,,,,,,,,
T 79 /501 [POS],,,,,47.0,,,,,,,,KKO93A,,dark purple,,flat,medium,,,,,,,,,
T 85 /799 [POS],,,,,58.0,,,,,,,,KKO93A,,dark purple,,-,medium,,,,,,,,,
T 86 /45 [POS],,,,,41.0,,,,,,,,KKO93A,,-,,-,medium,,,,,,,,,
UF 667,,,,,42.0,,,,,,,,KKO93A,,light purple,,oval,large,,,,,,,,,
UF 676,,,,,39.0,,,,,,,,KKO93A,,purple,,oval,large,,,,,,,,,
UPA 134,,,,,44.0,,,,,,,,KKO93A,,dark purple,,oval,medium,,,,,,,,,
UPA 143,,,,,-,,,,,,,,KKO93A,,dark purple,,-,-,,,,,,,,,
UPA 337,,,,,-,,,,,,,,KKO93A,,dark purple,,-,-,,,,,,,,,
UPA 402,,,,,-,,,,,,,,KKO93A,,dark purple,,oval,medium,,,,,,,,,
UPA 405,,,,,-,,,,,,,,KKO93A,,dark purple,,oval,medium,,,,,,,,,
UPA 409,,,,,-,,,,,,,,KKO93A,,dark purple,,oval,medium,,,,,,,,,
UPA 413,,,,,-,,,,,,,,KKO93A,,dark purple,,-,medium,,,,,,,,,
UPA 603,,,,,-,,,,,,,,KKO93A,,dark purple,,-,medium,,,,,,,,,
UPA 710,,,,,-,,,,,,,,KKO93A,,dark purple,,-,medium,,,,,,,,,
W 41 [POS],,,,,-,,,,,,,,KKO93A,,-,,-,medium,,,,,,,,,
AC T 2 /13 [TTO],,,,,38.0,,,,,,,,LAM92A,1.82,,,,,,,,,,,,,
AC T 2 /18 [TTO],,,,,40.0,,,,,,,,LAM92A,0.47,,,,,,,,,,,,,
AC T 4 /2 [TTO],,,,,35.6,,,,,,,,LAM92A,1.07,,,,,,,,,,,,,
AMAZ 15 /15,,,,,38.2,,,,,,,,LAM92A,0.82,,,,,,,,,,,,,
AMAZ 2 /1,,,,,42.7,,,,,,,,LAM92A,0.86,,,,,,,,,,,,,
B 4 /7 [POU],,,,,39.0,,,,,,,,LAM92A,0.8,,,,,,,,,,,,,
BE 10,,,,,32.8,,,,,,,,LAM92A,0.93,,,,,,,,,,,,,
C 13 /5 [TRI],,,,,44.8,,,,,,,,LAM92A,0.87,,,,,,,,,,,,,
C 87 /56 [TRI],,,,,32.0,,,,,,,,LAM92A,1.06,,,,,,,,,,,,,
CAS 1,,,,,42.2,,,,,,,,LAM92A,1.16,,,,,,,,,,,,,
CC 10,,,,,37.7,,,,,,,,LAM92A,1.35,,,,,,,,,,,,,
CC 11,,,,,37.3,,,,,,,,LAM92A,1.37,,,,,,,,,,,,,
CCN 10,,,,,39.6,,,,,,,,LAM92A,1.33,,,,,,,,,,,,,
EET 308 [ECU],,,,,36.6,,,,,,,,LAM92A,1.06,,,,,,,,,,,,,
EET 339 [ECU],,,,,40.0,,,,,,,,LAM92A,0.96,,,,,,,,,,,,,
EET 353 [ECU],,,,,33.0,,,,,,,,LAM92A,1.04,,,,,,,,,,,,,
EET 400 [ECU],,,,,37.8,,,,,,,,LAM92A,0.84,,,,,,,,,,,,,
EQX 12 [EQX],,,,,31.4,,,,,,,,LAM92A,1.2,,,,,,,,,,,,,
EQX 80 [EQX],,,,,43.0,,,,,,,,LAM92A,0.55,,,,,,,,,,,,,
ICS 100,,,,,33.5,,,,,,,,LAM92A,0.87,,,,,,,,,,,,,
ICS 95,,,,,36.6,,,,,,,,LAM92A,0.93,,,,,,,,,,,,,
IMC 23,,,,,41.9,,,,,,,,LAM92A,0.85,,,,,,,,,,,,,
M 109 [ICT],,,,,37.8,,,,,,,,LAM92A,1.0,,,,,,,,,,,,,
M 180 [ICT],,,,,42.6,,,,,,,,LAM92A,0.7,,,,,,,,,,,,,
MATINA 1 /9,,,,,36.5,,,,,,,,LAM92A,0.85,,,,,,,,,,,,,
MO 81,,,,,41.1,,,,,,,,LAM92A,1.0,,,,,,,,,,,,,
MO 98,,,,,55.2,,,,,,,,LAM92A,0.78,,,,,,,,,,,,,
MOQ 2 /16,,,,,37.2,,,,,,,,LAM92A,0.83,,,,,,,,,,,,,
MOQ 4 /17,,,,,32.3,,,,,,,,LAM92A,1.04,,,,,,,,,,,,,
P 10 [MEX],,,,,37.5,,,,,,,,LAM92A,1.05,,,,,,,,,,,,,
P 43 [MEX],,,,,36.8,,,,,,,,LAM92A,0.99,,,,,,,,,,,,,
PA 107 [PER],,,,,40.8,,,,,,,,LAM92A,0.68,,,,,,,,,,,,,
PA 127 [PER],,,,,34.9,,,,,,,,LAM92A,0.98,,,,,,,,,,,,,
PA 13 [PER],,,,,34.1,,,,,,,,LAM92A,0.87,,,,,,,,,,,,,
PA 175 [PER],,,,,39.4,,,,,,,,LAM92A,0.78,,,,,,,,,,,,,
PA 300 [PER],,,,,34.5,,,,,,,,LAM92A,1.11,,,,,,,,,,,,,
PA 7 [PER],,,,,43.4,,,,,,,,LAM92A,0.76,,,,,,,,,,,,,
POUND 12,,,,,45.1,,,,,,,,LAM92A,0.83,,,,,,,,,,,,,
POUND 16,,,,,51.8,,,,,,,,LAM92A,0.71,,,,,,,,,,,,,
POUND 7,,,,,43.7,,,,,,,,LAM92A,0.88,,,,,,,,,,,,,
REDAMEL 1 /21,,,,,35.4,,,,,,,,LAM92A,1.31,,,,,,,,,,,,,
REDAMEL 1 /21,,,,,36.0,,,,,,,,LAM92A,0.82,,,,,,,,,,,,,
RIM 41 [MEX],,,,,37.8,,,,,,,,LAM92A,1.2,,,,,,,,,,,,,
RIM 52 [MEX],,,,,37.6,,,,,,,,LAM92A,1.13,,,,,,,,,,,,,
RIM 76 [MEX],,,,,37.4,,,,,,,,LAM92A,0.85,,,,,,,,,,,,,
SCA 20,,,,,39.1,,,,,,,,LAM92A,1.33,,,,,,,,,,,,,
SCR 5,,,,,44.9,,,,,,,,LAM92A,1.08,,,,,,,,,,,,,
SIAL 93,,,,,41.5,,,,,,,,LAM92A,1.21,,,,,,,,,,,,,
SIAL 98,,,,,43.9,,,,,,,,LAM92A,0.67,,,,,,,,,,,,,
SPA 10 [COL],,,,,40.1,,,,,,,,LAM92A,1.13,,,,,,,,,,,,,
SPA 9 [COL],,,,,44.2,,,,,,,,LAM92A,0.81,,,,,,,,,,,,,
SPEC 138 /13,,,,,33.0,,,,,,,,LAM92A,0.89,,,,,,,,,,,,,
SPEC 185 /4,,,,,29.6,,,,,,,,LAM92A,0.87,,,,,,,,,,,,,
SPEC 41 /11,,,,,38.2,,,,,,,,LAM92A,0.68,,,,,,,,,,,,,
SPEC 41 /6,,,,,36.8,,,,,,,,LAM92A,1.05,,,,,,,,,,,,,
STAHEL,,,,,29.2,,,,,,,,LAM92A,0.79,,,,,,,,,,,,,
UF 11,,,,,35.1,,,,,,,,LAM92A,1.35,,,,,,,,,,,,,
UF 221,,,,,37.6,,,,,,,,LAM92A,1.22,,,,,,,,,,,,,
UF 221,,,,,35.3,,,,,,,,LAM92A,1.18,,,,,,,,,,,,,
UF 613,,,,,33.9,,,,,,,,LAM92A,1.11,,,,,,,,,,,,,
UF 676,,,,,37.1,,,,,,,,LAM92A,1.42,,,,,,,,,,,,,
UIT 1,,,,,37.5,,,,,,,,LAM92A,1.36,,,,,,,,,,,,,
U 1 [PER],,,,,39.0,,,,,,,,ARE99A,0.7,,,,,,,,,,,,,
U 10 [PER],,,,,36.0,,,,,,,,ARE99A,1.2,,,,,,,,,,,,,
U 11 [PER],,,,,22.0,,,,,,,,ARE99A,1.3,,,,,,,,,,,,,
U 12 [PER],,,,,45.0,,,,,,,,ARE99A,1.6,,,,,,,,,,,,,
U 15 [PER],,,,,33.0,,,,,,,,ARE99A,0.8,,,,,,,,,,,,,
U 19 [PER],,,,,39.0,,,,,,,,ARE99A,0.9,,,,,,,,,,,,,
U 2 [PER],,,,,36.0,,,,,,,,ARE99A,0.8,,,,,,,,,,,,,
U 20 [PER],,,,,24.0,,,,,,,,ARE99A,0.7,,,,,,,,,,,,,
U 21 [PER],,,,,44.0,,,,,,,,ARE99A,0.8,,,,,,,,,,,,,
U 22 [PER],,,,,39.0,,,,,,,,ARE99A,0.7,,,,,,,,,,,,,
U 24 [PER],,,,,31.0,,,,,,,,ARE99A,0.7,,,,,,,,,,,,,
U 26 [PER],,,,,40.0,,,,,,,,ARE99A,1.4,,,,,,,,,,,,,
U 28 [PER],,,,,30.0,,,,,,,,ARE99A,0.9,,,,,,,,,,,,,
U 3 [PER],,,,,31.0,,,,,,,,ARE99A,0.8,,,,,,,,,,,,,
U 30 [PER],,,,,38.0,,,,,,,,ARE99A,0.8,,,,,,,,,,,,,
U 31 [PER],,,,,36.0,,,,,,,,ARE99A,0.8,,,,,,,,,,,,,
U 32 [PER],,,,,41.0,,,,,,,,ARE99A,0.6,,,,,,,,,,,,,
U 35 [PER],,,,,38.0,,,,,,,,ARE99A,0.7,,,,,,,,,,,,,
U 36 [PER],,,,,51.0,,,,,,,,ARE99A,0.6,,,,,,,,,,,,,
U 37 [PER],,,,,32.0,,,,,,,,ARE99A,1.1,,,,,,,,,,,,,
U 38 [PER],,,,,41.0,,,,,,,,ARE99A,1.0,,,,,,,,,,,,,
U 39 [PER],,,,,34.0,,,,,,,,ARE99A,1.1,,,,,,,,,,,,,
U 4 [PER],,,,,41.0,,,,,,,,ARE99A,0.7,,,,,,,,,,,,,
U 41 [PER],,,,,41.0,,,,,,,,ARE99A,0.8,,,,,,,,,,,,,
U 43 [PER],,,,,28.0,,,,,,,,ARE99A,1.2,,,,,,,,,,,,,
U 45 [PER],,,,,26.0,,,,,,,,ARE99A,1.1,,,,,,,,,,,,,
U 47 [PER],,,,,22.0,,,,,,,,ARE99A,1.3,,,,,,,,,,,,,
U 48 [PER],,,,,36.0,,,,,,,,ARE99A,1.5,,,,,,,,,,,,,
U 49 [PER],,,,,37.0,,,,,,,,ARE99A,0.9,,,,,,,,,,,,,
U 5 [PER],,,,,37.0,,,,,,,,ARE99A,0.6,,,,,,,,,,,,,
U 51 [PER],,,,,36.0,,,,,,,,ARE99A,0.6,,,,,,,,,,,,,
U 52 [PER],,,,,30.0,,,,,,,,ARE99A,0.6,,,,,,,,,,,,,
U 53 [PER],,,,,34.0,,,,,,,,ARE99A,1.1,,,,,,,,,,,,,
U 54 [PER],,,,,35.0,,,,,,,,ARE99A,0.9,,,,,,,,,,,,,
U 55 [PER],,,,,39.0,,,,,,,,ARE99A,0.8,,,,,,,,,,,,,
U 56 [PER],,,,,31.0,,,,,,,,ARE99A,1.1,,,,,,,,,,,,,
U 57 [PER],,,,,33.0,,,,,,,,ARE99A,0.9,,,,,,,,,,,,,
U 58 [PER],,,,,36.0,,,,,,,,ARE99A,1.2,,,,,,,,,,,,,
U 59 [PER],,,,,36.0,,,,,,,,ARE99A,1.2,,,,,,,,,,,,,
U 6 [PER],,,,,36.0,,,,,,,,ARE99A,0.9,,,,,,,,,,,,,
U 60 [PER],,,,,35.0,,,,,,,,ARE99A,1.3,,,,,,,,,,,,,
U 65 [PER],,,,,42.0,,,,,,,,ARE99A,0.9,,,,,,,,,,,,,
U 66 [PER],,,,,30.0,,,,,,,,ARE99A,1.0,,,,,,,,,,,,,
U 68 [PER],,,,,40.0,,,,,,,,ARE99A,0.9,,,,,,,,,,,,,
U 69 [PER],,,,,37.0,,,,,,,,ARE99A,0.9,,,,,,,,,,,,,
U 7 [PER],,,,,38.0,,,,,,,,ARE99A,0.7,,,,,,,,,,,,,
U 70 [PER],,,,,31.0,,,,,,,,ARE99A,0.9,,,,,,,,,,,,,
U 9 [PER],,,,,34.0,,,,,,,,ARE99A,1.1,,,,,,,,,,,,,
ICCRI 06H,,,,,,,,,,,Dry bean weight range: 1.01-1.07,,ICCUD1,1.04,,,,,,,,,,,,,
ICCRI 08H,,,,,,,,,,,Dry bean weight range: 1.0-1.2,,ICCUD1,1.1,,,,,,,,,,,,,
RIM 10 [MEX],,,,,28.5,23.2,14.2,9.9,,,,,LOP95B,1.35,,,,,1.25,,,,,,,,
RIM 100 [MEX],,,,,26.3,23.6,13.9,9.5,,,,,LOP95B,1.42,,,,,1.32,,,,,,,,
RIM 101 [MEX],,,,,29.6,23.7,13.5,8.9,,,,,LOP95B,1.2,,,,,1.11,,,,,,,,
RIM 105 [MEX],,,,,27.1,23.2,13.2,9.3,,,,,LOP95B,1.11,,,,,1.01,,,,,,,,
RIM 106 [MEX],,,,,26.7,23.7,13.9,9.5,,,,,LOP95B,1.34,,,,,1.24,,,,,,,,
RIM 113 [MEX],,,,,28.4,24.0,14.2,10.4,,,,,LOP95B,1.29,,,,,1.16,,,,,,,,
RIM 117 [MEX],,,,,30.7,23.5,13.9,9.9,,,,,LOP95B,1.31,,,,,1.21,,,,,,,,
RIM 13 [MEX],,,,,28.9,24.2,14.2,10.9,,,,,LOP95B,1.4,,,,,1.3,,,,,,,,
RIM 15 [MEX],,,,,32.5,23.2,14.1,10.2,,,,,LOP95B,1.33,,,,,1.21,,,,,,,,
RIM 19 [MEX],,,,,30.4,23.4,14.1,10.6,,,,,LOP95B,1.39,,,,,1.28,,,,,,,,
RIM 2 [MEX],,,,,29.0,23.5,13.8,10.0,,,,,LOP95B,1.33,,,,,1.21,,,,,,,,
RIM 23 [MEX],,,,,27.3,23.9,14.2,10.3,,,,,LOP95B,1.37,,,,,1.25,,,,,,,,
RIM 24 [MEX],,,,,27.0,22.5,13.8,9.1,,,,,LOP95B,1.39,,,,,1.28,,,,,,,,
RIM 26 [MEX],,,,,28.2,24.5,14.3,10.5,,,,,LOP95B,1.41,,,,,1.3,,,,,,,,
RIM 30 [MEX],,,,,29.1,23.6,14.2,10.1,,,,,LOP95B,1.45,,,,,1.35,,,,,,,,
RIM 34 [MEX],,,,,26.4,23.1,13.5,9.9,,,,,LOP95B,1.45,,,,,1.33,,,,,,,,
RIM 39 [MEX],,,,,26.9,22.9,13.6,9.5,,,,,LOP95B,1.39,,,,,1.28,,,,,,,,
RIM 41 [MEX],,,,,25.0,22.5,13.5,9.6,,,,,LOP95B,1.4,,,,,1.28,,,,,,,,
RIM 44 [MEX],,,,,27.8,24.1,14.2,10.0,,,,,LOP95B,1.35,,,,,1.26,,,,,,,,
RIM 48 [MEX],,,,,26.8,24.0,14.1,10.4,,,,,LOP95B,1.29,,,,,1.17,,,,,,,,
RIM 52 [MEX],,,,,30.5,24.1,14.2,10.3,,,,,LOP95B,1.35,,,,,1.26,,,,,,,,
RIM 56 [MEX],,,,,32.5,23.6,13.8,9.4,,,,,LOP95B,1.32,,,,,1.21,,,,,,,,
RIM 6 [MEX],,,,,26.3,23.9,14.1,10.0,,,,,LOP95B,1.33,,,,,1.21,,,,,,,,
RIM 68 [MEX],,,,,25.8,23.9,13.7,11.2,,,,,LOP95B,1.27,,,,,1.16,,,,,,,,
RIM 71 [MEX],,,,,26.9,23.2,14.0,10.1,,,,,LOP95B,1.36,,,,,1.25,,,,,,,,
RIM 75 [MEX],,,,,33.4,23.9,14.7,9.7,,,,,LOP95B,1.45,,,,,1.36,,,,,,,,
RIM 76 [MEX],,,,,32.8,24.4,14.5,10.2,,,,,LOP95B,1.51,,,,,1.42,,,,,,,,
RIM 76 [MEX],,,,,30.0,23.4,13.3,10.4,,,,,LOP95B,1.4,,,,,1.19,,,,,,,,
RIM 78 [MEX],,,,,32.6,23.5,14.2,9.5,,,,,LOP95B,1.4,,,,,1.3,,,,,,,,
RIM 8 [MEX],,,,,33.6,22.9,13.8,9.2,,,,,LOP95B,1.22,,,,,1.09,,,,,,,,
RIM 88 [MEX],,,,,31.1,23.4,13.7,9.7,,,,,LOP95B,1.34,,,,,1.23,,,,,,,,
AGU 3338 [CHA],,,,,30.6,,,,,,,,APP92A,0.8,,,,,,,,,,,,,
ALMEIDA,,,,,37.3,,,,,,,,APP92A,0.69,,,,,,,,,,,,,
AMAZ 15 /15,,,,,41.9,,,,,,,,APP92A,1.08,,,,,,,,,,,,,
AMAZ 2 /1,,,,,35.8,,,,,,,,APP92A,1.23,,,,,,,,,,,,,
BE 3,,,,,36.6,,,,,,,,APP92A,0.8,,,,,,,,,,,,,
CC 10,,,,,36.8,,,,,,,,APP92A,1.27,,,,,,,,,,,,,
CC 11,,,,,36.4,,,,,,,,APP92A,1.3,,,,,,,,,,,,,
CC 38,,,,,41.0,,,,,,,,APP92A,0.93,,,,,,,,,,,,,
DR 1,,,,,-,,,,,,,,APP92A,1.11,,,,,,,,,,,,,
EEG 48,,,,,37.8,,,,,,,,APP92A,0.88,,,,,,,,,,,,,
EEG 65,,,,,33.8,,,,,,,,APP92A,1.09,,,,,,,,,,,,,
EET 272 [ECU],,,,,37.0,,,,,,,,APP92A,0.95,,,,,,,,,,,,,
EET 376 [ECU],,,,,42.4,,,,,,,,APP92A,1.02,,,,,,,,,,,,,
GS 1124,,,,,39.3,,,,,,,,APP92A,0.98,,,,,,,,,,,,,
ICS 1,,,,,35.9,,,,,,,,APP92A,1.16,,,,,,,,,,,,,
ICS 16,,,,,38.1,,,,,,,,APP92A,1.49,,,,,,,,,,,,,
ICS 39,,,,,36.1,,,,,,,,APP92A,1.21,,,,,,,,,,,,,
ICS 40,,,,,36.3,,,,,,,,APP92A,1.04,,,,,,,,,,,,,
ICS 48,,,,,40.3,,,,,,,,APP92A,1.32,,,,,,,,,,,,,
ICS 6,,,,,40.7,,,,,,,,APP92A,1.06,,,,,,,,,,,,,
ICS 60,,,,,37.4,,,,,,,,APP92A,1.64,,,,,,,,,,,,,
ICS 84,,,,,38.6,,,,,,,,APP92A,1.17,,,,,,,,,,,,,
ICS 9,,,,,35.0,,,,,,,,APP92A,1.1,,,,,,,,,,,,,
ICS 95,,,,,33.4,,,,,,,,APP92A,0.9,,,,,,,,,,,,,
ICS 98,,,,,34.0,,,,,,,,APP92A,1.11,,,,,,,,,,,,,
IMC 105,,,,,42.9,,,,,,,,APP92A,0.74,,,,,,,,,,,,,
IMC 14,,,,,43.4,,,,,,,,APP92A,1.08,,,,,,,,,,,,,
IMC 23,,,,,46.3,,,,,,,,APP92A,0.99,,,,,,,,,,,,,
IMC 47,,,,,39.4,,,,,,,,APP92A,1.03,,,,,,,,,,,,,
IMC 53,,,,,42.9,,,,,,,,APP92A,0.77,,,,,,,,,,,,,
IMC 58,,,,,43.5,,,,,,,,APP92A,0.86,,,,,,,,,,,,,
IMC 76,,,,,38.1,,,,,,,,APP92A,0.9,,,,,,,,,,,,,
IMC 85,,,,,40.2,,,,,,,,APP92A,1.01,,,,,,,,,,,,,
K 13 [KER],,,,,36.1,,,,,,,,APP92A,1.33,,,,,,,,,,,,,
K 20 [KER],,,,,30.5,,,,,,,,APP92A,0.99,,,,,,,,,,,,,
K 21 [KER],,,,,37.2,,,,,,,,APP92A,0.99,,,,,,,,,,,,,
K 24 /106 [KER],,,,,34.1,,,,,,,,APP92A,1.03,,,,,,,,,,,,,
K 6 /101 [KER],,,,,31.9,,,,,,,,APP92A,1.24,,,,,,,,,,,,,
K 82 [KER],,,,,37.8,,,,,,,,APP92A,1.01,,,,,,,,,,,,,
KA 2 /106,,,,,34.3,,,,,,,,APP92A,1.22,,,,,,,,,,,,,
MATINA 1 /9,,,,,30.4,,,,,,,,APP92A,1.38,,,,,,,,,,,,,
MO 81,,,,,38.8,,,,,,,,APP92A,0.98,,,,,,,,,,,,,
MOQ 4 /17,,,,,32.9,,,,,,,,APP92A,0.78,,,,,,,,,,,,,
NA 1,,,,,35.1,,,,,,,,APP92A,0.93,,,,,,,,,,,,,
NA 13,,,,,34.1,,,,,,,,APP92A,0.83,,,,,,,,,,,,,
NA 15,,,,,39.6,,,,,,,,APP92A,0.86,,,,,,,,,,,,,
NA 153,,,,,-,,,,,,,,APP92A,0.79,,,,,,,,,,,,,
NA 173,,,,,40.6,,,,,,,,APP92A,0.78,,,,,,,,,,,,,
NA 250,,,,,44.4,,,,,,,,APP92A,0.75,,,,,,,,,,,,,
NA 26,,,,,38.1,,,,,,,,APP92A,1.01,,,,,,,,,,,,,
NA 284,,,,,28.1,,,,,,,,APP92A,1.17,,,,,,,,,,,,,
NA 31,,,,,32.3,,,,,,,,APP92A,1.19,,,,,,,,,,,,,
NA 33,,,,,37.1,,,,,,,,APP92A,0.78,,,,,,,,,,,,,
NA 34,,,,,-,,,,,,,,APP92A,0.94,,,,,,,,,,,,,
NA 833,,,,,40.3,,,,,,,,APP92A,0.82,,,,,,,,,,,,,
PA 107 [PER],,,,,36.6,,,,,,,,APP92A,0.79,,,,,,,,,,,,,
PA 110 [PER],,,,,37.6,,,,,,,,APP92A,0.93,,,,,,,,,,,,,
PA 121 [PER],,,,,30.8,,,,,,,,APP92A,1.04,,,,,,,,,,,,,
PA 127 [PER],,,,,38.1,,,,,,,,APP92A,1.06,,,,,,,,,,,,,
PA 13 [PER],,,,,41.6,,,,,,,,APP92A,0.86,,,,,,,,,,,,,
PA 137 [PER],,,,,36.2,,,,,,,,APP92A,0.89,,,,,,,,,,,,,
PA 138 [PER],,,,,35.9,,,,,,,,APP92A,1.2,,,,,,,,,,,,,
PA 14 [PER],,,,,-,,,,,,,,APP92A,0.71,,,,,,,,,,,,,
PA 148 [PER],,,,,35.7,,,,,,,,APP92A,0.95,,,,,,,,,,,,,
PA 149 [PER],,,,,34.0,,,,,,,,APP92A,1.06,,,,,,,,,,,,,
PA 150 [PER],,,,,39.0,,,,,,,,APP92A,0.87,,,,,,,,,,,,,
PA 156 [PER],,,,,34.6,,,,,,,,APP92A,0.68,,,,,,,,,,,,,
PA 168 [PER],,,,,37.9,,,,,,,,APP92A,0.94,,,,,,,,,,,,,
PA 171 [PER],,,,,40.2,,,,,,,,APP92A,0.86,,,,,,,,,,,,,
PA 173 [PER],,,,,34.5,,,,,,,,APP92A,0.91,,,,,,,,,,,,,
PA 179 [PER],,,,,34.0,,,,,,,,APP92A,0.94,,,,,,,,,,,,,
PA 181 [PER],,,,,37.3,,,,,,,,APP92A,1.22,,,,,,,,,,,,,
PA 191 [PER],,,,,35.8,,,,,,,,APP92A,0.94,,,,,,,,,,,,,
PA 195 [PER],,,,,34.2,,,,,,,,APP92A,0.95,,,,,,,,,,,,,
PA 29 [PER],,,,,37.3,,,,,,,,APP92A,0.87,,,,,,,,,,,,,
PA 291 [PER],,,,,33.2,,,,,,,,APP92A,1.05,,,,,,,,,,,,,
PA 300 [PER],,,,,36.7,,,,,,,,APP92A,1.04,,,,,,,,,,,,,
PA 35 [PER],,,,,37.9,,,,,,,,APP92A,1.2,,,,,,,,,,,,,
PA 4 [PER],,,,,38.4,,,,,,,,APP92A,1.01,,,,,,,,,,,,,
PA 56 [PER],,,,,34.9,,,,,,,,APP92A,0.84,,,,,,,,,,,,,
PA 7 [PER],,,,,34.0,,,,,,,,APP92A,0.9,,,,,,,,,,,,,
PA 73 [PER],,,,,35.1,,,,,,,,APP92A,1.17,,,,,,,,,,,,,
PA 76 [PER],,,,,41.7,,,,,,,,APP92A,0.9,,,,,,,,,,,,,
PA 88 [PER],,,,,36.9,,,,,,,,APP92A,0.97,,,,,,,,,,,,,
PA 9 [PER],,,,,34.8,,,,,,,,APP92A,0.79,,,,,,,,,,,,,
PA 90 [PER],,,,,40.5,,,,,,,,APP92A,0.73,,,,,,,,,,,,,
PUCALA,,,,,47.0,,,,,,,,APP92A,0.92,,,,,,,,,,,,,
RED CRIOLLO,,,,,33.5,,,,,,,,APP92A,0.97,,,,,,,,,,,,,
SCA 12,,,,,39.3,,,,,,,,APP92A,0.63,,,,,,,,,,,,,
SCA 19,,,,,35.8,,,,,,,,APP92A,0.67,,,,,,,,,,,,,
SCA 6,,,,,34.6,,,,,,,,APP92A,0.55,,,,,,,,,,,,,
SCA 9,,,,,30.3,,,,,,,,APP92A,0.97,,,,,,,,,,,,,
SCR 5,,,,,40.8,,,,,,,,APP92A,0.94,,,,,,,,,,,,,
SIAL 339,,,,,36.8,,,,,,,,APP92A,0.92,,,,,,,,,,,,,
SIAL 83,,,,,36.5,,,,,,,,APP92A,0.84,,,,,,,,,,,,,
SIAL 93,,,,,36.0,,,,,,,,APP92A,1.24,,,,,,,,,,,,,
SIC 5,,,,,-,,,,,,,,APP92A,1.11,,,,,,,,,,,,,
SPA 10 [COL],,,,,35.1,,,,,,,,APP92A,1.46,,,,,,,,,,,,,
TAP 1 /2 [CHA],,,,,38.6,,,,,,,,APP92A,0.98,,,,,,,,,,,,,
UA 12,,,,,41.9,,,,,,,,APP92A,0.99,,,,,,,,,,,,,
UA 13,,,,,40.7,,,,,,,,APP92A,1.1,,,,,,,,,,,,,
UA 18,,,,,33.2,,,,,,,,APP92A,0.89,,,,,,,,,,,,,
UA 19,,,,,32.1,,,,,,,,APP92A,1.0,,,,,,,,,,,,,
UA 20,,,,,37.7,,,,,,,,APP92A,0.96,,,,,,,,,,,,,
UA 22,,,,,36.4,,,,,,,,APP92A,0.93,,,,,,,,,,,,,
UA 28,,,,,39.3,,,,,,,,APP92A,0.94,,,,,,,,,,,,,
UA 31,,,,,37.5,,,,,,,,APP92A,0.79,,,,,,,,,,,,,
UA 32,,,,,38.5,,,,,,,,APP92A,0.8,,,,,,,,,,,,,
UA 9,,,,,41.5,,,,,,,,APP92A,0.94,,,,,,,,,,,,,
UF 11,,,,,36.0,,,,,,,,APP92A,1.18,,,,,,,,,,,,,
UF 168,,,,,40.8,,,,,,,,APP92A,1.3,,,,,,,,,,,,,
UF 221,,,,,35.5,,,,,,,,APP92A,1.21,,,,,,,,,,,,,
UF 676,,,,,36.6,,,,,,,,APP92A,1.26,,,,,,,,,,,,,
UIT 1,,,,,38.1,,,,,,,,APP92A,1.21,,,,,,,,,,,,,
UIT 2,,,,,36.3,,,,,,,,APP92A,1.59,,,,,,,,,,,,,
UIT 3,,,,,39.1,,,,,,,,APP92A,1.39,,,,,,,,,,,,,
UIT 4,,,,,38.4,,,,,,,,APP92A,1.22,,,,,,,,,,,,,
UIT 5,,,,,36.8,,,,,,,,APP92A,1.22,,,,,,,,,,,,,
