Clone name,Pod index,Yield ha,Yield tree,Info,Notes,Refcode,Seed index,Productivity,Dry yield tree,Wet weight beans per tree,Yield efficiency
TRD 42,24.1,,,,,BEKAD1,,,,,
TRD 43,24.3,,,,,BEKAD1,,,,,
TRD 44,20.8,,,,,BEKAD1,,,,,
TRD 45,19.7,,,,,BEKAD1,,,,,
TRD 46,18.4,,,,,BEKAD1,,,,,
TRD 47,25.0,,,,,BEKAD1,,,,,
TRD 48,26.5,,,,,BEKAD1,,,,,
TRD 49,26.2,,,,,BEKAD1,,,,,
TRD 5,38.7,,,,,BEKAD1,,,,,
TRD 50,23.1,,,,,BEKAD1,,,,,
TRD 52,21.5,,,,,BEKAD1,,,,,
TRD 58,25.0,,,,,BEKAD1,,,,,
TRD 6,33.9,,,,,BEKAD1,,,,,
TRD 60,23.6,,,,,BEKAD1,,,,,
TRD 66,25.3,,,,,BEKAD1,,,,,
TRD 7,38.6,,,,,BEKAD1,,,,,
TRD 75,25.0,,,,,BEKAD1,,,,,
TRD 79,26.7,,,,,BEKAD1,,,,,
TRD 8,32.9,,,,,BEKAD1,,,,,
TRD 81,22.4,,,,,BEKAD1,,,,,
TRD 85,26.5,,,,,BEKAD1,,,,,
TRD 86,22.0,,,,,BEKAD1,,,,,
TRD 88,34.5,,,,,BEKAD1,,,,,
TRD 9,27.3,,,,,BEKAD1,,,,,
TRD 90,26.7,,,,,BEKAD1,,,,,
TRD 93,21.7,,,,,BEKAD1,,,,,
TRD 94,23.9,,,,,BEKAD1,,,,,
TRD 95,26.5,,,,,BEKAD1,,,,,
TRD 99,29.8,,,,,BEKAD1,,,,,
UF 11,13.9,,,,,BEKAD1,,,,,
UF 12,14.9,,,,,BEKAD1,,,,,
UF 122,30.2,,,,,BEKAD1,,,,,
UF 168,23.8,,,,,BEKAD1,,,,,
UF 191,21.8,,,,,BEKAD1,,,,,
UF 221,17.0,,,,,BEKAD1,,,,,
UF 29,19.3,,,,,BEKAD1,,,,,
UF 38,23.7,,,,,BEKAD1,,,,,
UF 4,23.7,,,,,BEKAD1,,,,,
UF 602,21.4,,,,,BEKAD1,,,,,
UF 613,27.0,,,,,BEKAD1,,,,,
UF 654,22.8,,,,,BEKAD1,,,,,
UF 667,28.1,,,,,BEKAD1,,,,,
UF 668,25.9,,,,,BEKAD1,,,,,
UF 676,17.2,,,,,BEKAD1,,,,,
UF 677,35.1,,,,,BEKAD1,,,,,
UF 700,28.6,,,,,BEKAD1,,,,,
UF 709,30.2,,,,,BEKAD1,,,,,
VEN A 58 [ICT],20.7,,,,,BEKAD1,,,,,
VEN B 47 [ICT],22.4,,,,,BEKAD1,,,,,
VEN B 56 [ICT],29.0,,,,,BEKAD1,,,,,
VEN B 66 [ICT],32.3,,,,,BEKAD1,,,,,
VENC 4 /4 [FRA],29.8,,,,,BEKAD1,,,,,
YAL 1 /S2,22.7,,,,,BEKAD1,,,,,
YAL 5/T,25.1,,,,,BEKAD1,,,,,
YAL 6 /S3,32.3,,,,,BEKAD1,,,,,
YAL 6 /S4,35.6,,,,,BEKAD1,,,,,
ICS 1,,,16.0,,,ICS1UA,,,,,
ICS 25,,,7.0,,,ICS1UA,,,,,
ICS 39,,,13.0,,,ICS1UA,,,,,
ICS 44,,,15.0,,,ICS1UA,,,,,
ICS 45,,,10.0,,,ICS1UA,,,,,
ICS 6,,,10.0,,,ICS1UA,,,,,
ICS 60,,,10.0,,,ICS1UA,,,,,
ICS 8,,,20.0,,,ICS1UA,,,,,
ICS 9,,,10.0,,,ICS1UA,,,,,
ICS 95,,,10.0,,,ICS1UA,,,,,
EET 103 [ECU],,2000,,,,INI20A,,,,,
ICS 95,,2500,,,,INI20A,,,,,
EET 19 [ECU],,2100,,,,INI20A,,,,,
EET 95 [ECU],,1750,,,,INI20A,,,,,
EET 96 [ECU],,1660,,,,INI20A,,,,,
GF 19,,1734,,,,GUY03A,-,,,,
GF 20,,3463,,,,GUY03A,-,,,,
GF 21,,2499,,,,GUY03A,-,,,,
GF 22,,635,,,,GUY03A,-,,,,
GF 23,,2596,,,,GUY03A,-,,,,
GF 24,,2528,,,,GUY03A,-,,,,
GF 25,,2374,,,,GUY03A,-,,,,
GF 26,,594,,,,GUY03A,-,,,,
GF 27,,608,,,,GUY03A,-,,,,
GF 29,,1033,,,,GUY03A,-,,,,
GF 30,,974,,,,GUY03A,-,,,,
GF 31,,739,,,,GUY03A,-,,,,
GF 32,,1848,,,,GUY03A,-,,,,
GF 34,,2280,,,,GUY03A,-,,,,
GF 35,,842,,,,GUY03A,-,,,,
GU 1,,-,,,,GUY03A,92.0,,,,
GU 2,,-,,,,GUY03A,82.6,,,,
GU 22,,820,,,,GUY03A,-,,,,
GU 3,,826,,,,GUY03A,-,,,,
GU 4,,83,,,,GUY03A,-,,,,
GU 5,,826,,,,GUY03A,-,,,,
GU 6,,331,,,,GUY03A,-,,,,
GU 7,,331,,,,GUY03A,-,,,,
GU 8,,403,,,,GUY03A,-,,,,
GU 9,,574,,,,GUY03A,-,,,,
ALMEIDA,,1274,,,,ALM97B,,,,,
APA 4,,830,,,,ALM97B,,,,,
APA 5,,1034,,,,ALM97B,,,,,
BE 10,,1139,,,,ALM97B,,,,,
BE 3,,962,,,,ALM97B,,,,,
BE 4,,1212,,,,ALM97B,,,,,
BE 5 /S-1,,1488,,,,ALM97B,,,,,
BE 6,,558,,,,ALM97B,,,,,
BE 7,,142,,,,ALM97B,,,,,
BE 8,,649,,,,ALM97B,,,,,
BE 9,,928,,,,ALM97B,,,,,
C SUL 5,,628,,,,ALM97B,,,,,
C SUL 7,,202,,,,ALM97B,,,,,
CA 1 [BRA],,1698,,,,ALM97B,,,,,
CA 2 [BRA],,1400,,,,ALM97B,,,,,
CA 3 [BRA],,1265,,,,ALM97B,,,,,
CA 4 [BRA],,433,,,,ALM97B,,,,,
CA 5 [BRA],,772,,,,ALM97B,,,,,
CA 6 [BRA],,1275,,,,ALM97B,,,,,
CAB 5003 /23,,858,,,,ALM97B,,,,,
CAS 1,,309,,,,ALM97B,,,,,
CAS 2,,454,,,,ALM97B,,,,,
CAS 3,,1419,,,,ALM97B,,,,,
CC 10,,2046,,,,ALM97B,,,,,
CC 11,,1075,,,,ALM97B,,,,,
CC 17,,521,,,,ALM97B,,,,,
CC 18,,626,,,,ALM97B,,,,,
CC 34,,1584,,,,ALM97B,,,,,
CC 37,,829,,,,ALM97B,,,,,
CC 38,,826,,,,ALM97B,,,,,
CC 39,,1109,,,,ALM97B,,,,,
P 10 [MEX],,1504,,,,ALM97B,,,,,
P 21 [MEX],,908,,,,ALM97B,,,,,
P 21 [MEX],,1264,,,,ALM97B,,,,,
P 22 [MEX],,1218,,,,ALM97B,,,,,
P 8 [MEX],,1234,,,,ALM97B,,,,,
ARF 22,-,1167,,3 year mean,-,PHI09A,,,,,
BE 8,-,527,,3 year mean,-,PHI09A,,,,,
CATIE-R1,-,1678,,3 year mean,-,PHI09A,,,,,
CATIE-R2,-,1106,,3 year mean,-,PHI09A,,,,,
CATIE-R3,-,815,,3 year mean,-,PHI09A,,,,,
CATIE-R4,-,2272,,3 year mean,-,PHI09A,,,,,
CATIE-R5,-,1076,,3 year mean,-,PHI09A,,,,,
CATIE-R6,-,2538,,3 year mean,-,PHI09A,,,,,
CATIE-R7,-,1230,,3 year mean,-,PHI09A,,,,,
CATIE 1000,-,422,,3 year mean,-,PHI09A,,,,,
CC 137,-,1547,,3 year mean,-,PHI09A,,,,,
CCN 51,-,1265,,3 year mean,"Although this clone shares many morpho-physiological characteristics with the true type, it is an off-type as determined by USDA-ARS",PHI09A,,,,,
EET 183 [ECU],-,1137,,3 year mean,-,PHI09A,,,,,
EET 59 [ECU],-,778,,3 year mean,-,PHI09A,,,,,
GU 133 /N,-,98,,3 year mean,-,PHI09A,,,,,
ICS 44,-,633,,3 year mean,-,PHI09A,,,,,
ICS 95,22.0,1037,,3 year mean,-,PHI09A,,,,,
IMC 60,-,656,,3 year mean,-,PHI09A,,,,,
P 23 [MEX],-,133,,3 year mean,-,PHI09A,,,,,
PA 169 [PER],-,659,,3 year mean,-,PHI09A,,,,,
PMCT 58,-,1144,,3 year mean,-,PHI09A,,,,,
POUND 7,-,908,,3 year mean,-,PHI09A,,,,,
RB 41 [BRA],-,243,,3 year mean,-,PHI09A,,,,,
SCA 12,-,231,,3 year mean,-,PHI09A,,,,,
SCA 6,-,155,,3 year mean,-,PHI09A,,,,,
SGU 84,-,409,,3 year mean,-,PHI09A,,,,,
UF 273,-,1194,,3 year mean,-,PHI09A,,,,,
UF 712,-,288,,3 year mean,-,PHI09A,,,,,
CATIE-R1,29.0,1674,,,Yield is average for years 6 to 11.,PHI13A,,,,,
CATIE-R4,18.0,2070,,,Yield is average for years 6 to 11.,PHI13A,,,,,
CATIE-R6,24.0,2363,,,Yield is average for years 6 to 11.,PHI13A,,,,,
CC 137,24.0,1321,,,Yield is average for years 6 to 11.,PHI13A,,,,,
CCN 51,18.0,1034,,,Yield is average for years 6 to 11.,PHI13A,,,,,
ICS 95,22.0,926,,,Yield is average for years 6 to 11.,PHI13A,,,,,
PMCT 58,27.0,1036,,,Yield is average for years 6 to 11.,PHI13A,,,,,
POUND 7,25.0,668,,,Yield is average for years 6 to 11.,PHI13A,,,,,
SCA 6,47.0,117,,,Yield is average for years 6 to 11.,PHI13A,,,,,
UF 273,31.0,1395,,,Yield is average for years 6 to 11.,PHI13A,,,,,
APA 4,,,,,Accession TUR10091,ENG81A,103.0,medium,,,
APA 5,,,,,Accession TUR10092,ENG81A,96.1,high,,,
BE 10,,,,,Accession TUR10102,ENG81A,102.0,low,,,
BE 3,,,,,Accession TUR10100,ENG81A,-,very low,,,
BS 2,,,,,Accession TUR10103,ENG81A,99.0,-,,,
C SUL 3,,,,,Accession TUR10243,ENG81A,181.8,low,,,
C SUL 7,,,,,Accession TUR10245,ENG81A,149.2,low,,,
CAS 1,,,,,Accession TUR10108,ENG81A,90.9,very low - low,,,
CAS 3,,,,,Accession TUR10109,ENG81A,80.0,medium - high,,,
CATONGO,,,,,Accession TUR10114,ENG81A,85.4,-,,,
CATONGO,,,,,Accession TUR10113,ENG81A,105.2,medium,,,
CATONGO,,,,,Accession TUR10128,ENG81A,83.3,-,,,
CATONGO,,,,,Accession TUR10125,ENG81A,87.7,low,,,
CC 10,,,,,Accession TUR10133,ENG81A,57.1,low,,,
CC 100,,,,,Accession TUR10165,ENG81A,67.5,medium,,,
CC 102,,,,,Accession TUR10166,ENG81A,86.9,very low - low,,,
CC 103,,,,,Accession TUR10167,ENG81A,103.0,very low - low,,,
CC 106,,,,,Accession TUR10168,ENG81A,62.8,medium - high,,,
CC 107,,,,,Accession TUR10169,ENG81A,75.7,medium - high,,,
CC 120,,,,,Accession TUR10170,ENG81A,58.8,medium,,,
CC 121,,,,,Accession TUR10171,ENG81A,62.8,high - very high,,,
CC 124,,,,,Accession TUR10194,ENG81A,-,very low - low,,,
CC 124,,,,,Accession TUR10173,ENG81A,-,very low - low,,,
CC 124,,,,,Accession TUR10172,ENG81A,71.9,medium,,,
CC 132,,,,,Accession TUR10175,ENG81A,59.8,medium,,,
CC 137,,,,,Accession TUR10177,ENG81A,62.8,medium - high,,,
CC 138,,,,,Accession TUR10178,ENG81A,68.4,low,,,
CC 139,,,,,Accession TUR10179,ENG81A,66.2,medium,,,
CC 143,,,,,Accession TUR10180,ENG81A,80.6,low - medium,,,
CC 144,,,,,Accession TUR10181,ENG81A,59.5,medium,,,
CC 152,,,,,Accession TUR10182,ENG81A,74.6,medium,,,
CC 169,,,,,Accession TUR10184,ENG81A,78.1,medium,,,
CC 17,,,,,Accession TUR10134,ENG81A,49.2,low,,,
CC 173,,,,,Accession TUR10185,ENG81A,74.0,low - medium,,,
CC 18,,,,,Accession TUR10135,ENG81A,69.9,medium,,,
CC 210,,,,,Accession TUR10186,ENG81A,106.3,medium - high,,,
CC 211,,,,,Accession TUR10189,ENG81A,129.8,medium,,,
CC 211,,,,,Accession TUR10188,ENG81A,144.9,low - medium,,,
CC 212,,,,,Accession TUR10191,ENG81A,117.6,very low - low,,,
CC 212,,,,,Accession TUR10190,ENG81A,112.3,high,,,
CC 213,,,,,Accession TUR10193,ENG81A,101.0,low - medium,,,
CC 213,,,,,Accession TUR10192,ENG81A,135.1,low,,,
CC 215,,,,,Accession TUR10195,ENG81A,140.8,high,,,
CC 222,,,,,Accession TUR10199,ENG81A,-,low,,,
CC 223,,,,,Accession TUR10200,ENG81A,-,very low - low,,,
CC 224,,,,,Accession TUR10201,ENG81A,105.2,low,,,
CC 225,,,,,Accession TUR10202,ENG81A,144.9,medium,,,
CC 226,,,,,Accession TUR10203,ENG81A,103.0,medium,,,
CC 228,,,,,Accession TUR10204,ENG81A,131.5,medium,,,
CC 231,,,,,Accession TUR10205,ENG81A,101.0,low,,,
CC 232,,,,,Accession TUR10206,ENG81A,101.0,medium - high,,,
CC 234,,,,,Accession TUR10207,ENG81A,82.6,low,,,
CC 235,,,,,Accession TUR10208,ENG81A,136.9,medium,,,
CC 236,,,,,Accession TUR10209,ENG81A,126.5,medium,,,
CC 240,,,,,Accession TUR10211,ENG81A,114.9,low,,,
CC 241,,,,,Accession TUR10212,ENG81A,90.0,very low - low,,,
CC 243,,,,,Accession TUR10213,ENG81A,-,very low - low,,,
CC 244,,,,,Accession TUR10214,ENG81A,93.4,high,,,
CC 245,,,,,Accession TUR10215,ENG81A,86.9,medium - high,,,
CC 249,,,,,Accession TUR10217,ENG81A,99.0,low,,,
CC 251,,,,,Accession TUR10219,ENG81A,88.4,medium - high,,,
CC 252,,,,,Accession TUR10220,ENG81A,-,very low - low,,,
CC 253,,,,,Accession TUR10221,ENG81A,117.6,medium,,,
CC 254,,,,,Accession TUR10222,ENG81A,126.5,very low - low,,,
CC 256,,,,,Accession TUR10224,ENG81A,123.4,high,,,
CC 257,,,,,Accession TUR10225,ENG81A,85.4,high,,,
CC 258,,,,,Accession TUR10226,ENG81A,85.4,medium - high,,,
CC 259,,,,,Accession TUR10227,ENG81A,74.0,low,,,
CC 260,,,,,Accession TUR10228,ENG81A,74.6,medium - high,,,
CC 261,,,,,Accession TUR10229,ENG81A,77.5,medium - high,,,
CC 262,,,,,Accession TUR10230,ENG81A,84.0,high,,,
CC 263,,,,,Accession TUR10231,ENG81A,89.2,medium,,,
CC 265,,,,,Accession TUR10586,ENG81A,64.9,low,,,
CC 27,,,,,Accession TUR10136,ENG81A,64.9,low - medium,,,
CC 33,,,,,Accession TUR10138,ENG81A,-,very low - low,,,
CC 34,,,,,Accession TUR10139,ENG81A,75.7,high,,,
CC 35,,,,,Accession TUR10140,ENG81A,56.4,low - medium,,,
CC 37,,,,,Accession TUR10142,ENG81A,72.4,low - medium,,,
CC 38,,,,,Accession TUR10143,ENG81A,90.0,high,,,
CC 39,,,,,Accession TUR10144,ENG81A,86.9,high,,,
CC 40,,,,,Accession TUR10145,ENG81A,101.0,high,,,
CC 41,,,,,Accession TUR10146,ENG81A,84.0,medium - high,,,
CC 42,,,,,Accession TUR10147,ENG81A,96.1,medium - high,,,
CC 43,,,,,Accession TUR10148,ENG81A,117.6,medium,,,
CC 44,,,,,Accession TUR10149,ENG81A,69.9,high,,,
CC 45,,,,,Accession TUR10150,ENG81A,101.0,high,,,
CC 46,,,,,Accession TUR10151,ENG81A,74.0,high,,,
CC 47,,,,,Accession TUR10152,ENG81A,92.5,high,,,
CC 48,,,,,Accession TUR10153,ENG81A,81.3,medium,,,
CC 49,,,,,Accession TUR10154,ENG81A,101.0,high,,,
CC 52,,,,,Accession TUR10155,ENG81A,62.5,high,,,
CC 60,,,,,Accession TUR10157,ENG81A,-,very low - low,,,
CC 67,,,,,Accession TUR10158,ENG81A,81.3,medium,,,
CC 69,,,,,Accession TUR10159,ENG81A,51.0,very low,,,
CC 71,,,,,Accession TUR10160,ENG81A,64.1,very low,,,
CC 74,,,,,Accession TUR10161,ENG81A,64.1,very high,,,
CC 79,,,,,Accession TUR10162,ENG81A,54.6,medium,,,
CC 83,,,,,Accession TUR10163,ENG81A,78.7,high - very high,,,
CC 9,,,,,Accession TUR10132,ENG81A,90.0,medium,,,
CC 99,,,,,Accession TUR10164,ENG81A,112.3,low,,,
CHU 120 [VEN],,,,,Accession TUR10234,ENG81A,107.5,low,,,
CNS 22 [VEN],,,,,Accession TUR10235,ENG81A,-,very low - low,,,
CNS 23 [VEN],,,,,Accession TUR10236,ENG81A,59.5,low - medium,,,
COMUM TIPICO,,,,,Accession TUR10237,ENG81A,123.4,medium,,,
CU 1,,,,,Accession TUR10248,ENG81A,-,very low,,,
CU 3,,,,,Accession TUR10250,ENG81A,-,very low - low,,,
CU EN SEMI 1,,,,,Accession TUR10246,ENG81A,-,medium,,,
DIAMANTES 800,,,,,Accession TUR10251,ENG81A,91.7,high - very high,,,
EEG 25,,,,,Accession TUR10254,ENG81A,112.3,high,,,
EEG 27,,,,,Accession TUR10255,ENG81A,119.0,medium,,,
EEG 29,,,,,Accession TUR10256,ENG81A,125.0,medium - high,,,
EEG 48,,,,,Accession TUR10257,ENG81A,102.0,low,,,
EEG 64,,,,,Accession TUR10258,ENG81A,93.4,medium - high,,,
EEG 65,,,,,Accession TUR10259,ENG81A,80.6,high,,,
EET 12 [ECU],,,,,Accession TUR10260,ENG81A,90.9,low - medium,,,
EET 156 [ECU],,,,,Accession TUR10275,ENG81A,78.1,low,,,
EET 162 [ECU],,,,,Accession TUR10276,ENG81A,78.7,low - medium,,,
EET 164 [ECU],,,,,Accession TUR10277,ENG81A,76.3,high,,,
EET 183 [ECU],,,,,Accession TUR10278,ENG81A,92.5,high,,,
EET 19 [ECU],,,,,Accession TUR10232,ENG81A,81.3,medium,,,
EET 228 [ECU],,,,,Accession TUR10279,ENG81A,61.3,low - medium,,,
EET 250 [ECU],,,,,Accession TUR10280,ENG81A,90.0,very low - low,,,
EET 338 [ECU],,,,,Accession TUR10282,ENG81A,106.3,high - very high,,,
EET 353 [ECU],,,,,Accession TUR10283,ENG81A,80.0,very low,,,
EET 376 [ECU],,,,,Accession TUR10285,ENG81A,89.2,low - medium,,,
EET 377 [ECU],,,,,Accession TUR10286,ENG81A,94.3,very low - low,,,
EET 390 [ECU],,,,,Accession TUR10287,ENG81A,-,very low,,,
EET 397 [ECU],,,,,Accession TUR10288,ENG81A,90.0,medium,,,
EET 399 [ECU],,,,,Accession TUR10289,ENG81A,99.0,low,,,
EET 400 [ECU],,,,,Accession TUR10290,ENG81A,87.7,medium,,,
EET 41 [ECU],,,,,Accession TUR10262,ENG81A,90.0,very low - low,,,
EET 45 [ECU],,,,,Accession TUR10263,ENG81A,-,low,,,
EET 48 [ECU],,,,,Accession TUR10264,ENG81A,68.0,medium,,,
EET 53 [ECU],,,,,Accession TUR10265,ENG81A,70.9,medium - high,,,
EET 59 [ECU],,,,,Accession TUR10266,ENG81A,70.9,high,,,
EET 62 [ECU],,,,,Accession TUR10267,ENG81A,75.1,low,,,
EET 64 [ECU],,,,,Accession TUR10268,ENG81A,60.6,low,,,
EET 67 [ECU],,,,,Accession TUR10269,ENG81A,101.0,medium,,,
EET 75 [ECU],,,,,Accession TUR10270,ENG81A,128.2,high,,,
EET 80 [ECU],,,,,Accession TUR10271,ENG81A,103.0,high,,,
EET 94 [ECU],,,,,Accession TUR10272,ENG81A,68.0,low - medium,,,
EET 95 [ECU],,,,,Accession TUR10273,ENG81A,77.5,high,,,
EET 96 [ECU],,,,,Accession TUR10274,ENG81A,-,very low - low,,,
G 8 [GET],,,,,Accession TUR10291,ENG81A,81.3,very low - low,,,
GA 11 [HAI],,,,,Accession TUR10293,ENG81A,84.0,medium,,,
GS 29,,,,,Accession TUR10296,ENG81A,54.9,medium,,,
GS 29,,,,,Accession TUR10295,ENG81A,-,low,,,
GS 36,,,,,Accession TUR10297,ENG81A,59.8,medium,,,
GS 78,,,,,Accession TUR10298,ENG81A,-,very low,,,
ICS 1,,,,,Accession TUR10309,ENG81A,58.8,low - medium,,,
ICS 100,,,,,Accession TUR10337,ENG81A,68.0,medium,,,
ICS 117,,,,,Accession TUR10329,ENG81A,59.8,low - medium,,,
ICS 133,,,,,Accession TUR10338,ENG81A,70.9,low,,,
ICS 137,,,,,Accession TUR10333,ENG81A,60.6,low,,,
ICS 16,,,,,Accession TUR10313,ENG81A,57.4,low - medium,,,
ICS 39,,,,,Accession TUR10315,ENG81A,68.0,high,,,
ICS 40,,,,,Accession TUR10321,ENG81A,101.0,high,,,
ICS 40,,,,,Accession TUR10316,ENG81A,50.2,low,,,
ICS 43,,,,,Accession TUR10317,ENG81A,93.4,low - medium,,,
ICS 44,,,,,Accession TUR10318,ENG81A,64.1,medium,,,
ICS 45,,,,,Accession TUR10319,ENG81A,-,low,,,
ICS 46,,,,,Accession TUR10320,ENG81A,-,low,,,
ICS 53,,,,,Accession TUR10323,ENG81A,80.0,low,,,
ICS 6,,,,,Accession TUR10311,ENG81A,62.1,very low - low,,,
ICS 60,,,,,Accession TUR10325,ENG81A,65.3,low,,,
ICS 8,,,,,Accession TUR10312,ENG81A,-,very low,,,
ICS 89,,,,,Accession TUR10326,ENG81A,65.3,medium - high,,,
ICS 91,,,,,Accession TUR10328,ENG81A,-,very low,,,
ICS 95,,,,,Accession TUR10335,ENG81A,144.9,medium - high,,,
IMC 60,,,,,Accession TUR10339,ENG81A,105.2,low,,,
IMC 67,,,,,Accession TUR10340,ENG81A,-,low,,,
IMC 67,,,,,Accession TUR10341,ENG81A,108.6,medium,,,
JACA,,,,,Accession TUR10343,ENG81A,123.4,very low - low,,,
LA ESMIDA AMARILLO,,,,,Accession TUR10345,ENG81A,62.1,very low - low,,,
La Esmida Roja,,,,,Accession TUR10346,ENG81A,88.4,very low,,,
LARANJA,,,,,Accession TUR10344,ENG81A,140.8,high,,,
MA 12 [BRA],,,,,Accession TUR10351,ENG81A,120.4,medium - high,,,
MA 13 [BRA],,,,,Accession TUR10352,ENG81A,120.4,high,,,
MATINA,,,,,Accession TUR10353,ENG81A,86.2,very low,,,
MOCORONGO,,,,,Accession TUR10368,ENG81A,107.5,high,,,
NA 34,,,,,Accession TUR10372,ENG81A,85.4,high,,,
OC 77 [VEN],,,,,Accession TUR10374,ENG81A,46.9,low - medium,,,
P 10 [MEX],,,,,Accession TUR10376,ENG81A,59.1,high,,,
P 19 [MEX],,,,,Accession TUR10382,ENG81A,114.9,low,,,
P 43 [MEX],,,,,Accession TUR10386,ENG81A,-,very low,,,
PA 121 [PER],,,,,Accession TUR10392,ENG81A,106.3,high,,,
PA 121 [PER],,,,,Accession TUR10391,ENG81A,100.0,medium,,,
PA 13 [PER],,,,,Accession TUR10387,ENG81A,95.2,medium,,,
PA 16 [PER],,,,,Accession TUR10389,ENG81A,123.4,medium - high,,,
PA 16 [PER],,,,,Accession TUR10388,ENG81A,117.6,medium,,,
PA 169 [PER],,,,,Accession TUR10393,ENG81A,93.4,medium,,,
PA 81 [PER],,,,,Accession TUR10390,ENG81A,90.0,low,,,
PORCELANA 3,,,,,Accession TUR10397,ENG81A,95.2,very low - low,,,
POUND 12,,,,,Accession TUR10400,ENG81A,114.9,low,,,
POUND 12,,,,,Accession TUR10401,ENG81A,95.2,high,,,
POUND 12,,,,,Accession TUR10378,ENG81A,-,very low - low,,,
POUND 15,,,,,Accession TUR10379,ENG81A,106.3,medium,,,
POUND 16,,,,,Accession TUR10380,ENG81A,113.6,medium,,,
POUND 19,,,,,Accession TUR10381,ENG81A,140.8,high,,,
POUND 20,,,,,Accession TUR10383,ENG81A,93.4,medium,,,
POUND 23,,,,,Accession TUR10385,ENG81A,107.5,high,,,
POUND 7,,,,,Accession TUR10398,ENG81A,109.8,medium - high,,,
POUND 7,,,,,Accession TUR10399,ENG81A,85.4,medium - high,,,
PV 4 [CRI],,,,,Accession TUR10407,ENG81A,66.2,very low,,,
RB 29 [BRA],,,,,Accession TUR10446,ENG81A,-,very low,,,
RB 37 [BRA],,,,,Accession TUR10447,ENG81A,90.9,medium,,,
RB 39 [BRA],,,,,Accession TUR10448,ENG81A,112.3,very low,,,
RB 41 [BRA],,,,,Accession TUR10450,ENG81A,144.9,high,,,
RB 46 [BRA],,,,,Accession TUR10452,ENG81A,107.5,medium - high,,,
RB 49 [BRA],,,,,Accession TUR10454,ENG81A,-,very low,,,
RIM 10 [MEX],,,,,Accession TUR10419,ENG81A,60.2,medium,,,
RIM 105 [MEX],,,,,Accession TUR10441,ENG81A,68.9,low - medium,,,
RIM 106 [MEX],,,,,Accession TUR10442,ENG81A,-,medium,,,
RIM 113 [MEX],,,,,Accession TUR10443,ENG81A,60.9,low,,,
RIM 117 [MEX],,,,,Accession TUR10444,ENG81A,58.4,medium,,,
RIM 13 [MEX],,,,,Accession TUR10420,ENG81A,64.5,high,,,
RIM 15 [MEX],,,,,Accession TUR10421,ENG81A,75.1,low - medium,,,
RIM 189 [MEX],,,,,Accession TUR10585,ENG81A,68.0,medium,,,
RIM 19 [MEX],,,,,Accession TUR10422,ENG81A,119.0,low,,,
RIM 2 [MEX],,,,,Accession TUR10415,ENG81A,57.8,medium - high,,,
RIM 71 [MEX],,,,,Accession TUR10435,ENG81A,68.9,low - medium,,,
RIM 75 [MEX],,,,,Accession TUR10436,ENG81A,68.0,medium,,,
RIM 76 [MEX],,,,,Accession TUR10437,ENG81A,46.9,low,,,
RIM 78 [MEX],,,,,Accession TUR10438,ENG81A,77.5,low,,,
RIM 8 [MEX],,,,,Accession TUR10417,ENG81A,54.9,medium,,,
RIM 9 [MEX],,,,,Accession TUR10418,ENG81A,63.6,low,,,
SANTA CLARA 3 [ECU],,,,,Accession TUR10456,ENG81A,142.8,medium,,,
SC 49 [COL],,,,,Accession TUR10461,ENG81A,-,medium,,,
SC 5 [COL],,,,,Accession TUR10457,ENG81A,72.9,high - very high,,,
SC 6 [COL],,,,,Accession TUR10458,ENG81A,74.0,high,,,
SCA 12,,,,,Accession TUR10466,ENG81A,169.4,low,,,
SCA 6,,,,,Accession TUR10464,ENG81A,133.3,very low - low,,,
SCA 9,,,,,Accession TUR10465,ENG81A,101.0,high,,,
SCR 4,,,,,Accession TUR10467,ENG81A,46.2,high,,,
SCR 5,,,,,Accession TUR10468,ENG81A,80.0,medium,,,
SGU 3,,,,,Accession TUR10471,ENG81A,94.3,high,,,
SGU 4,,,,,Accession TUR10472,ENG81A,76.3,low,,,
SGU 60,,,,,Accession TUR10469,ENG81A,76.3,low,,,
SGU 69,,,,,Accession TUR10473,ENG81A,98.0,medium - high,,,
SGU 71,,,,,Accession TUR10474,ENG81A,112.3,medium,,,
SGU 82,,,,,Accession TUR10475,ENG81A,86.2,high,,,
SIAL 163,,,,,Accession TUR10484,ENG81A,93.4,low,,,
SIAL 169,,,,,Accession TUR10485,ENG81A,-,very low,,,
SIAL 325,,,,,Accession TUR10486,ENG81A,104.1,low,,,
SIAL 407,,,,,Accession TUR10487,ENG81A,75.7,high,,,
SIAL 42,,,,,Accession TUR10479,ENG81A,83.3,medium,,,
SIAL 44,,,,,Accession TUR10480,ENG81A,86.2,very low - low,,,
SIAL 56,,,,,Accession TUR10481,ENG81A,72.4,very low - low,,,
SIAL 70,,,,,Accession TUR10482,ENG81A,93.4,very low - low,,,
SIAL 8,,,,,Accession TUR10478,ENG81A,114.9,medium - high,,,
SIAL 93,,,,,Accession TUR10483,ENG81A,102.0,high,,,
SIC 1,,,,,Accession TUR10488,ENG81A,126.5,low - medium,,,
SIC 1,,,,,Accession TUR10489,ENG81A,123.4,low,,,
SIC 2,,,,,Accession TUR10490,ENG81A,109.8,medium,,,
SIC 256,,,,,Accession TUR10494,ENG81A,103.0,very low,,,
SIC 28,,,,,Accession TUR10493,ENG81A,48.3,very low - low,,,
