Clone name,Colour,Refcode,Notes,Info
SJ 1 /11 [POU],slight anthocyanin,BEKAD1,,
SJ 1 /15 [POU],moderate anthocyanin,BEKAD1,,
SJ 1 /18 [POU],intense anthocyanin,BEKAD1,,
SJ 1 /19 [POU],moderate anthocyanin,BEKAD1,,
SJ 1 /20 [POU],moderate anthocyanin,BEKAD1,,
SJ 1 /26 [POU],moderate anthocyanin,BEKAD1,,
SJ 1 /27 [POU],intense anthocyanin,BEKAD1,,
SJ 1 /28 [POU],slight anthocyanin,BEKAD1,,
SJ 1 /29 [POU],moderate anthocyanin,BEKAD1,,
SJ 1 /3 [POU],slight anthocyanin,BEKAD1,,
SJ 1 /33 [POU],slight anthocyanin,BEKAD1,,
SJ 1 /34 [POU],slight anthocyanin,BEKAD1,,
SJ 1 /36 [POU],anthocyanin absent,BEKAD1,,
SJ 1 /37 [POU],intense anthocyanin,BEKAD1,,
SJ 1 /39 [POU],moderate anthocyanin,BEKAD1,,
SJ 1 /4 [POU],moderate anthocyanin,BEKAD1,,
SJ 1 /40 [POU],moderate anthocyanin,BEKAD1,,
SJ 1 /41 [POU],moderate anthocyanin,BEKAD1,,
SJ 1 /5 [POU],slight anthocyanin,BEKAD1,,
SJ 1 /9 [POU],slight anthocyanin,BEKAD1,,
SJ 2 /10 [POU],moderate anthocyanin,BEKAD1,,
SJ 2 /11 [POU],moderate anthocyanin,BEKAD1,,
SJ 2 /12 [POU],moderate anthocyanin,BEKAD1,,
SJ 2 /13 [POU],moderate anthocyanin,BEKAD1,,
SJ 2 /15 [POU],intense anthocyanin,BEKAD1,,
SJ 2 /16 [POU],intense anthocyanin,BEKAD1,,
SJ 2 /17 [POU],moderate anthocyanin,BEKAD1,,
SJ 2 /19 [POU],moderate anthocyanin,BEKAD1,,
SJ 2 /2 [POU],slight anthocyanin,BEKAD1,,
SJ 2 /20 [POU],moderate anthocyanin,BEKAD1,,
SJ 2 /22 [POU],slight anthocyanin,BEKAD1,,
SJ 2 /24 [POU],intense anthocyanin,BEKAD1,,
SJ 2 /25 [POU],slight anthocyanin,BEKAD1,,
SJ 2 /26 [POU],slight anthocyanin,BEKAD1,,
SJ 2 /28 [POU],slight anthocyanin,BEKAD1,,
SJ 2 /30 [POU],moderate anthocyanin,BEKAD1,,
SJ 2 /6 [POU],intense anthocyanin,BEKAD1,,
SJ 2 /7 [POU],moderate anthocyanin,BEKAD1,,
SLA 10,intense anthocyanin,BEKAD1,,
SLA 123,anthocyanin absent,BEKAD1,,
SLA 13,moderate anthocyanin,BEKAD1,,
SLA 16,slight anthocyanin,BEKAD1,,
SLA 20,slight anthocyanin,BEKAD1,,
SLA 23,slight anthocyanin,BEKAD1,,
SLA 27,moderate anthocyanin,BEKAD1,,
SLA 3,moderate anthocyanin,BEKAD1,,
SLA 30,moderate anthocyanin,BEKAD1,,
SLA 44,moderate anthocyanin,BEKAD1,,
SLA 45,moderate anthocyanin,BEKAD1,,
SLA 48,moderate anthocyanin,BEKAD1,,
SLA 51,slight anthocyanin,BEKAD1,,
SLA 53,moderate anthocyanin,BEKAD1,,
SLA 54,slight anthocyanin,BEKAD1,,
SLA 57,intense anthocyanin,BEKAD1,,
SLA 64,slight anthocyanin,BEKAD1,,
SLA 66,slight anthocyanin,BEKAD1,,
SLA 68,moderate anthocyanin,BEKAD1,,
SLA 74,intense anthocyanin,BEKAD1,,
SLA 77,slight anthocyanin,BEKAD1,,
SLA 8,slight anthocyanin,BEKAD1,,
SLA 85,intense anthocyanin,BEKAD1,,
SLA 90,moderate anthocyanin,BEKAD1,,
SLA 93,slight anthocyanin,BEKAD1,,
SLA 95,moderate anthocyanin,BEKAD1,,
SLA 97,moderate anthocyanin,BEKAD1,,
SLC 11,moderate anthocyanin,BEKAD1,,
SLC 12,moderate anthocyanin,BEKAD1,,
SLC 18,moderate anthocyanin,BEKAD1,,
SLC 19,slight anthocyanin,BEKAD1,,
SLC 24,slight anthocyanin,BEKAD1,,
SLC 28,moderate anthocyanin,BEKAD1,,
SLC 3,moderate anthocyanin,BEKAD1,,
SLC 4,intense anthocyanin,BEKAD1,,
SLC 7,moderate anthocyanin,BEKAD1,,
SLC 8,moderate anthocyanin,BEKAD1,,
SM 1 [POU],moderate anthocyanin,BEKAD1,,
SM 12 [POU],intense anthocyanin,BEKAD1,,
SM 18 [POU],intense anthocyanin,BEKAD1,,
SM 2 [POU],intense anthocyanin,BEKAD1,,
SM 4 [POU],moderate anthocyanin,BEKAD1,,
SM 5 [POU],intense anthocyanin,BEKAD1,,
SM 6 [POU],intense anthocyanin,BEKAD1,,
SM 7 [POU],moderate anthocyanin,BEKAD1,,
SM 9 [POU],moderate anthocyanin,BEKAD1,,
SNK 12,anthocyanin absent,BEKAD1,,
SP 1 [VEN],moderate anthocyanin,BEKAD1,,
SPA 10 [COL],slight anthocyanin,BEKAD1,,
SPA 11 [COL],slight anthocyanin,BEKAD1,,
SPA 12 [COL],intense anthocyanin,BEKAD1,,
SPA 16 [COL],moderate anthocyanin,BEKAD1,,
SPA 18 [COL],slight anthocyanin,BEKAD1,,
SPA 20 [COL],slight anthocyanin,BEKAD1,,
SPA 3 [COL],anthocyanin absent,BEKAD1,,
SPA 4 [COL],slight anthocyanin,BEKAD1,,
SPA 5 [COL],slight anthocyanin,BEKAD1,,
SPA 7 [COL],anthocyanin absent,BEKAD1,,
SPA 8 [COL],anthocyanin absent,BEKAD1,,
SPA 9 [COL],slight anthocyanin,BEKAD1,,
SPEC 1 /37,intense anthocyanin,BEKAD1,,
SPEC 137 /6,slight anthocyanin,BEKAD1,,
SPEC 138 /10,anthocyanin absent,BEKAD1,,
SPEC 138 /11,anthocyanin absent,BEKAD1,,
SPEC 138 /13,anthocyanin absent,BEKAD1,,
SPEC 138 /15,intense anthocyanin,BEKAD1,,
SPEC 138 /16,anthocyanin absent,BEKAD1,,
SPEC 138 /17,anthocyanin absent,BEKAD1,,
SPEC 138 /21,anthocyanin absent,BEKAD1,,
SPEC 138 /3,intense anthocyanin,BEKAD1,,
SPEC 138 /8,slight anthocyanin,BEKAD1,,
SPEC 160 /1,moderate anthocyanin,BEKAD1,,
SPEC 160 /9,anthocyanin absent,BEKAD1,,
SPEC 161 /7,intense anthocyanin,BEKAD1,,
SPEC 18 /5,intense anthocyanin,BEKAD1,,
SPEC 18 /6,slight anthocyanin,BEKAD1,,
SPEC 184 /15,intense anthocyanin,BEKAD1,,
SPEC 184 /2,anthocyanin absent,BEKAD1,,
SPEC 185 /4,moderate anthocyanin,BEKAD1,,
SPEC 189 /14,intense anthocyanin,BEKAD1,,
SPEC 189 /8,intense anthocyanin,BEKAD1,,
SPEC 194 /103,anthocyanin absent,BEKAD1,,
SPEC 194 /107,moderate anthocyanin,BEKAD1,,
SPEC 194 /109,slight anthocyanin,BEKAD1,,
SPEC 194 /15,slight anthocyanin,BEKAD1,,
SPEC 194 /16,anthocyanin absent,BEKAD1,,
SPEC 194 /44,anthocyanin absent,BEKAD1,,
SPEC 194 /48,slight anthocyanin,BEKAD1,,
SPEC 194 /62,slight anthocyanin,BEKAD1,,
SPEC 194 /75,anthocyanin absent,BEKAD1,,
SPEC 194 /83,intense anthocyanin,BEKAD1,,
SPEC 41 /11,slight anthocyanin,BEKAD1,,
SPEC 41 /6,intense anthocyanin,BEKAD1,,
SPEC 41 /6-17,intense anthocyanin,BEKAD1,,
SPEC 41 /6-18,intense anthocyanin,BEKAD1,,
SPEC 41 /6-25,slight anthocyanin,BEKAD1,,
SPEC 41 /6-29,intense anthocyanin,BEKAD1,,
SPEC 41 /6-37,moderate anthocyanin,BEKAD1,,
SPEC 41 /9,anthocyanin absent,BEKAD1,,
SPEC 54 /1,intense anthocyanin,BEKAD1,,
SPEC 54 /2,moderate anthocyanin,BEKAD1,,
STAHEL,moderate anthocyanin,BEKAD1,,
TAP 10 [CHA],moderate anthocyanin,BEKAD1,,
TAP 12 [CHA],intense anthocyanin,BEKAD1,,
TAP 7 [CHA],moderate anthocyanin,BEKAD1,,
TARS 14,slight anthocyanin,BEKAD1,,
TARS 31,slight anthocyanin,BEKAD1,,
THX 2 /143,moderate anthocyanin,BEKAD1,,
THY 1 /105,moderate anthocyanin,BEKAD1,,
TRD 1,moderate anthocyanin,BEKAD1,,
TRD 108,moderate anthocyanin,BEKAD1,,
TRD 109,intense anthocyanin,BEKAD1,,
TRD 110,intense anthocyanin,BEKAD1,,
TRD 111,intense anthocyanin,BEKAD1,,
TRD 112,moderate anthocyanin,BEKAD1,,
TRD 113,moderate anthocyanin,BEKAD1,,
TRD 114,intense anthocyanin,BEKAD1,,
TRD 115,intense anthocyanin,BEKAD1,,
TRD 116,moderate anthocyanin,BEKAD1,,
TRD 117,intense anthocyanin,BEKAD1,,
TRD 118,slight anthocyanin,BEKAD1,,
TRD 119,intense anthocyanin,BEKAD1,,
TRD 13,slight anthocyanin,BEKAD1,,
TRD 15,slight anthocyanin,BEKAD1,,
TRD 16,moderate anthocyanin,BEKAD1,,
TRD 18,slight anthocyanin,BEKAD1,,
TRD 19,slight anthocyanin,BEKAD1,,
TRD 2,intense anthocyanin,BEKAD1,,
TRD 23,slight anthocyanin,BEKAD1,,
TRD 24,intense anthocyanin,BEKAD1,,
TRD 27,intense anthocyanin,BEKAD1,,
TRD 28,moderate anthocyanin,BEKAD1,,
TRD 29,slight anthocyanin,BEKAD1,,
TRD 3,intense anthocyanin,BEKAD1,,
TRD 30,moderate anthocyanin,BEKAD1,,
TRD 32,moderate anthocyanin,BEKAD1,,
TRD 33,slight anthocyanin,BEKAD1,,
TRD 35,moderate anthocyanin,BEKAD1,,
TRD 37,intense anthocyanin,BEKAD1,,
TRD 38,moderate anthocyanin,BEKAD1,,
TRD 39,intense anthocyanin,BEKAD1,,
TRD 41,moderate anthocyanin,BEKAD1,,
TRD 42,intense anthocyanin,BEKAD1,,
TRD 43,intense anthocyanin,BEKAD1,,
TRD 44,slight anthocyanin,BEKAD1,,
TRD 45,intense anthocyanin,BEKAD1,,
TRD 46,moderate anthocyanin,BEKAD1,,
TRD 47,intense anthocyanin,BEKAD1,,
TRD 48,intense anthocyanin,BEKAD1,,
TRD 49,moderate anthocyanin,BEKAD1,,
TRD 5,moderate anthocyanin,BEKAD1,,
TRD 50,moderate anthocyanin,BEKAD1,,
TRD 52,moderate anthocyanin,BEKAD1,,
TRD 53,moderate anthocyanin,BEKAD1,,
TRD 58,slight anthocyanin,BEKAD1,,
TRD 6,moderate anthocyanin,BEKAD1,,
TRD 60,moderate anthocyanin,BEKAD1,,
TRD 65,slight anthocyanin,BEKAD1,,
TRD 66,moderate anthocyanin,BEKAD1,,
TRD 7,moderate anthocyanin,BEKAD1,,
TRD 71,moderate anthocyanin,BEKAD1,,
TRD 75,moderate anthocyanin,BEKAD1,,
TRD 77,intense anthocyanin,BEKAD1,,
TRD 78,slight anthocyanin,BEKAD1,,
TRD 8,intense anthocyanin,BEKAD1,,
TRD 81,intense anthocyanin,BEKAD1,,
TRD 85,moderate anthocyanin,BEKAD1,,
TRD 86,anthocyanin absent,BEKAD1,,
TRD 88,slight anthocyanin,BEKAD1,,
TRD 9,intense anthocyanin,BEKAD1,,
TRD 90,moderate anthocyanin,BEKAD1,,
TRD 92,intense anthocyanin,BEKAD1,,
TRD 93,intense anthocyanin,BEKAD1,,
TRD 94,slight anthocyanin,BEKAD1,,
TRD 95,anthocyanin absent,BEKAD1,,
TRD 99,slight anthocyanin,BEKAD1,,
TSA 654,slight anthocyanin,BEKAD1,,
TSA 656,moderate anthocyanin,BEKAD1,,
UF 11,moderate anthocyanin,BEKAD1,,
UF 12,slight anthocyanin,BEKAD1,,
UF 122,moderate anthocyanin,BEKAD1,,
UF 168,intense anthocyanin,BEKAD1,,
UF 191,anthocyanin absent,BEKAD1,,
UF 221,slight anthocyanin,BEKAD1,,
UF 29,slight anthocyanin,BEKAD1,,
UF 38,moderate anthocyanin,BEKAD1,,
UF 4,slight anthocyanin,BEKAD1,,
UF 602,intense anthocyanin,BEKAD1,,
UF 613,moderate anthocyanin,BEKAD1,,
UF 654,intense anthocyanin,BEKAD1,,
UF 667,anthocyanin absent,BEKAD1,,
UF 668,slight anthocyanin,BEKAD1,,
UF 676,intense anthocyanin,BEKAD1,,
UF 677,moderate anthocyanin,BEKAD1,,
UF 700,moderate anthocyanin,BEKAD1,,
UF 705,moderate anthocyanin,BEKAD1,,
UF 709,slight anthocyanin,BEKAD1,,
VB 547,moderate anthocyanin,BEKAD1,,
VB 663,intense anthocyanin,BEKAD1,,
VEN A 58 [ICT],intense anthocyanin,BEKAD1,,
VEN B 47 [ICT],moderate anthocyanin,BEKAD1,,
VEN B 66 [ICT],moderate anthocyanin,BEKAD1,,
WA 40 [DR],moderate anthocyanin,BEKAD1,,
YAL 1 /S2,moderate anthocyanin,BEKAD1,,
YAL 5/T,moderate anthocyanin,BEKAD1,,
YAL 6 /S3,intense anthocyanin,BEKAD1,,
YAL 6 /S4,intense anthocyanin,BEKAD1,,
C 4 /11 [TRI],green,MOR90B,,
CC 10,yellow,MOR90B,,
CC 41,yellow,MOR90B,,
CC 9,yellow,MOR90B,,
EET 103 [ECU],green,MOR90B,,
EET 156 [ECU],yellow,MOR90B,,
EET 162 [ECU],green,MOR90B,,
EET 19 [ECU],green,MOR90B,,
EET 238 [ECU],green and white,MOR90B,,
EET 433 [ECU],green,MOR90B,,
EET 433 [ECU],green,MOR90B,,
EET 48 [ECU],green,MOR90B,,
EET 62 [ECU],green,MOR90B,,
EET 95 [ECU],green,MOR90B,,
EET 96 [ECU],green,MOR90B,,
GS 29,yellow,MOR90B,,
GS 36,white,MOR90B,,
ICS 1,yellow,MOR90B,,
ICS 100,yellow,MOR90B,,
ICS 16,yellow,MOR90B,,
ICS 55,yellow,MOR90B,,
ICS 6,green and white,MOR90B,,
ICS 75,green,MOR90B,,
ICS 8,yellow,MOR90B,,
ICS 89,yellow,MOR90B,,
ICS 95,yellow,MOR90B,,
ICS 98,yellow,MOR90B,,
IMC 67,green,MOR90B,,
OC 61 [VEN],green,MOR90B,,
OC 77 [VEN],green,MOR90B,,
PA 121 [PER],green,MOR90B,,
POUND 12,green,MOR90B,,
POUND 18,white,MOR90B,,
POUND 7,white,MOR90B,,
PQTO 87 [VEN],yellow,MOR90B,,
RIM 10 [MEX],green,MOR90B,,
RIM 13 [MEX],green,MOR90B,,
RIM 30 [MEX],yellow,MOR90B,,
RIM 48 [MEX],yellow,MOR90B,,
SC 10 [VEN],yellow,MOR90B,,
SC 5 [COL],yellow,MOR90B,,
SC 6 [COL],yellow,MOR90B,,
SCA 12,green,MOR90B,,
SCA 6,green,MOR90B,,
SIAL 163,white,MOR90B,,
SIAL 325,white,MOR90B,,
SIAL 70,white,MOR90B,,
SIAL 88,green,MOR90B,,
SIC 801,white,MOR90B,,
SIC 802,white,MOR90B,,
SIC 812,white,MOR90B,,
SIC 823,white,MOR90B,,
SIC 831,white,MOR90B,,
SILECIA 1 [ECU],white,MOR90B,,
SILECIA 1 [ECU],white,MOR90B,,
SILECIA 5 [ECU],white,MOR90B,,
SILECIA 5 [ECU],white,MOR90B,,
SPA 9 [COL],green,MOR90B,,
TRONCO 1800,green and white,MOR90B,,
TRONCO 2270,green,MOR90B,,
TSA 644,green,MOR90B,,
TSA 654,green,MOR90B,,
TSAN 792,green,MOR90B,,
TSH 565,green,MOR90B,,
UF 221,yellow,MOR90B,,
UF 29,green and white,MOR90B,,
UF 613,yellow,MOR90B,,
UF 650,yellow,MOR90B,,
AMANAVEN [CRI],olive brown,ENG81A,Translation of Methuen colour codes.,
APA 4,light brown,ENG81A,Translation of Methuen colour codes.,
APA 5,light brown,ENG81A,Translation of Methuen colour codes.,
BE 10,brown,ENG81A,Translation of Methuen colour codes.,
BE 2,greenish yellow,ENG81A,Translation of Methuen colour codes.,
BE 3,light brown,ENG81A,Translation of Methuen colour codes.,
BE 4,dark brown,ENG81A,Translation of Methuen colour codes.,
BS 2,reddish brown,ENG81A,Translation of Methuen colour codes.,
C SUL 3,olive yellow,ENG81A,Translation of Methuen colour codes.,
C SUL 3,olive,ENG81A,Translation of Methuen colour codes.,
C SUL 7,light yellow,ENG81A,Translation of Methuen colour codes.,
CAAG,light brown,ENG81A,Translation of Methuen colour codes.,
CAR 1,brownish red,ENG81A,Translation of Methuen colour codes.,
CAS 1,reddish brown,ENG81A,Translation of Methuen colour codes.,
CAS 3,reddish brown,ENG81A,Translation of Methuen colour codes.,
CATONGO,greyish green,ENG81A,Translation of Methuen colour codes.,
CATONGO,greyish green,ENG81A,Translation of Methuen colour codes.,
CATONGO,greyish green,ENG81A,Translation of Methuen colour codes.,
CATONGO,greyish green,ENG81A,Translation of Methuen colour codes.,
CATONGO,greyish yellow,ENG81A,Translation of Methuen colour codes.,
CC 10,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 100,light brown,ENG81A,Translation of Methuen colour codes.,
CC 102,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 103,brownish orange,ENG81A,Translation of Methuen colour codes.,
CC 106,light brown,ENG81A,Translation of Methuen colour codes.,
CC 107,light brown,ENG81A,Translation of Methuen colour codes.,
CC 120,light brown,ENG81A,Translation of Methuen colour codes.,
CC 121,light brown,ENG81A,Translation of Methuen colour codes.,
CC 124,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 124,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 124,brownish red,ENG81A,Translation of Methuen colour codes.,
CC 132,light brown,ENG81A,Translation of Methuen colour codes.,
CC 137,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 138,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 139,brownish red,ENG81A,Translation of Methuen colour codes.,
CC 143,yellowish brown,ENG81A,Translation of Methuen colour codes.,
CC 144,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 152,light brown,ENG81A,Translation of Methuen colour codes.,
CC 158,light brown,ENG81A,Translation of Methuen colour codes.,
CC 169,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 17,brownish red,ENG81A,Translation of Methuen colour codes.,
CC 173,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 18,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 182,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 210,brownish orange,ENG81A,Translation of Methuen colour codes.,
CC 210,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 211,light brown,ENG81A,Translation of Methuen colour codes.,
CC 211,light brown,ENG81A,Translation of Methuen colour codes.,
CC 212,greyish yellow,ENG81A,Translation of Methuen colour codes.,
CC 212,greyish orange,ENG81A,Translation of Methuen colour codes.,
CC 212,brownish orange,ENG81A,Translation of Methuen colour codes.,
CC 213,brownish red,ENG81A,Translation of Methuen colour codes.,
CC 213,olive yellow,ENG81A,Translation of Methuen colour codes.,
CC 215,light brown,ENG81A,Translation of Methuen colour codes.,
CC 215,light brown,ENG81A,Translation of Methuen colour codes.,
CC 220,brownish red,ENG81A,Translation of Methuen colour codes.,
CC 222,brownish orange,ENG81A,Translation of Methuen colour codes.,
CC 223,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 224,brownish red,ENG81A,Translation of Methuen colour codes.,
CC 225,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 226,light brown,ENG81A,Translation of Methuen colour codes.,
CC 228,brownish red,ENG81A,Translation of Methuen colour codes.,
CC 231,light brown,ENG81A,Translation of Methuen colour codes.,
CC 232,brownish red,ENG81A,Translation of Methuen colour codes.,
CC 234,brownish orange,ENG81A,Translation of Methuen colour codes.,
CC 235,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 236,light brown,ENG81A,Translation of Methuen colour codes.,
CC 237,brownish red,ENG81A,Translation of Methuen colour codes.,
CC 240,light brown,ENG81A,Translation of Methuen colour codes.,
CC 241,light brown,ENG81A,Translation of Methuen colour codes.,
CC 243,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 244,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 245,brownish orange,ENG81A,Translation of Methuen colour codes.,
CC 246,olive yellow,ENG81A,Translation of Methuen colour codes.,
CC 249,brownish orange,ENG81A,Translation of Methuen colour codes.,
CC 250,dark brown,ENG81A,Translation of Methuen colour codes.,
CC 251,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 252,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 253,violet brown,ENG81A,Translation of Methuen colour codes.,
CC 254,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 255,greenish yellow,ENG81A,Translation of Methuen colour codes.,
CC 256,brownish orange,ENG81A,Translation of Methuen colour codes.,
CC 257,brownish orange,ENG81A,Translation of Methuen colour codes.,
CC 258,brown,ENG81A,Translation of Methuen colour codes.,
CC 259,light brown,ENG81A,Translation of Methuen colour codes.,
CC 260,light brown,ENG81A,Translation of Methuen colour codes.,
CC 261,light brown,ENG81A,Translation of Methuen colour codes.,
CC 262,brown,ENG81A,Translation of Methuen colour codes.,
CC 263,light brown,ENG81A,Translation of Methuen colour codes.,
CC 265,brownish red,ENG81A,Translation of Methuen colour codes.,
CC 27,brownish red,ENG81A,Translation of Methuen colour codes.,
CC 30,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 33,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 34,light brown,ENG81A,Translation of Methuen colour codes.,
CC 35,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 37,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 38,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 39,brownish red,ENG81A,Translation of Methuen colour codes.,
CC 40,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 41,brownish red,ENG81A,Translation of Methuen colour codes.,
CC 42,dark brown,ENG81A,Translation of Methuen colour codes.,
CC 43,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 44,brownish red,ENG81A,Translation of Methuen colour codes.,
CC 45,violet brown,ENG81A,Translation of Methuen colour codes.,
CC 46,brownish red,ENG81A,Translation of Methuen colour codes.,
CC 47,brownish red,ENG81A,Translation of Methuen colour codes.,
CC 48,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 49,brownish red,ENG81A,Translation of Methuen colour codes.,
CC 52,dark brown,ENG81A,Translation of Methuen colour codes.,
CC 54,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 60,brownish orange,ENG81A,Translation of Methuen colour codes.,
CC 67,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 69,brownish red,ENG81A,Translation of Methuen colour codes.,
CC 71,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 74,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 79,reddish brown,ENG81A,Translation of Methuen colour codes.,
CC 83,light brown,ENG81A,Translation of Methuen colour codes.,
CC 9,brownish red,ENG81A,Translation of Methuen colour codes.,
CC 99,brownish orange,ENG81A,Translation of Methuen colour codes.,
CHU 120 [VEN],light brown,ENG81A,Translation of Methuen colour codes.,
CHU 24 [VEN],reddish brown,ENG81A,Translation of Methuen colour codes.,
CNS 22 [VEN],olive brown,ENG81A,Translation of Methuen colour codes.,
CNS 23 [VEN],greyish yellow,ENG81A,Translation of Methuen colour codes.,
COMUM TIPICO,brownish red,ENG81A,Translation of Methuen colour codes.,
CU 1,reddish brown,ENG81A,Translation of Methuen colour codes.,
CU 2,light brown,ENG81A,Translation of Methuen colour codes.,
CU 3,greenish yellow,ENG81A,Translation of Methuen colour codes.,
CU EN SEMI 1,greenish yellow,ENG81A,Translation of Methuen colour codes.,
CU EN SEMI 1,brownish orange,ENG81A,Translation of Methuen colour codes.,
DIAMANTES 800,reddish brown,ENG81A,Translation of Methuen colour codes.,
DR 1,olive brown,ENG81A,Translation of Methuen colour codes.,
DR 38,deep green,ENG81A,Translation of Methuen colour codes.,
EEG 25,light brown,ENG81A,Translation of Methuen colour codes.,
EEG 27,light brown,ENG81A,Translation of Methuen colour codes.,
EEG 29,light brown,ENG81A,Translation of Methuen colour codes.,
EEG 48,brownish orange,ENG81A,Translation of Methuen colour codes.,
EEG 64,brownish orange,ENG81A,Translation of Methuen colour codes.,
EEG 65,light brown,ENG81A,Translation of Methuen colour codes.,
EET 12 [ECU],light brown,ENG81A,Translation of Methuen colour codes.,
EET 156 [ECU],reddish brown,ENG81A,Translation of Methuen colour codes.,
EET 162 [ECU],light brown,ENG81A,Translation of Methuen colour codes.,
EET 164 [ECU],reddish brown,ENG81A,Translation of Methuen colour codes.,
EET 183 [ECU],light brown,ENG81A,Translation of Methuen colour codes.,
EET 19 [ECU],reddish brown,ENG81A,Translation of Methuen colour codes.,
EET 228 [ECU],brownish orange,ENG81A,Translation of Methuen colour codes.,
EET 250 [ECU],brownish orange,ENG81A,Translation of Methuen colour codes.,
EET 338 [ECU],light brown,ENG81A,Translation of Methuen colour codes.,
EET 353 [ECU],yellowish brown,ENG81A,Translation of Methuen colour codes.,
EET 364 [ECU],reddish brown,ENG81A,Translation of Methuen colour codes.,
EET 376 [ECU],brownish orange,ENG81A,Translation of Methuen colour codes.,
EET 377 [ECU],brownish orange,ENG81A,Translation of Methuen colour codes.,
EET 390 [ECU],orange,ENG81A,Translation of Methuen colour codes.,
EET 397 [ECU],reddish brown,ENG81A,Translation of Methuen colour codes.,
EET 399 [ECU],light brown,ENG81A,Translation of Methuen colour codes.,
EET 400 [ECU],light brown,ENG81A,Translation of Methuen colour codes.,
EET 41 [ECU],light brown,ENG81A,Translation of Methuen colour codes.,
EET 45 [ECU],reddish brown,ENG81A,Translation of Methuen colour codes.,
EET 48 [ECU],light brown,ENG81A,Translation of Methuen colour codes.,
EET 53 [ECU],reddish brown,ENG81A,Translation of Methuen colour codes.,
EET 59 [ECU],light brown,ENG81A,Translation of Methuen colour codes.,
EET 62 [ECU],light brown,ENG81A,Translation of Methuen colour codes.,
EET 64 [ECU],light brown,ENG81A,Translation of Methuen colour codes.,
EET 67 [ECU],brownish orange,ENG81A,Translation of Methuen colour codes.,
EET 75 [ECU],reddish brown,ENG81A,Translation of Methuen colour codes.,
EET 80 [ECU],light brown,ENG81A,Translation of Methuen colour codes.,
EET 94 [ECU],light brown,ENG81A,Translation of Methuen colour codes.,
EET 95 [ECU],reddish brown,ENG81A,Translation of Methuen colour codes.,
EET 96 [ECU],brownish orange,ENG81A,Translation of Methuen colour codes.,
G 23 [GET],light brown,ENG81A,Translation of Methuen colour codes.,
G 8 [GET],brownish red,ENG81A,Translation of Methuen colour codes.,
GA 11 [HAI],olive yellow,ENG81A,Translation of Methuen colour codes.,
GS 29,reddish brown,ENG81A,Translation of Methuen colour codes.,
GS 29,reddish brown,ENG81A,Translation of Methuen colour codes.,
GS 36,reddish brown,ENG81A,Translation of Methuen colour codes.,
GS 78,light brown,ENG81A,Translation of Methuen colour codes.,
ICS 1,reddish brown,ENG81A,Translation of Methuen colour codes.,
ICS 1,reddish brown,ENG81A,Translation of Methuen colour codes.,
ICS 100,light brown,ENG81A,Translation of Methuen colour codes.,
ICS 117,olive brown,ENG81A,Translation of Methuen colour codes.,
ICS 133,brownish orange,ENG81A,Translation of Methuen colour codes.,
ICS 135,greenish yellow,ENG81A,Translation of Methuen colour codes.,
ICS 137,reddish brown,ENG81A,Translation of Methuen colour codes.,
ICS 138,light brown,ENG81A,Translation of Methuen colour codes.,
ICS 16,brownish orange,ENG81A,Translation of Methuen colour codes.,
ICS 32,greyish yellow,ENG81A,Translation of Methuen colour codes.,
ICS 39,brownish orange,ENG81A,Translation of Methuen colour codes.,
ICS 40,brownish orange,ENG81A,Translation of Methuen colour codes.,
ICS 40,olive yellow,ENG81A,Translation of Methuen colour codes.,
ICS 43,reddish brown,ENG81A,Translation of Methuen colour codes.,
