Clone name,Self compatibility,Refcode,Bud colour,Ligule colour,Stamen colour,Guide line length,Sepal colour,Sepal width,Sepal length,Sepal length width,Ligule length,Ligule width,Ligule length width,Ribbon length,Ribbon colour,Ovary colour,Ovary width,Ovary length,Ovary length width,Ovule number,Style colour,Style length,Staminode colour,Staminode length,Pedicel length,Hairs,Pigmented glands,Horns,Pigmented spot,Notes,Stamen size,Sepal size,Ligule size,Pedicel size,Accession,Sepal orientation,Sepal shape,Ligule shape,Info,Petal length
PA 169 [PER] x ARF 22,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 10,,,,,
PA 169 [PER] x ARF 22,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 14,,,,,
PA 169 [PER] x ARF 22,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 30,,,,,
PA 169 [PER] x ARF 37,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 8,,,,,
PMCT 58,self incompatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,
POUND 7,self incompatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,
SCA 6 x UF 712,self incompatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 20,,,,,
SCA 6,self incompatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,
SGU 84,self incompatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,
UF 273,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,
UF 273 x CC 137,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 1,,,,,
UF 273 x CC 137,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 5,,,,,
UF 273 x CATIE 1000,self incompatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 31,,,,,
UF 273 x POUND 7,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 4,,,,,
UF 273 x POUND 7,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 5,,,,,
UF 273 x POUND 7,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 20,,,,,
UF 273 x Tree81,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 4,,,,,
UF 273 x Tree81,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 32,,,,,
UF 273 x CC 137,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 4,,,,,
UF 273 x CC 137,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 9,,,,,
UF 273 x CC 137,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 21,,,,,
UF 273 x CATIE 1000,self incompatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 29,,,,,
UF 273 x CCN 51,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 13,,,,,
UF 273 x SCA 6,self incompatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 19,,,,,
UF 712,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,
UF 712 x CC 137,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 3,,,,,
UF 712 x CC 137,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 5,,,,,
UF 712 x CC 137,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 21,,,,,
UF 712 x CC 137,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 27,,,,,
UF 712 x CC 137,self incompatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 30,,,,,
UF 712 x CC 124,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 23,,,,,
UF 712 x CC 124,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 24,,,,,
UF 712 x CC 124,self incompatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 30,,,,,
UF 712 x CC 124,self incompatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 31,,,,,
UF 712 x CATIE 1000,self incompatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 7,,,,,
UF 712 x Tree81,self incompatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 22,,,,,
UF 712 x Tree81,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 24,,,,,
UF 712 x ARF 37,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 12,,,,,
UF 712 x ARF 37,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 26,,,,,
UF 712 x ARF 37,self incompatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 28,,,,,
UF 712 x ARF 37,self incompatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 31,,,,,
UF 712 x ARF 37,self incompatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 32,,,,,
UF 712 x ICS 43,self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 30,,,,,
UF 712 x P 23 [MEX],self compatible,ARC06A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree number 15,,,,,
EET 103 [ECU],self incompatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EET 400 [ECU],self incompatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS 36,self incompatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 1,self incompatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 8,self compatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 95,self compatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ML 102,self incompatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ML 106,self incompatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ML 107,self incompatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ML 64,self incompatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ML 67,self incompatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ML 73,self compatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIAL 325,self compatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIAL 98,self compatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIC 1,self compatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNK 12,self incompatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPA 9 [COL],self incompatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UF 168,self incompatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UF 221,self compatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UF 668,self incompatible,GON07A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE 2,,CAS89A,,anthocyanin absent,anthocyanin absent,,anthocyanin absent,2.61,7.54,,5.56,2.47,,,,anthocyanin absent,1.22,1.69,,51.0,,2.15,moderate anthocyanin,5.4,,,,,,,,,,,,horizontal,,,,
BE 3,,CAS89A,,anthocyanin present,slight anthocyanin,,slight anthocyanin,2.49,8.49,,6.08,2.54,,,,anthocyanin absent,1.15,1.63,,53.0,,2.2,intense anthocyanin,5.66,,,,,,,,,,,,horizontal,,,,
BE 4,,CAS89A,,anthocyanin present,slight anthocyanin,,anthocyanin absent,2.61,9.13,,7.21,2.48,,,,slight anthocyanin,1.28,1.76,,51.0,,2.27,intense anthocyanin,6.09,,,,,,,,,,,,horizontal,,,,
BE 5,,CAS89A,,anthocyanin absent,anthocyanin absent,,anthocyanin absent,2.07,8.32,,7.04,2.19,,,,slight anthocyanin,1.16,1.59,,50.0,,2.12,intense anthocyanin,6.14,,,,,,,,,,,,horizontal,,,,
BE 9,,CAS89A,,anthocyanin present,slight anthocyanin,,anthocyanin absent,2.41,8.88,,7.22,2.25,,,,slight anthocyanin,1.23,1.74,,51.0,,2.23,intense anthocyanin,6.69,,,,,,,,,,,,horizontal,,,,
CA 2 [BRA],,CAS89A,,anthocyanin absent,slight anthocyanin,,slight anthocyanin,2.45,8.76,,6.67,2.69,,,,slight anthocyanin,1.23,1.57,,52.0,,2.61,intense anthocyanin,5.98,,,,,,,,,,,,reflexed,,,,
CA 3 [BRA],,CAS89A,,anthocyanin present,anthocyanin absent,,anthocyanin absent,2.34,8.73,,6.3,2.25,,,,anthocyanin absent,1.24,1.66,,56.0,,2.21,intense anthocyanin,7.18,,,,,,,,,,,,reflexed,,,,
CAS 2,,CAS89A,,anthocyanin present,slight anthocyanin,,anthocyanin absent,2.7,8.96,,7.24,2.9,,,,slight anthocyanin,1.39,2.09,,49.0,,2.42,intense anthocyanin,7.56,,,,,,,,,,,,horizontal,,,,
CEPEC 10,,CAS89A,,anthocyanin absent,anthocyanin absent,,anthocyanin absent,2.47,8.85,,7.23,2.46,,,,slight anthocyanin,1.33,1.82,,52.0,,2.21,anthocyanin absent,6.9,,,,,,,,,,,,horizontal,,,,
CEPEC 13,,CAS89A,,anthocyanin absent,slight anthocyanin,,anthocyanin absent,2.49,8.79,,7.78,2.5,,,,anthocyanin absent,1.33,2.09,,49.0,,2.23,intense anthocyanin,6.71,,,,,,,,,,,,horizontal,,,,
CEPEC 15,,CAS89A,,anthocyanin present,anthocyanin absent,,anthocyanin absent,2.39,8.64,,7.78,2.49,,,,slight anthocyanin,1.33,2.06,,50.0,,2.3,intense anthocyanin,6.37,,,,,,,,,,,,horizontal,,,,
CEPEC 17,,CAS89A,,anthocyanin present,slight anthocyanin,,anthocyanin absent,3.11,9.26,,7.25,2.92,,,,anthocyanin absent,1.46,2.2,,50.0,,2.25,intense anthocyanin,7.04,,,,,,,,,,,,horizontal,,,,
CEPEC 2,,CAS89A,,anthocyanin absent,slight anthocyanin,,anthocyanin absent,2.21,9.16,,7.52,2.79,,,,slight anthocyanin,1.19,1.6,,45.0,,2.06,intense anthocyanin,7.11,,,,,,,,,,,,horizontal,,,,
CEPEC 3,,CAS89A,,anthocyanin absent,slight anthocyanin,,anthocyanin absent,2.37,9.47,,7.92,2.63,,,,slight anthocyanin,1.21,1.66,,46.0,,2.16,intense anthocyanin,7.61,,,,,,,,,,,,horizontal,,,,
CEPEC 6,,CAS89A,,anthocyanin present,anthocyanin absent,,slight anthocyanin,2.66,9.51,,8.17,2.67,,,,slight anthocyanin,1.17,1.44,,42.0,,2.01,intense anthocyanin,7.3,,,,,,,,,,,,horizontal,,,,
CEPEC 7,,CAS89A,,anthocyanin present,slight anthocyanin,,slight anthocyanin,2.58,8.74,,7.48,3.24,,,,slight anthocyanin,1.17,1.58,,47.0,,2.02,intense anthocyanin,6.57,,,,,,,,,,,,horizontal,,,,
CEPEC 9,,CAS89A,,anthocyanin absent,anthocyanin absent,,anthocyanin absent,2.47,9.04,,8.35,3.38,,,,slight anthocyanin,1.23,1.74,,49.0,,2.07,intense anthocyanin,7.25,,,,,,,,,,,,horizontal,,,,
EEG 27,,CAS89A,,anthocyanin present,anthocyanin absent,,anthocyanin absent,2.52,8.5,,7.1,2.66,,,,slight anthocyanin,1.27,1.81,,50.0,,2.53,intense anthocyanin,6.44,,,,,,,,,,,,horizontal,,,,
EEG 50,,CAS89A,,anthocyanin present,slight anthocyanin,,anthocyanin absent,2.44,8.74,,7.9,2.57,,,,slight anthocyanin,1.36,2.17,,50.0,,2.29,intense anthocyanin,7.06,,,,,,,,,,,,horizontal,,,,
EEG 65,,CAS89A,,anthocyanin absent,slight anthocyanin,,anthocyanin absent,2.56,9.04,,6.5,2.6,,,,slight anthocyanin,1.32,1.83,,50.0,,2.39,intense anthocyanin,5.76,,,,,,,,,,,,horizontal,,,,
EEG 8,,CAS89A,,anthocyanin present,anthocyanin absent,,slight anthocyanin,2.61,8.57,,7.36,2.42,,,,slight anthocyanin,1.26,1.81,,49.0,,2.46,intense anthocyanin,6.62,,,,,,,,,,,,horizontal,,,,
MA 11 [BRA],,CAS89A,,anthocyanin absent,anthocyanin absent,,anthocyanin absent,2.36,8.08,,5.42,2.42,,,,slight anthocyanin,1.27,1.86,,54.0,,2.41,intense anthocyanin,5.26,,,,,,,,,,,,reflexed,,,,
MA 12 [BRA],,CAS89A,,anthocyanin absent,slight anthocyanin,,slight anthocyanin,2.5,8.52,,6.85,2.79,,,,slight anthocyanin,1.33,1.95,,57.0,,2.49,intense anthocyanin,6.12,,,,,,,,,,,,horizontal,,,,
MA 14 [BRA],,CAS89A,,anthocyanin absent,slight anthocyanin,,anthocyanin absent,2.57,7.59,,6.14,2.67,,,,slight anthocyanin,1.31,1.83,,57.0,,2.03,intense anthocyanin,6.32,,,,,,,,,,,,horizontal,,,,
MA 15 [BRA],,CAS89A,,anthocyanin absent,slight anthocyanin,,anthocyanin absent,2.65,9.38,,7.34,3.02,,,,slight anthocyanin,1.39,1.85,,65.0,,2.58,intense anthocyanin,6.64,,,,,,,,,,,,horizontal,,,,
RB 31 [BRA],,CAS89A,,anthocyanin absent,intense anthocyanin,,anthocyanin absent,3.27,9.04,,6.27,3.39,,,,anthocyanin absent,1.49,1.93,,50.0,,1.91,intense anthocyanin,7.15,,,,,,,,,,,,horizontal,,,,
RB 40 [BRA],,CAS89A,,anthocyanin present,slight anthocyanin,,slight anthocyanin,3.11,8.43,,5.37,2.74,,,,anthocyanin absent,1.32,1.81,,50.0,,1.88,intense anthocyanin,6.73,,,,,,,,,,,,horizontal,,,,
RB 48 [BRA],,CAS89A,,anthocyanin present,slight anthocyanin,,anthocyanin absent,3.22,8.73,,6.16,3.37,,,,anthocyanin absent,1.34,1.84,,54.0,,1.69,intense anthocyanin,7.05,,,,,,,,,,,,horizontal,,,,
SIAL 542,,CAS89A,,anthocyanin absent,slight anthocyanin,,anthocyanin absent,2.43,8.64,,6.81,2.63,,,,slight anthocyanin,1.24,1.61,,50.0,,2.17,intense anthocyanin,6.2,,,,,,,,,,,,horizontal,,,,
SIAL 543,,CAS89A,,anthocyanin present,slight anthocyanin,,slight anthocyanin,2.13,8.7,,6.47,2.35,,,,slight anthocyanin,1.26,1.69,,50.0,,2.09,intense anthocyanin,6.05,,,,,,,,,,,,horizontal,,,,
SIAL 73,,CAS89A,,anthocyanin present,slight anthocyanin,,anthocyanin absent,2.61,8.87,,8.28,2.6,,,,anthocyanin absent,1.34,2.09,,60.0,,2.2,intense anthocyanin,6.82,,,,,,,,,,,,horizontal,,,,
RIM 10 [MEX],,LOP92A,,,,,,2.4,8.6,,4.3,3.1,,,,,1.0,1.9,,41.0,,2.5,,7.5,2.5,,,,,,,,,,,,,,,
RIM 100 [MEX],,LOP92A,,,,,,2.7,8.9,,4.0,3.2,,,,,1.1,2.0,,41.0,,2.7,,7.7,2.5,,,,,,,,,,,,,,,
RIM 101 [MEX],,LOP92A,,,,,,2.6,8.8,,3.9,3.2,,,,,1.0,2.0,,42.0,,2.5,,7.5,2.2,,,,,,,,,,,,,,,
RIM 105 [MEX],,LOP92A,,,,,,2.7,8.9,,4.1,3.1,,,,,1.0,2.0,,42.0,,2.5,,7.5,2.3,,,,,,,,,,,,,,,
RIM 106 [MEX],,LOP92A,,,,,,2.6,8.5,,4.0,3.1,,,,,1.0,2.0,,36.0,,2.5,,7.2,2.4,,,,,,,,,,,,,,,
RIM 113 [MEX],,LOP92A,,,,,,2.5,8.8,,4.0,3.0,,,,,1.0,2.0,,42.0,,2.6,,7.5,2.3,,,,,,,,,,,,,,,
RIM 117 [MEX],,LOP92A,,,,,,2.7,9.0,,4.0,3.2,,,,,1.0,2.0,,41.0,,2.6,,7.5,2.3,,,,,,,,,,,,,,,
RIM 13 [MEX],,LOP92A,,,,,,2.6,8.5,,4.0,3.0,,,,,1.0,1.9,,43.0,,2.4,,7.1,2.3,,,,,,,,,,,,,,,
RIM 15 [MEX],,LOP92A,,,,,,2.4,8.5,,4.0,3.1,,,,,1.0,1.9,,42.0,,2.5,,7.3,2.4,,,,,,,,,,,,,,,
RIM 19 [MEX],,LOP92A,,,,,,2.7,8.9,,4.2,3.1,,,,,1.0,1.9,,40.0,,2.5,,7.5,2.4,,,,,,,,,,,,,,,
RIM 2 [MEX],,LOP92A,,,,,,2.6,8.8,,3.9,3.0,,,,,1.0,1.9,,39.0,,2.5,,7.1,2.2,,,,,,,,,,,,,,,
RIM 23 [MEX],,LOP92A,,,,,,2.5,8.6,,4.0,3.1,,,,,1.1,1.9,,43.0,,2.5,,7.1,2.3,,,,,,,,,,,,,,,
RIM 24 [MEX],,LOP92A,,,,,,2.3,8.1,,4.0,2.9,,,,,1.0,1.8,,41.0,,2.4,,7.0,2.2,,,,,,,,,,,,,,,
RIM 26 [MEX],,LOP92A,,,,,,2.1,7.7,,3.9,2.9,,,,,1.0,2.0,,43.0,,2.1,,7.0,2.0,,,,,,,,,,,,,,,
RIM 30 [MEX],,LOP92A,,,,,,2.4,8.4,,4.0,3.0,,,,,1.0,1.8,,41.0,,2.4,,7.1,2.1,,,,,,,,,,,,,,,
RIM 34 [MEX],,LOP92A,,,,,,2.4,8.4,,4.1,3.0,,,,,1.0,1.9,,42.0,,2.5,,7.5,2.2,,,,,,,,,,,,,,,
RIM 39 [MEX],,LOP92A,,,,,,2.4,8.2,,4.1,3.0,,,,,1.0,1.9,,44.0,,2.6,,7.6,2.2,,,,,,,,,,,,,,,
RIM 41 [MEX],,LOP92A,,,,,,2.6,8.8,,4.0,3.0,,,,,1.0,1.9,,44.0,,2.5,,7.6,2.3,,,,,,,,,,,,,,,
RIM 44 [MEX],,LOP92A,,,,,,2.6,8.2,,3.9,3.0,,,,,1.1,2.0,,40.0,,2.9,,7.1,2.5,,,,,,,,,,,,,,,
RIM 48 [MEX],,LOP92A,,,,,,2.7,8.7,,4.0,3.1,,,,,1.1,1.9,,41.0,,2.5,,7.1,2.5,,,,,,,,,,,,,,,
RIM 52 [MEX],,LOP92A,,,,,,2.7,8.9,,4.0,3.2,,,,,1.2,2.0,,42.0,,2.5,,7.4,2.5,,,,,,,,,,,,,,,
RIM 56 [MEX],,LOP92A,,,,,,2.6,8.2,,3.9,3.0,,,,,1.0,1.8,,41.0,,2.3,,7.0,2.2,,,,,,,,,,,,,,,
RIM 6 [MEX],,LOP92A,,,,,,2.6,8.8,,3.9,3.0,,,,,1.1,1.9,,45.0,,2.7,,7.6,2.3,,,,,,,,,,,,,,,
RIM 68 [MEX],,LOP92A,,,,,,2.2,7.0,,3.2,2.8,,,,,1.0,1.9,,39.0,,2.3,,6.6,1.7,,,,,,,,,,,,,,,
RIM 71 [MEX],,LOP92A,,,,,,2.7,9.0,,4.1,3.1,,,,,1.2,2.1,,41.0,,2.6,,7.5,2.5,,,,,,,,,,,,,,,
RIM 75 [MEX],,LOP92A,,,,,,2.3,7.6,,3.8,3.0,,,,,1.0,1.9,,41.0,,2.4,,6.9,2.3,,,,,,,,,,,,,,,
RIM 76 [MEX],,LOP92A,,,,,,2.4,8.0,,3.8,2.9,,,,,1.0,1.7,,36.0,,2.4,,6.6,2.0,,,,,,,,,,,,,,,
RIM 76 [MEX],,LOP92A,,,,,,2.0,6.6,,3.3,2.7,,,,,1.0,1.9,,37.0,,2.2,,6.0,1.4,,,,,,,,,,,,,,,
RIM 78 [MEX],,LOP92A,,,,,,2.2,7.8,,3.6,3.0,,,,,1.0,1.8,,39.0,,2.4,,6.8,2.3,,,,,,,,,,,,,,,
RIM 8 [MEX],,LOP92A,,,,,,2.4,7.9,,3.8,2.9,,,,,1.1,1.9,,43.0,,2.3,,7.0,2.1,,,,,,,,,,,,,,,
RIM 88 [MEX],,LOP92A,,,,,,2.5,8.5,,4.0,3.0,,,,,1.0,1.9,,42.0,,2.4,,7.1,2.3,,,,,,,,,,,,,,,
CATIE-R1,self compatible,PHI13A,,,,,,2.6,8.5,,4.1,3.0,,,,,0.9,1.3,,41.0,,2.2,,6.0,20.8,,,,,,,,,,,,,,,
CATIE-R4,self incompatible,PHI13A,,,,,,3.1,8.4,,6.2,2.6,,,,,1.1,1.4,,44.0,,3.4,,6.0,20.4,,,,,,,,,,,,,,,
CATIE-R6,self incompatible,PHI13A,,,,,,3.0,7.0,,7.1,3.3,,,,,0.9,1.8,,41.0,,1.7,,5.8,16.0,,,,,,,,,,,,,,,
CC 137,self compatible,PHI13A,,,,,,2.9,8.7,,6.2,2.6,,,,,1.0,1.0,,30.0,,1.3,,5.7,21.6,,,,,,,,,,,,,,,
ICS 95,self compatible,PHI13A,,,,,,3.2,8.2,,5.7,2.9,,,,,1.5,1.0,,33.0,,2.1,,8.3,22.1,,,,,,,,,,,,,,,
PMCT 58,self incompatible,PHI13A,,,,,,2.6,9.7,,6.2,2.5,,,,,1.0,2.7,,39.0,,1.7,,6.7,28.6,,,,,,,,,,,,,,,
ICS 1,self incompatible,COR74A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMC 67,self incompatible,COR74A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCA 12,self incompatible,COR74A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCA 6,self incompatible,COR74A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 1,self compatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 101,self compatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 104,self compatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 12,self incompatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 2,self incompatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 25,self compatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 31,self compatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 36,self compatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 39,self incompatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 44,self compatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 45,self compatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 54,self compatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 55,self compatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 6,self compatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 60,self incompatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 67,self compatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 70,self compatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 8,self compatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 85,self compatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 9,self compatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 91,self compatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICS 95,self compatible,ICS1UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC T 4 /2 [TTO],self compatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAZ 15 /15,self incompatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAZ 2 /1,self incompatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APA 4,self compatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE 10,self compatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C 13 /5 [TRI],self incompatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C 87 /56 [TRI],self incompatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAS 1,self incompatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATONGO,self incompatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC 10,self compatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC 11,self incompatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC 34,self compatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC 38,self compatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC 41,self compatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC 54,self compatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC 60,self compatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC 67,self compatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN 10,self incompatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCA 3356 [CHA],self incompatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EET 236 [ECU],self compatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EET 283 [ECU],self compatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EET 308 [ECU],self incompatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EET 353 [ECU],self compatible,BAL91B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
