Clone name,Self compatibility,Refcode,Ligule colour,Stamen colour,Sepal length,Ligule width,Ovule number,Style length
CC 34,self compatible,MOR91A,,,,,,
CC 35,self compatible,MOR91A,,,,,,
CC 37,self compatible,MOR91A,,,,,,
CC 38,self compatible,MOR91A,,,,,,
CC 39,self compatible,MOR91A,,,,,,
CC 40,self compatible,MOR91A,,,,,,
CC 41,self compatible,MOR91A,,,,,,
CC 42,self compatible,MOR91A,,,,,,
CC 45,self compatible,MOR91A,,,,,,
CC 47,self compatible,MOR91A,,,,,,
CC 48,self compatible,MOR91A,,,,,,
CC 49,self compatible,MOR91A,,,,,,
CC 52,self incompatible,MOR91A,,,,,,
CC 54,self compatible,MOR91A,,,,,,
CC 67,self incompatible,MOR91A,,,,,,
CC 69,self incompatible,MOR91A,,,,,,
CC 71,self compatible,MOR91A,,,,,,
CC 74,self compatible,MOR91A,,,,,,
CC 79,self incompatible,MOR91A,,,,,,
CC 83,self incompatible,MOR91A,,,,,,
CC 9,self compatible,MOR91A,,,,,,
DIAMANTES 800,self incompatible,MOR91A,,,,,,
EEG 25,self compatible,MOR91A,,,,,,
EEG 27,self compatible,MOR91A,,,,,,
EEG 29,self compatible,MOR91A,,,,,,
EEG 65,self incompatible,MOR91A,,,,,,
EET 156 [ECU],self incompatible,MOR91A,,,,,,
EET 162 [ECU],self compatible,MOR91A,,,,,,
EET 183 [ECU],self compatible,MOR91A,,,,,,
EET 19 [ECU],self incompatible,MOR91A,,,,,,
EET 228 [ECU],self compatible,MOR91A,,,,,,
EET 250 [ECU],self incompatible,MOR91A,,,,,,
EET 338 [ECU],self compatible,MOR91A,,,,,,
EET 353 [ECU],self compatible,MOR91A,,,,,,
EET 364 [ECU],self compatible,MOR91A,,,,,,
EET 376 [ECU],self incompatible,MOR91A,,,,,,
EET 377 [ECU],self incompatible,MOR91A,,,,,,
EET 390 [ECU],self incompatible,MOR91A,,,,,,
EET 397 [ECU],self incompatible,MOR91A,,,,,,
EET 399 [ECU],self incompatible,MOR91A,,,,,,
EET 400 [ECU],self incompatible,MOR91A,,,,,,
EET 41 [ECU],self compatible,MOR91A,,,,,,
EET 45 [ECU],self incompatible,MOR91A,,,,,,
EET 48 [ECU],self incompatible,MOR91A,,,,,,
EET 53 [ECU],self compatible,MOR91A,,,,,,
EET 59 [ECU],self incompatible,MOR91A,,,,,,
EET 62 [ECU],self incompatible,MOR91A,,,,,,
EET 67 [ECU],self compatible,MOR91A,,,,,,
EET 75 [ECU],self incompatible,MOR91A,,,,,,
EET 94 [ECU],self compatible,MOR91A,,,,,,
EET 95 [ECU],self compatible,MOR91A,,,,,,
EET 96 [ECU],self compatible,MOR91A,,,,,,
GA 11 [HAI],self incompatible,MOR91A,,,,,,
GS 36,self compatible,MOR91A,,,,,,
GS 50,self compatible,MOR91A,,,,,,
GS 78,self compatible,MOR91A,,,,,,
ICS 1,self compatible,MOR91A,,,,,,
ICS 100,self incompatible,MOR91A,,,,,,
ICS 117,self incompatible,MOR91A,,,,,,
ICS 133,self incompatible,MOR91A,,,,,,
ICS 137,self incompatible,MOR91A,,,,,,
ICS 138,self incompatible,MOR91A,,,,,,
ICS 16,self incompatible,MOR91A,,,,,,
ICS 29,self incompatible,MOR91A,,,,,,
ICS 32,self compatible,MOR91A,,,,,,
ICS 39,self incompatible,MOR91A,,,,,,
ICS 43,self compatible,MOR91A,,,,,,
ICS 44,self compatible,MOR91A,,,,,,
ICS 45,self compatible,MOR91A,,,,,,
ICS 46,self compatible,MOR91A,,,,,,
ICS 6,self compatible,MOR91A,,,,,,
ICS 60,self incompatible,MOR91A,,,,,,
ICS 8,self compatible,MOR91A,,,,,,
ICS 84,self incompatible,MOR91A,,,,,,
ICS 89,self incompatible,MOR91A,,,,,,
ICS 95,self compatible,MOR91A,,,,,,
IMC 60,self incompatible,MOR91A,,,,,,
IMC 67,self incompatible,MOR91A,,,,,,
LARANJA,self compatible,MOR91A,,,,,,
MA 12 [BRA],self compatible,MOR91A,,,,,,
MA 13 [BRA],self incompatible,MOR91A,,,,,,
MOCORONGO,self incompatible,MOR91A,,,,,,
OC 61 [VEN],self incompatible,MOR91A,,,,,,
OC 77 [VEN],self compatible,MOR91A,,,,,,
P 10 [MEX],self incompatible,MOR91A,,,,,,
P 15 [MEX],self incompatible,MOR91A,,,,,,
P 16 [MEX],self compatible,MOR91A,,,,,,
P 19 [MEX],self incompatible,MOR91A,,,,,,
P 20 [MEX],self incompatible,MOR91A,,,,,,
P 8 [MEX],self incompatible,MOR91A,,,,,,
PA 121 [PER],self compatible,MOR91A,,,,,,
PA 19 [PER],self compatible,MOR91A,,,,,,
PA 81 [PER],self incompatible,MOR91A,,,,,,
PMCT 5,self compatible,MOR91A,,,,,,
PMCT 7,self compatible,MOR91A,,,,,,
POUND 12,self incompatible,MOR91A,,,,,,
RB 29 [BRA],self incompatible,MOR91A,,,,,,
RB 37 [BRA],self incompatible,MOR91A,,,,,,
RB 41 [BRA],self incompatible,MOR91A,,,,,,
RB 47 [BRA],self incompatible,MOR91A,,,,,,
RIM 10 [MEX],self incompatible,MOR91A,,,,,,
RIM 100 [MEX],self incompatible,MOR91A,,,,,,
RIM 101 [MEX],self incompatible,MOR91A,,,,,,
RIM 106 [MEX],self compatible,MOR91A,,,,,,
RIM 113 [MEX],self compatible,MOR91A,,,,,,
RIM 117 [MEX],self incompatible,MOR91A,,,,,,
RIM 15 [MEX],self incompatible,MOR91A,,,,,,
RIM 189 [MEX],self compatible,MOR91A,,,,,,
RIM 19 [MEX],self incompatible,MOR91A,,,,,,
RIM 2 [MEX],self incompatible,MOR91A,,,,,,
RIM 21 [MEX],self incompatible,MOR91A,,,,,,
RIM 23 [MEX],self incompatible,MOR91A,,,,,,
RIM 41 [MEX],self incompatible,MOR91A,,,,,,
RIM 43 [MEX],self incompatible,MOR91A,,,,,,
RIM 48 [MEX],self incompatible,MOR91A,,,,,,
RIM 52 [MEX],self compatible,MOR91A,,,,,,
RIM 6 [MEX],self incompatible,MOR91A,,,,,,
RIM 75 [MEX],self incompatible,MOR91A,,,,,,
RIM 76 [MEX],self incompatible,MOR91A,,,,,,
RIM 78 [MEX],self incompatible,MOR91A,,,,,,
RIM 8 [MEX],self incompatible,MOR91A,,,,,,
SCA 12,self incompatible,MOR91A,,,,,,
SCA 6,self incompatible,MOR91A,,,,,,
SCA 9,self incompatible,MOR91A,,,,,,
SCR 4,self compatible,MOR91A,,,,,,
SCR 5,self compatible,MOR91A,,,,,,
SGU 3,self incompatible,MOR91A,,,,,,
SGU 4,self compatible,MOR91A,,,,,,
SGU 60,self incompatible,MOR91A,,,,,,
SGU 71,self compatible,MOR91A,,,,,,
SGU 89,self incompatible,MOR91A,,,,,,
SIAL 325,self compatible,MOR91A,,,,,,
SIAL 339,self compatible,MOR91A,,,,,,
SIAL 56,self incompatible,MOR91A,,,,,,
SIAL 8,self compatible,MOR91A,,,,,,
SIAL 93,self compatible,MOR91A,,,,,,
SIAL 98,self compatible,MOR91A,,,,,,
SIC 2,self incompatible,MOR91A,,,,,,
SIC 433,self compatible,MOR91A,,,,,,
SIC 6,self compatible,MOR91A,,,,,,
SIC 7,self compatible,MOR91A,,,,,,
SIC 802,self compatible,MOR91A,,,,,,
SIC 806,self compatible,MOR91A,,,,,,
SIC 813,self compatible,MOR91A,,,,,,
SILECIA 5 [ECU],self compatible,MOR91A,,,,,,
SNK 12,self incompatible,MOR91A,,,,,,
SPA 10 [COL],self incompatible,MOR91A,,,,,,
SPA 11 [COL],self incompatible,MOR91A,,,,,,
SPA 12 [COL],self incompatible,MOR91A,,,,,,
SPA 5 [COL],self compatible,MOR91A,,,,,,
SPA 7 [COL],self incompatible,MOR91A,,,,,,
SPA 9 [COL],self incompatible,MOR91A,,,,,,
STICA 100,self incompatible,MOR91A,,,,,,
TJ 1,self compatible,MOR91A,,,,,,
TSAN 792,self incompatible,MOR91A,,,,,,
UF 10,self incompatible,MOR91A,,,,,,
UF 11,self incompatible,MOR91A,,,,,,
UF 12,self compatible,MOR91A,,,,,,
UF 122,self compatible,MOR91A,,,,,,
UF 168,self incompatible,MOR91A,,,,,,
UF 20,self incompatible,MOR91A,,,,,,
UF 210,self incompatible,MOR91A,,,,,,
UF 221,self compatible,MOR91A,,,,,,
UF 273,self compatible,MOR91A,,,,,,
UF 29,self compatible,MOR91A,,,,,,
UF 296,self incompatible,MOR91A,,,,,,
UF 36,self compatible,MOR91A,,,,,,
UF 4,self incompatible,MOR91A,,,,,,
UF 601,self incompatible,MOR91A,,,,,,
UF 602,self compatible,MOR91A,,,,,,
UF 613,self incompatible,MOR91A,,,,,,
UF 650,self incompatible,MOR91A,,,,,,
UF 654,self incompatible,MOR91A,,,,,,
UF 667,self compatible,MOR91A,,,,,,
UF 668,self compatible,MOR91A,,,,,,
UF 672,self incompatible,MOR91A,,,,,,
UF 676,self compatible,MOR91A,,,,,,
UF 677,self incompatible,MOR91A,,,,,,
UF 700,self incompatible,MOR91A,,,,,,
UF 701,self compatible,MOR91A,,,,,,
UF 703,self incompatible,MOR91A,,,,,,
UF 704,self compatible,MOR91A,,,,,,
UF 705,self compatible,MOR91A,,,,,,
UF 706,self compatible,MOR91A,,,,,,
UF 707,self compatible,MOR91A,,,,,,
UF 708,self incompatible,MOR91A,,,,,,
UF 709,self compatible,MOR91A,,,,,,
UF 710,self compatible,MOR91A,,,,,,
UF 711,self incompatible,MOR91A,,,,,,
UF 712,self incompatible,MOR91A,,,,,,
UF 713,self compatible,MOR91A,,,,,,
UF 717,self compatible,MOR91A,,,,,,
AB 1 [BRA],,SOR70A,,anthocyanin present,,,,
C SUL 1,,SOR70A,,anthocyanin present,,,,
C SUL 10,,SOR70A,,anthocyanin absent,,,,
C SUL 12,,SOR70A,,anthocyanin present,,,,
C SUL 2,,SOR70A,,anthocyanin present,,,,
C SUL 7,,SOR70A,,anthocyanin absent,,,,
CA 1 [BRA],,SOR70A,,anthocyanin present,,,,
CA 2 [BRA],,SOR70A,,anthocyanin present,,,,
CA 3 [BRA],,SOR70A,,anthocyanin absent,,,,
CA 4 [BRA],,SOR70A,,anthocyanin absent,,,,
CA 5 [BRA],,SOR70A,,anthocyanin present,,,,
CA 6 [BRA],,SOR70A,,anthocyanin present,,,,
JU 1,,SOR70A,,anthocyanin present,,,,
JU 10,,SOR70A,,anthocyanin present,,,,
JU 4,,SOR70A,,anthocyanin present,,,,
JU 5,,SOR70A,,anthocyanin present,,,,
JU 8,,SOR70A,,anthocyanin absent,,,,
JU 9,,SOR70A,,anthocyanin absent,,,,
MOA 1,,SOR70A,,anthocyanin present,,,,
A 645 [ECU],,BEKAD1,anthocyanin absent,anthocyanin absent,7.96,2.06,36.0,1.99
AC T 3 /2 [TTO],,BEKAD1,anthocyanin absent,anthocyanin absent,6.86,2.35,44.0,2.55
AC T 6 /1 [TTO],,BEKAD1,slight anthocyanin,anthocyanin absent,8.31,2.27,29.0,2.18
AC T 7 /2 [TTO],,BEKAD1,slight anthocyanin,slight anthocyanin,7.74,2.24,44.0,2.05
AC T 8 /1 [TTO],,BEKAD1,anthocyanin absent,anthocyanin absent,8.17,2.43,42.0,2.32
AC T 8 /2 [TTO],,BEKAD1,slight anthocyanin,anthocyanin absent,7.73,2.37,39.0,2.04
AGU 2 [CHA],,BEKAD1,moderate anthocyanin,anthocyanin absent,9.61,2.28,45.0,2.51
AGU 3339 [CHA],,BEKAD1,anthocyanin absent,moderate anthocyanin,8.04,2.08,32.0,2.46
AGU 3339 /12 [CHA],,BEKAD1,anthocyanin absent,anthocyanin absent,9.77,2.15,36.0,2.82
AGU 3339 /8 [CHA],,BEKAD1,anthocyanin absent,anthocyanin absent,8.34,1.96,36.0,2.77
ALMEIDA,,BEKAD1,anthocyanin absent,anthocyanin absent,7.77,2.89,33.0,2.26
AM 1 /1 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,8.54,2.41,41.0,2.34
AM 1 /107 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,7.95,2.68,43.0,2.65
AM 1 /12 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,9.18,2.84,41.0,3.03
AM 1 /13 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,7.58,2.19,36.0,2.31
AM 1 /19 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,8.33,2.56,43.0,2.12
AM 1 /28 [POU],,BEKAD1,moderate anthocyanin,slight anthocyanin,6.64,1.94,43.0,1.65
AM 1 /3 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,7.25,2.58,36.0,2.32
AM 1 /33 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,7.77,2.8,45.0,2.73
AM 1 /37 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,7.86,2.42,42.0,1.92
AM 1 /38 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,8.69,2.61,48.0,1.92
AM 1 /39 [POU],,BEKAD1,anthocyanin absent,intense anthocyanin,8.71,2.5,41.0,2.76
AM 1 /4 [POU],,BEKAD1,slight anthocyanin,anthocyanin absent,8.61,2.22,41.0,1.63
AM 1 /42 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,7.86,2.45,47.0,2.62
AM 1 /48 [POU],,BEKAD1,slight anthocyanin,anthocyanin absent,7.97,2.79,45.0,2.5
AM 1 /5 [POU],,BEKAD1,anthocyanin absent,anthocyanin absent,8.69,2.13,40.0,2.31
AM 1 /53 [POU],,BEKAD1,moderate anthocyanin,moderate anthocyanin,7.93,2.39,40.0,2.23
AM 1 /54 [POU],,BEKAD1,anthocyanin absent,slight anthocyanin,8.99,2.28,37.0,2.52
AM 1 /55 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,8.72,2.21,42.0,2.48
AM 1 /56 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,7.44,2.53,38.0,2.77
AM 1 /57 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,7.39,2.6,55.0,2.27
AM 1 /60 [POU],,BEKAD1,anthocyanin absent,intense anthocyanin,8.44,2.58,35.0,2.5
AM 1 /63 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,8.51,2.44,38.0,2.68
AM 1 /67 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,7.81,2.43,41.0,2.52
AM 1 /68 [POU],,BEKAD1,anthocyanin absent,moderate anthocyanin,8.35,2.72,41.0,3.03
AM 1 /7 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,8.0,2.26,36.0,2.64
AM 1 /70 [POU],,BEKAD1,moderate anthocyanin,moderate anthocyanin,8.12,2.3,42.0,1.99
AM 1 /72 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,8.16,2.37,44.0,2.53
AM 1 /73 [POU],,BEKAD1,intense anthocyanin,moderate anthocyanin,8.28,2.49,41.0,2.27
AM 1 /75 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,7.92,2.69,40.0,2.88
AM 1 /85 [POU],,BEKAD1,moderate anthocyanin,moderate anthocyanin,7.98,2.35,40.0,2.13
AM 1 /87 [POU],,BEKAD1,moderate anthocyanin,intense anthocyanin,8.99,2.65,44.0,3.07
AM 1 /88 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,8.03,2.64,38.0,2.93
AM 1 /96 [POU],,BEKAD1,slight anthocyanin,anthocyanin absent,8.28,2.16,34.0,1.82
AM 1 /97 [POU],,BEKAD1,anthocyanin absent,moderate anthocyanin,8.08,2.41,38.0,3.06
AM 2 /1 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,8.63,2.37,46.0,2.58
AM 2 /12 [POU],,BEKAD1,anthocyanin absent,intense anthocyanin,8.03,2.74,43.0,2.34
AM 2 /13 [POU],,BEKAD1,moderate anthocyanin,anthocyanin absent,7.9,2.25,46.0,2.25
AM 2 /14 [POU],,BEKAD1,anthocyanin absent,moderate anthocyanin,8.19,2.72,39.0,3.04
AM 2 /17 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,7.33,2.2,41.0,2.38
AM 2 /18 [POU],,BEKAD1,anthocyanin absent,anthocyanin absent,8.13,3.12,34.0,2.69
AM 2 /19 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,7.47,2.63,39.0,2.48
AM 2 /21 [POU],,BEKAD1,intense anthocyanin,slight anthocyanin,9.34,2.29,44.0,2.07
AM 2 /28 [POU],,BEKAD1,slight anthocyanin,anthocyanin absent,7.23,3.06,36.0,2.44
AM 2 /31 [POU],,BEKAD1,moderate anthocyanin,slight anthocyanin,7.17,2.29,46.0,1.82
AM 2 /32 [POU],,BEKAD1,moderate anthocyanin,moderate anthocyanin,6.58,2.52,43.0,2.48
AM 2 /38 [POU],,BEKAD1,slight anthocyanin,anthocyanin absent,7.5,2.3,39.0,2.2
AM 2 /39 [POU],,BEKAD1,anthocyanin absent,moderate anthocyanin,8.05,2.52,45.0,2.9
AM 2 /4 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,7.41,2.48,37.0,2.27
AM 2 /41 [POU],,BEKAD1,slight anthocyanin,anthocyanin absent,7.41,2.42,47.0,2.22
AM 2 /43 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,8.67,2.28,38.0,2.89
AM 2 /45 [POU],,BEKAD1,slight anthocyanin,anthocyanin absent,8.2,2.46,38.0,2.68
AM 2 /46 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,8.03,2.7,43.0,2.5
AM 2 /53 [POU],,BEKAD1,slight anthocyanin,anthocyanin absent,8.1,2.43,42.0,2.58
AM 2 /6 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,8.71,2.59,40.0,1.95
AM 2 /60 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,7.27,2.38,43.0,2.44
AM 2 /61 [POU],,BEKAD1,moderate anthocyanin,slight anthocyanin,9.47,2.92,38.0,2.25
AM 2 /62 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,8.25,2.76,37.0,2.61
AM 2 /64 [POU],,BEKAD1,moderate anthocyanin,intense anthocyanin,5.83,2.15,37.0,2.37
AM 2 /65 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,9.42,2.26,44.0,2.86
AM 2 /68 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,7.81,2.87,39.0,2.97
AM 2 /70 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,7.35,2.59,45.0,2.54
AM 2 /82 [POU],,BEKAD1,moderate anthocyanin,anthocyanin absent,6.47,1.94,48.0,1.89
AM 2 /83 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,8.18,2.47,41.0,2.64
AM 2 /87 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,7.81,2.18,40.0,2.46
AM 2 /88 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,8.02,2.79,43.0,2.55
AM 2 /9 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,8.18,2.83,44.0,2.74
AM 2 /91 [POU],,BEKAD1,slight anthocyanin,anthocyanin absent,8.44,2.82,40.0,2.31
AM 2 /92 [POU],,BEKAD1,anthocyanin absent,slight anthocyanin,8.71,2.38,43.0,2.58
AM 2 /94 [POU],,BEKAD1,anthocyanin absent,intense anthocyanin,8.04,2.36,43.0,2.41
AM 2 /96 [POU],,BEKAD1,anthocyanin absent,anthocyanin absent,8.94,2.25,36.0,2.36
AMAZ 10 /1,,BEKAD1,intense anthocyanin,slight anthocyanin,7.41,2.3,53.0,1.85
AMAZ 12,,BEKAD1,slight anthocyanin,anthocyanin absent,6.65,2.32,50.0,2.62
AMAZ 12 /4,,BEKAD1,anthocyanin absent,anthocyanin absent,7.01,2.37,46.0,2.48
AMAZ 1 /5,,BEKAD1,slight anthocyanin,slight anthocyanin,7.11,2.47,42.0,2.32
AMAZ 15 /15,,BEKAD1,moderate anthocyanin,anthocyanin absent,7.92,2.37,47.0,2.53
AMAZ 16 /4,,BEKAD1,intense anthocyanin,slight anthocyanin,7.24,2.12,52.0,1.68
AMAZ 3 /2,,BEKAD1,moderate anthocyanin,moderate anthocyanin,7.34,2.47,46.0,2.57
AMAZ 5 /2,,BEKAD1,slight anthocyanin,slight anthocyanin,7.6,2.44,48.0,2.3
AMAZ 6,,BEKAD1,moderate anthocyanin,slight anthocyanin,7.2,2.26,46.0,1.91
AMAZ 6 /3,,BEKAD1,intense anthocyanin,moderate anthocyanin,8.38,2.63,48.0,2.25
AMELONADO [VAR],,BEKAD1,slight anthocyanin,slight anthocyanin,7.72,2.31,40.0,2.11
AMELONADO 2 /0-17 [MAY],,BEKAD1,slight anthocyanin,slight anthocyanin,7.26,2.28,40.0,2.24
AMELONADO 3 /4-06 [MAY],,BEKAD1,slight anthocyanin,slight anthocyanin,7.1,2.48,39.0,2.38
APA 4,,BEKAD1,anthocyanin absent,anthocyanin absent,7.87,1.55,35.0,2.16
AS 7 [ECU],,BEKAD1,anthocyanin absent,slight anthocyanin,8.45,2.07,41.0,2.39
AX 122 /79,,BEKAD1,anthocyanin absent,anthocyanin absent,7.48,2.33,44.0,2.24
AX 139 /53,,BEKAD1,slight anthocyanin,moderate anthocyanin,6.69,2.26,40.0,2.44
B 1 /2-24 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,7.08,2.26,40.0,1.67
B 1 /2-8 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,7.38,2.22,47.0,2.63
B 11 /3 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,8.52,2.51,47.0,2.62
B 12 /1 [POU],,BEKAD1,moderate anthocyanin,slight anthocyanin,7.28,2.54,30.0,2.15
B 13 /1 [POU],,BEKAD1,intense anthocyanin,moderate anthocyanin,8.32,2.72,42.0,2.43
B 13 /3 [POU],,BEKAD1,moderate anthocyanin,moderate anthocyanin,7.74,2.61,36.0,2.08
B 13 /5 [POU],,BEKAD1,moderate anthocyanin,moderate anthocyanin,8.41,2.72,47.0,2.64
B 13 /6 [POU],,BEKAD1,anthocyanin absent,anthocyanin absent,7.95,2.54,41.0,1.88
B 13 /7 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,7.81,2.68,43.0,2.51
B 14 /11 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,8.69,2.35,39.0,2.75
B 14 /13 [POU],,BEKAD1,anthocyanin absent,anthocyanin absent,8.22,2.52,42.0,2.43
B 14 /14 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,8.31,2.57,53.0,2.58
B 14 /8 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,8.16,2.83,38.0,3.1
B 14 /9 [POU],,BEKAD1,moderate anthocyanin,intense anthocyanin,9.04,3.14,35.0,3.24
B 17 /1 [POU],,BEKAD1,moderate anthocyanin,intense anthocyanin,7.38,2.64,47.0,2.67
B 17 /10 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,7.75,2.23,66.0,2.12
B 17 /15 [POU],,BEKAD1,slight anthocyanin,anthocyanin absent,7.48,2.6,42.0,2.34
B 17 /17 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,8.41,2.48,43.0,2.89
B 17 /20 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,7.7,2.49,39.0,2.45
B 17 /24 [POU],,BEKAD1,moderate anthocyanin,slight anthocyanin,7.72,2.52,38.0,2.64
B 17 /33 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,7.21,1.99,40.0,2.68
B 17 /4 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,7.09,2.25,38.0,2.48
B 17 /5 [POU],,BEKAD1,anthocyanin absent,moderate anthocyanin,8.0,2.66,35.0,2.81
B 18 /1 [POU],,BEKAD1,moderate anthocyanin,intense anthocyanin,7.19,2.02,42.0,2.4
B 18 /4 [POU],,BEKAD1,slight anthocyanin,anthocyanin absent,7.89,2.61,42.0,2.16
B 18 /5 [POU],,BEKAD1,moderate anthocyanin,intense anthocyanin,7.72,2.98,46.0,2.25
B 18 /8 [POU],,BEKAD1,intense anthocyanin,slight anthocyanin,7.56,2.66,62.0,2.36
B 18 /9 [POU],,BEKAD1,slight anthocyanin,anthocyanin absent,8.15,2.52,52.0,2.67
B 2 /8 [POU],,BEKAD1,moderate anthocyanin,intense anthocyanin,7.66,2.53,40.0,2.77
B 20 /1 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,7.24,2.29,42.0,2.64
B 20 /2 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,7.2,2.36,33.0,3.1
B 21 /6 [POU],,BEKAD1,moderate anthocyanin,intense anthocyanin,8.69,2.74,44.0,2.82
B 21 /7 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,7.69,1.99,44.0,2.52
B 22 /15 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,7.52,2.58,44.0,2.21
B 22 /16 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,7.37,2.05,45.0,2.17
B 22 /17 [POU],,BEKAD1,anthocyanin absent,moderate anthocyanin,7.99,2.3,45.0,2.36
B 22 /3 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,8.27,2.22,42.0,2.29
B 22 /8 [POU],,BEKAD1,moderate anthocyanin,moderate anthocyanin,8.3,2.3,47.0,2.51
B 23 /1 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,8.78,2.36,44.0,2.48
B 23 /2 [POU],,BEKAD1,anthocyanin absent,slight anthocyanin,8.61,2.45,33.0,2.19
B 23 /4 [POU],,BEKAD1,moderate anthocyanin,slight anthocyanin,9.14,2.4,43.0,2.87
B 23 /6 [POU],,BEKAD1,intense anthocyanin,moderate anthocyanin,7.08,2.52,42.0,2.1
B 23 /9 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,8.02,2.01,42.0,2.59
B 4 /8 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,7.78,2.2,37.0,2.45
B 5 /10 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,8.2,2.05,42.0,1.96
B 5 /11 [POU],,BEKAD1,anthocyanin absent,moderate anthocyanin,8.49,2.15,43.0,2.51
B 5 /2 [POU],,BEKAD1,anthocyanin absent,intense anthocyanin,10.16,2.38,48.0,2.74
B 5 /3 [POU],,BEKAD1,anthocyanin absent,moderate anthocyanin,7.62,2.04,36.0,2.27
B 5 /5 [POU],,BEKAD1,anthocyanin absent,intense anthocyanin,8.28,2.28,43.0,2.63
B 5 /7 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,8.73,2.96,35.0,2.66
B 6 /2 [POU],,BEKAD1,slight anthocyanin,slight anthocyanin,7.48,2.27,41.0,1.94
B 6 /29 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,8.7,2.23,42.0,2.4
B 6 /3 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,9.19,2.67,45.0,2.48
B 6 /5 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,7.4,2.02,38.0,2.22
B 6 /8 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,8.81,2.38,42.0,2.65
B 7 /1 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,8.07,2.63,42.0,3.07
B 7 /14 [POU],,BEKAD1,intense anthocyanin,intense anthocyanin,8.4,2.54,39.0,2.6
B 7 /15 [POU],,BEKAD1,intense anthocyanin,intense anthocyanin,8.44,2.55,47.0,2.64
B 7 /16 [POU],,BEKAD1,moderate anthocyanin,intense anthocyanin,7.52,2.63,41.0,2.35
B 7 /18 [POU],,BEKAD1,slight anthocyanin,intense anthocyanin,7.79,2.54,43.0,2.69
B 7 /21 [POU],,BEKAD1,slight anthocyanin,moderate anthocyanin,8.0,2.62,43.0,2.41
B 7 /3 [POU],,BEKAD1,anthocyanin absent,intense anthocyanin,7.47,2.5,48.0,2.44
