Clone name,Colour,Shape,Number,Total wet weight,Cotyledon dry weight,Cotyledon length,Cotyledon width
AC T 1 /1 [TTO],purple,oblong,37.0,66.4,1.15,23.6,13.0
AC T 3 /2 [TTO],dark purple,oblong,42.0,39.7,0.62,18.8,10.1
AC T 6 /1 [TTO],dark purple,elliptical,40.0,57.6,0.98,21.1,14.0
AC T 7 /2 [TTO],purple,oblong,41.0,61.4,0.96,20.2,12.0
AC T 8 /1 [TTO],light purple,elliptical,32.0,42.4,0.83,20.7,11.8
AC T 8 /2 [TTO],dark purple,elliptical,41.0,51.1,0.89,22.1,11.4
AGU 2 [CHA],dark purple,elliptical,43.0,46.8,0.7,18.8,11.0
AGU 3339 [CHA],dark purple,oblong,28.0,56.2,1.34,22.2,13.1
AGU 3339 /12 [CHA],purple,elliptical,30.0,56.8,1.29,23.2,13.5
AGU 3339 /8 [CHA],purple,elliptical,33.0,77.1,1.61,24.6,14.4
ALMEIDA,purple,elliptical,40.0,53.5,0.85,21.5,11.4
AM 1 /1 [POU],purple,oblong,39.0,72.9,1.09,22.9,12.8
AM 1 /107 [POU],dark purple,elliptical,34.0,70.5,1.35,24.1,13.1
AM 1 /12 [POU],dark purple,elliptical,38.0,68.6,1.16,21.9,13.4
AM 1 /13 [POU],dark purple,elliptical,24.0,46.8,1.2,23.3,13.0
AM 1 /19 [POU],purple,elliptical,39.0,65.3,1.03,23.3,13.5
AM 1 /28 [POU],light purple,ovate,28.0,42.8,0.79,20.4,13.9
AM 1 /3 [POU],purple,elliptical,39.0,57.9,0.99,20.8,11.9
AM 1 /33 [POU],purple,oblong,35.0,36.2,0.94,20.1,11.6
AM 1 /37 [POU],light purple,ovate,35.0,46.3,0.87,21.3,11.4
AM 1 /38 [POU],dark purple,oblong,43.0,85.8,1.35,23.5,12.5
AM 1 /39 [POU],dark purple,elliptical,36.0,64.6,1.13,23.4,12.7
AM 1 /4 [POU],dark purple,elliptical,34.0,52.4,1.07,22.3,12.8
AM 1 /42 [POU],dark purple,elliptical,36.0,63.5,1.26,23.3,13.7
AM 1 /48 [POU],dark purple,elliptical,34.0,55.4,1.15,21.1,14.3
AM 1 /49 [POU],purple,elliptical,38.0,66.4,1.2,23.5,12.5
AM 1 /5 [POU],dark purple,elliptical,33.0,63.8,1.3,22.2,13.7
AM 1 /53 [POU],purple,elliptical,33.0,47.6,0.89,19.9,11.9
AM 1 /54 [POU],purple,ovate,31.0,66.3,1.32,23.7,13.1
AM 1 /55 [POU],dark purple,elliptical,42.0,70.2,1.13,22.7,14.2
AM 1 /56 [POU],dark purple,oblong,38.0,58.8,1.13,22.1,12.5
AM 1 /57 [POU],dark purple,ovate,53.0,67.5,0.9,23.3,12.5
AM 1 /60 [POU],dark purple,elliptical,37.0,59.6,1.07,21.6,13.1
AM 1 /63 [POU],dark purple,oblong,35.0,71.9,1.26,23.2,13.1
AM 1 /67 [POU],dark purple,elliptical,36.0,75.4,1.37,25.9,12.9
AM 1 /68 [POU],purple,elliptical,35.0,57.3,1.02,21.6,12.9
AM 1 /7 [POU],purple,elliptical,34.0,48.5,0.9,19.1,12.2
AM 1 /70 [POU],purple,oblong,45.0,74.3,1.08,24.0,13.3
AM 1 /72 [POU],dark purple,elliptical,39.0,71.0,1.14,22.7,12.7
AM 1 /73 [POU],dark purple,elliptical,37.0,51.4,0.87,20.5,10.8
AM 1 /75 [POU],purple,elliptical,37.0,53.3,1.05,20.8,12.6
AM 1 /85 [POU],dark purple,elliptical,39.0,88.2,1.54,25.3,14.5
AM 1 /87 [POU],dark purple,elliptical,39.0,67.1,1.12,20.6,12.2
AM 1 /88 [POU],purple,elliptical,33.0,49.6,0.92,21.4,11.9
AM 1 /96 [POU],dark purple,elliptical,32.0,45.6,1.02,21.5,12.5
AM 1 /97 [POU],purple,elliptical,39.0,67.8,1.21,21.6,12.7
AM 2 /1 [POU],purple,ovate,28.0,48.0,1.05,21.7,12.6
AM 2 /12 [POU],purple,elliptical,28.0,50.7,1.19,23.5,12.7
AM 2 /13 [POU],purple,ovate,33.0,57.3,1.23,21.6,12.8
AM 2 /14 [POU],purple,elliptical,36.0,55.6,0.98,21.0,12.7
AM 2 /17 [POU],dark purple,ovate,26.0,45.7,1.14,23.0,13.4
AM 2 /18 [POU],dark purple,elliptical,36.0,58.6,1.06,20.1,13.2
AM 2 /19 [POU],purple,elliptical,38.0,63.9,1.14,21.3,13.3
AM 2 /21 [POU],purple,oblong,40.0,68.5,1.08,22.1,11.7
AM 2 /28 [POU],purple,elliptical,33.0,51.6,1.1,21.8,13.1
AM 2 /31 [POU],dark purple,elliptical,46.0,64.7,0.96,22.2,12.1
AM 2 /32 [POU],dark purple,elliptical,33.0,56.0,1.13,23.1,12.5
AM 2 /38 [POU],purple,ovate,36.0,58.3,1.07,22.1,12.9
AM 2 /39 [POU],dark purple,elliptical,38.0,76.4,1.4,22.8,13.9
AM 2 /4 [POU],purple,ovate,37.0,54.4,1.0,21.2,12.8
AM 2 /41 [POU],dark purple,oblong,30.0,47.2,1.02,23.9,12.4
AM 2 /43 [POU],purple,elliptical,37.0,82.6,1.43,24.1,13.7
AM 2 /45 [POU],purple,ovate,41.0,82.9,1.31,24.9,14.3
AM 2 /46 [POU],dark purple,elliptical,40.0,61.2,1.06,24.2,12.7
AM 2 /53 [POU],purple,ovate,36.0,60.3,1.17,20.5,11.2
AM 2 /6 [POU],purple,elliptical,36.0,54.4,0.89,20.5,12.6
AM 2 /60 [POU],dark purple,elliptical,40.0,61.1,1.02,21.2,13.4
AM 2 /61 [POU],purple,elliptical,36.0,53.7,0.93,21.6,12.3
AM 2 /62 [POU],dark purple,elliptical,26.0,36.9,0.93,21.5,12.3
AM 2 /64 [POU],dark purple,elliptical,35.0,62.3,1.17,22.0,12.6
AM 2 /65 [POU],light purple,elliptical,26.0,40.4,0.94,20.9,11.7
AM 2 /68 [POU],dark purple,elliptical,35.0,53.8,1.04,21.9,14.0
AM 2 /70 [POU],light purple,elliptical,22.0,40.8,1.08,19.0,13.2
AM 2 /82 [POU],purple,elliptical,45.0,81.6,1.14,23.2,13.5
AM 2 /83 [POU],purple,ovate,31.0,42.0,1.05,20.3,12.0
AM 2 /87 [POU],dark purple,ovate,32.0,49.7,1.13,21.0,13.2
AM 2 /88 [POU],purple,ovate,32.0,56.1,1.07,24.4,13.2
AM 2 /9 [POU],purple,elliptical,39.0,68.2,1.0,22.0,12.9
AM 2 /91 [POU],purple,ovate,40.0,76.5,1.45,25.0,13.9
AM 2 /92 [POU],purple,elliptical,42.0,58.5,0.95,22.9,12.6
AM 2 /94 [POU],dark purple,oblong,43.0,63.7,1.13,23.8,11.8
AM 2 /96 [POU],light purple,oblong,28.0,43.6,0.99,19.3,11.3
AMAZ 10 /1,dark purple,elliptical,43.0,56.6,0.86,23.2,12.7
AMAZ 12,purple,elliptical,36.0,54.2,1.13,23.8,12.3
AMAZ 12 /4,dark purple,ovate,43.0,56.3,0.83,21.1,11.8
AMAZ 1 /5,purple,elliptical,41.0,65.0,1.14,23.6,12.7
AMAZ 15 /15,dark purple,ovate,42.0,63.1,1.08,23.2,12.9
AMAZ 16 /4,purple,elliptical,36.0,46.6,0.98,22.2,11.2
AMAZ 3 /2,purple,elliptical,36.0,47.6,0.98,22.1,12.0
AMAZ 5 /2,dark purple,ovate,43.0,58.6,0.99,22.7,12.2
AMAZ 6,purple,oblong,34.0,59.6,1.32,25.8,13.6
AMAZ 6 /3,dark purple,ovate,38.0,49.2,0.88,21.0,11.6
AMELONADO [VAR],dark purple,elliptical,43.0,52.3,0.87,21.3,11.7
AMELONADO [VAR],purple,oblong,39.1,58.3,1.36,26.3,14.3
AMELONADO 2 /0-17 [MAY],dark purple,elliptical,39.0,58.3,0.99,23.0,12.4
AMELONADO 3 /4-06 [MAY],dark purple,elliptical,42.0,62.7,0.99,22.6,11.8
AS 7 [ECU],dark purple,oblong,38.0,64.1,1.08,20.8,13.2
AX 122 /79,dark purple,oblong,48.0,79.3,1.09,20.6,12.2
AX 139 /53,dark purple,elliptical,54.0,91.8,1.16,26.1,13.4
B 97C /B-3 [BLZ],dark purple,elliptical,38.0,37.8,0.72,20.8,11.2
B 1 /2-24 [POU],dark purple,oblong,31.0,44.5,0.9,22.2,11.4
B 1 /2-8 [POU],dark purple,oblong,33.0,40.1,0.85,18.9,11.2
B 11 /3 [POU],dark purple,ovate,37.0,54.2,1.13,23.5,14.4
B 12 /1 [POU],purple,elliptical,32.0,39.5,0.83,21.3,11.8
B 13 /1 [POU],purple,elliptical,41.0,59.7,0.86,21.5,11.6
B 13 /3 [POU],dark purple,elliptical,39.0,42.5,0.74,20.1,11.0
B 13 /5 [POU],dark purple,elliptical,44.0,54.4,0.91,19.9,11.0
B 13 /6 [POU],dark purple,oblong,39.0,62.0,1.08,21.2,11.7
B 13 /7 [POU],purple,elliptical,41.0,55.7,0.88,19.9,10.3
B 14 /11 [POU],purple,ovate,35.0,47.0,1.0,21.7,11.0
B 14 /13 [POU],purple,elliptical,40.0,48.3,0.73,20.1,11.7
B 14 /14 [POU],dark purple,ovate,36.0,60.5,1.16,24.1,12.7
B 14 /8 [POU],dark purple,elliptical,40.0,48.9,0.86,21.4,11.0
B 14 /9 [POU],purple,ovate,37.0,45.0,0.85,20.9,11.7
B 17 /1 [POU],dark purple,elliptical,35.0,50.5,0.96,21.2,12.0
B 17 /10 [POU],purple,ovate,51.0,58.8,0.85,22.4,11.6
B 17 /15 [POU],purple,elliptical,34.0,58.9,0.99,20.8,12.2
B 17 /17 [POU],light purple,ovate,39.0,66.7,1.14,23.7,12.1
B 17 /20 [POU],dark purple,elliptical,34.0,84.9,1.71,26.3,14.8
B 17 /24 [POU],dark purple,elliptical,30.0,42.9,0.95,20.2,13.1
B 17 /33 [POU],dark purple,elliptical,25.0,44.2,1.17,21.4,13.4
B 17 /4 [POU],dark purple,elliptical,33.0,58.7,1.18,21.5,14.4
B 17 /5 [POU],dark purple,elliptical,28.0,49.5,1.22,20.0,13.7
B 18 /1 [POU],dark purple,oblong,34.0,48.7,0.91,21.4,11.4
B 18 /4 [POU],purple,ovate,37.0,62.4,1.04,23.8,12.9
B 18 /5 [POU],dark purple,elliptical,43.0,45.8,0.77,21.2,11.9
B 18 /8 [POU],dark purple,ovate,38.0,43.2,0.82,20.2,12.0
B 18 /9 [POU],purple,ovate,41.0,50.3,0.86,21.8,10.7
B 2 /8 [POU],dark purple,elliptical,37.0,40.5,0.74,18.5,11.3
B 20 /1 [POU],purple,elliptical,38.0,41.8,0.68,18.9,9.9
B 20 /2 [POU],dark purple,oblong,38.0,61.9,1.0,22.6,11.5
B 21 /6 [POU],dark purple,elliptical,34.0,37.4,0.8,19.4,11.8
B 21 /7 [POU],dark purple,oblong,45.0,74.7,1.04,23.0,12.3
B 22 /15 [POU],dark purple,ovate,33.0,39.7,0.79,19.5,10.9
B 22 /16 [POU],dark purple,ovate,41.0,36.5,0.63,18.7,11.2
B 22 /17 [POU],dark purple,ovate,35.0,46.4,0.87,19.4,11.5
B 22 /3 [POU],dark purple,elliptical,40.0,62.1,0.98,21.7,12.5
B 22 /8 [POU],dark purple,elliptical,35.0,45.4,0.87,19.3,12.6
B 23 /1 [POU],purple,elliptical,34.0,43.2,0.89,21.6,12.1
B 23 /2 [POU],purple,elliptical,35.0,41.2,0.82,21.2,12.3
B 23 /4 [POU],purple,elliptical,35.0,46.2,0.89,20.7,11.2
B 23 /6 [POU],dark purple,oblong,40.0,46.7,0.74,19.4,10.8
B 23 /9 [POU],dark purple,oblong,33.0,47.4,0.93,21.9,11.8
B 4 /8 [POU],purple,elliptical,39.0,50.1,0.86,20.8,11.7
B 5 /10 [POU],dark purple,oblong,40.0,55.8,0.89,19.6,8.8
B 5 /11 [POU],light purple,oblong,17.0,32.5,1.27,25.0,12.2
B 5 /2 [POU],dark purple,elliptical,34.0,51.1,1.04,20.9,12.4
B 5 /3 [POU],purple,elliptical,34.0,52.4,1.1,21.8,12.8
B 5 /5 [POU],purple,elliptical,34.0,47.3,0.92,21.2,12.2
B 5 /7 [POU],purple,elliptical,26.0,40.1,1.15,23.0,12.4
B 6 /2 [POU],light purple,elliptical,37.0,57.6,1.14,22.2,12.4
B 6 /29 [POU],dark purple,elliptical,44.0,75.5,1.18,21.5,13.1
B 6 /3 [POU],dark purple,oblong,19.0,33.2,1.11,22.9,12.5
B 6 /5 [POU],dark purple,oblong,35.0,47.6,0.93,22.4,11.9
B 6 /8 [POU],dark purple,elliptical,41.0,77.7,1.29,22.0,13.2
B 7 /1 [POU],dark purple,elliptical,42.0,70.5,1.09,21.1,12.2
B 7 /14 [POU],purple,ovate,43.0,67.9,0.99,20.8,10.9
B 7 /15 [POU],dark purple,oblong,43.0,66.0,0.99,22.0,11.9
B 7 /16 [POU],dark purple,oblong,45.0,80.1,1.03,21.5,12.0
B 7 /18 [POU],purple,elliptical,42.0,64.4,0.98,20.4,12.4
B 7 /21 [POU],light purple,oblong,38.0,44.7,0.78,19.7,9.4
B 7 /3 [POU],dark purple,elliptical,47.0,78.5,1.06,21.8,13.4
B 7 /4 [POU],purple,elliptical,41.0,67.2,0.98,21.3,10.5
B 8 /4 [POU],dark purple,elliptical,37.0,43.6,0.85,21.3,11.1
B 8 /5 [POU],purple,elliptical,38.0,49.3,0.78,19.8,11.7
B 8 /8 [POU],light purple,elliptical,31.0,44.5,0.83,21.8,12.3
B 8 /9 [POU],dark purple,ovate,33.0,51.5,0.97,22.5,11.8
B 9 /10-12 [POU],dark purple,elliptical,40.0,56.1,0.98,21.0,12.2
B 9 /10-18 [POU],purple,elliptical,36.0,47.5,0.79,19.6,12.0
B 9 /10-23 [POU],purple,elliptical,30.0,45.1,1.04,23.0,12.6
B 9 /10-25 [POU],purple,oblong,46.0,69.2,1.1,23.5,11.6
B 9 /10-28 [POU],purple,oblong,36.0,28.5,0.44,17.7,9.4
B 9 /10-30 [POU],dark purple,ovate,31.0,31.7,0.66,20.2,9.6
B 9 /10-32 [POU],purple,ovate,37.0,62.9,1.2,23.5,12.2
B 9 /10-33 [POU],dark purple,elliptical,29.0,45.5,1.14,18.6,11.3
B 9 /10-34 [POU],purple,elliptical,37.0,44.2,0.77,20.9,10.5
B 9 /10-35 [POU],light purple,elliptical,22.0,20.2,0.49,15.8,8.4
B 9 /10-43 [POU],dark purple,oblong,35.0,46.1,0.78,21.8,11.0
B 9 /10-46 [POU],dark purple,elliptical,43.0,56.2,0.9,20.0,11.8
B 9 /10-8 [POU],dark purple,elliptical,35.0,58.9,1.03,21.9,13.5
BE 10,dark purple,oblong,40.0,57.0,0.93,22.5,11.8
BE 2,dark purple,oblong,39.0,49.5,0.84,23.0,11.7
Belize 10 [BLZ],dark purple,elliptical,30.0,25.1,0.59,18.4,10.9
Belize 12 [BLZ],dark purple,elliptical,31.0,26.2,0.6,18.7,11.2
Belize 14 [BLZ],dark purple,elliptical,31.0,23.0,0.46,17.4,10.5
Belize 15 [BLZ],dark purple,elliptical,35.0,22.9,0.41,16.2,10.5
Belize 17 [BLZ],dark purple,elliptical,34.0,29.1,0.6,18.0,11.1
Belize 2 [BLZ],dark purple,elliptical,40.0,40.8,0.7,20.2,11.0
Belize 20 [BLZ],dark purple,elliptical,34.0,35.5,0.65,18.9,11.4
Belize 28 [BLZ],dark purple,elliptical,45.0,60.1,0.99,22.4,12.7
Belize 29 [BLZ],dark purple,elliptical,45.0,79.0,1.17,23.6,13.3
Belize 3 [BLZ],dark purple,elliptical,39.0,54.5,0.95,21.8,12.8
B 97 61 /B-7 [BLZ],purple,elliptical,44.0,65.0,0.97,23.1,11.9
B 97 AC 2/1 [BLZ],dark purple,ovate,41.0,48.0,0.77,21.9,11.1
B 97Ex 1 /(a)-1 [BLZ],dark purple,elliptical,46.0,55.6,0.91,22.3,12.0
B 97 Ex 4 /B-5 [BLZ],purple,oblong,44.0,69.5,1.05,24.7,10.6
BH,dark purple,elliptical,46.0,51.6,0.8,20.9,10.5
BOB 8 [CHA],dark purple,oblong,32.0,55.7,1.24,23.3,13.0
C 15 /61 [TRI],dark purple,elliptical,36.0,34.1,0.66,19.7,10.8
C 40 [TRI],dark purple,elliptical,48.0,53.8,0.77,20.1,11.5
C 96 [TRI],purple,elliptical,35.0,47.3,0.85,20.4,12.3
C 97 [TRI],dark purple,elliptical,45.0,67.8,1.03,22.5,12.7
C 99 [TRI],dark purple,elliptical,41.0,70.6,1.23,24.4,12.8
CAS 1,dark purple,oblong,22.0,35.5,1.03,22.4,11.4
CATONGO,white,elliptical,36.0,43.3,0.78,22.0,11.0
CBO 177 [VEN],grey,elliptical,34.0,54.8,1.05,23.5,13.7
CC 10,dark purple,oblong,39.0,94.5,1.75,26.1,15.2
CC 17,purple,ovate,36.0,67.4,1.22,23.9,12.3
CC 38,dark purple,elliptical,44.0,60.8,0.87,22.7,12.4
CC 39,dark purple,elliptical,35.0,58.1,1.14,22.4,12.2
CC 40,dark purple,oblong,42.0,59.5,0.86,22.1,12.4
CC 41,dark purple,ovate,43.0,62.0,0.83,21.7,12.6
CC 49,dark purple,elliptical,39.0,51.3,0.91,21.6,12.6
CC 57,dark purple,elliptical,34.0,53.7,1.13,22.8,13.6
CC 71,purple,oblong,34.0,52.3,0.91,21.7,11.7
CC 9,dark purple,ovate,41.0,71.2,1.22,25.2,13.3
CERRO AZUL 10,dark purple,elliptical,38.0,59.3,1.01,22.7,13.4
CL 10 /10,purple,ovate,29.0,29.0,0.74,20.6,11.4
CL 10 /11,dark purple,oblong,31.0,49.1,1.1,22.2,12.8
CL 10 /12,purple,ovate,33.0,50.3,0.96,22.0,13.1
CL 10 /14,purple,ovate,34.0,53.2,0.99,21.7,13.0
CL 10 /15,dark purple,ovate,37.0,53.2,0.93,21.5,11.6
CL 10 /21,dark purple,elliptical,50.0,56.4,0.72,19.6,10.4
CL 10 /23,dark purple,elliptical,29.0,53.1,1.18,22.9,13.3
CL 10 /25,purple,elliptical,28.0,42.7,0.99,22.3,14.1
CL 10 /26,dark purple,elliptical,36.0,64.9,1.11,22.4,13.2
CL 10 /27,dark purple,oblong,37.0,59.6,1.09,22.9,12.5
CL 10 /29,dark purple,elliptical,39.0,67.2,1.24,22.9,14.9
CL 10 /3,dark purple,ovate,35.0,63.0,1.17,22.8,13.2
CL 10 /32,dark purple,elliptical,29.0,45.1,0.88,21.7,12.3
CL 10 /33,dark purple,ovate,39.0,44.6,0.78,21.1,12.4
CL 10 /4,dark purple,elliptical,39.0,75.0,1.41,24.5,14.1
CL 10 /5,purple,elliptical,39.0,73.0,1.33,23.7,12.3
CL 10 /6,purple,ovate,36.0,54.0,0.94,20.9,13.3
CL 10 /7,dark purple,ovate,31.0,51.3,1.01,22.8,13.5
CL 13 /12,dark purple,elliptical,18.0,33.3,1.24,22.7,13.7
CL 13 /13,dark purple,elliptical,39.0,78.4,1.36,25.1,15.2
CL 13 /17,purple,oblong,38.0,56.0,0.92,19.9,11.7
CL 13 /19-4,purple,elliptical,29.0,52.4,1.3,23.9,15.0
CL 13 /2,purple,elliptical,32.0,33.9,0.69,19.0,12.0
CL 13 /21,purple,ovate,24.0,39.3,1.09,23.3,13.1
CL 13 /27,light purple,ovate,35.0,31.4,0.55,18.1,12.6
CL 13 /35,dark purple,elliptical,34.0,63.3,1.25,24.1,14.1
CL 13 /36,dark purple,elliptical,29.0,54.5,1.12,21.8,14.2
CL 13 /4,purple,elliptical,42.0,56.7,0.89,21.0,10.6
CL 13 /41,dark purple,elliptical,27.0,59.7,1.34,24.1,15.2
CL 13 /43,dark purple,oblong,37.0,54.1,1.03,20.4,11.7
CL 13 /65,dark purple,elliptical,33.0,61.4,1.2,23.7,13.7
CL 15 /195,dark purple,elliptical,28.0,47.3,1.15,23.1,14.6
CL 15 /197,purple,elliptical,39.0,56.3,1.1,21.6,12.2
CL 19 /10,dark purple,elliptical,34.0,40.8,0.84,19.3,9.5
CL 19 /11,dark purple,elliptical,29.0,56.9,1.36,25.0,13.7
CL 19 /12,dark purple,oblong,40.0,52.6,0.94,21.4,12.0
CL 19 /17,purple,elliptical,28.0,55.0,1.25,24.9,13.5
CL 19 /2,purple,ovate,29.0,49.7,1.19,22.2,13.8
CL 19 /21,dark purple,oblong,40.0,65.3,1.03,21.8,11.9
CL 19 /22,dark purple,oblong,39.0,50.4,0.74,21.5,10.7
CL 19 /27,purple,elliptical,28.0,56.3,1.27,21.1,13.7
CL 19 /31,light purple,elliptical,26.0,35.4,0.65,19.1,10.6
CL 19 /33,purple,elliptical,37.0,64.8,1.05,22.2,13.2
CL 19 /34,purple,oblong,23.0,33.8,1.07,21.8,13.0
CL 19 /35,dark purple,ovate,47.0,86.3,1.27,23.2,13.1
CL 19 /37,dark purple,elliptical,44.0,45.6,0.75,21.1,9.9
CL 19 /39,purple,elliptical,38.0,48.9,0.8,19.3,11.4
CL 19 /41,purple,oblong,40.0,54.6,0.92,22.1,11.4
CL 19 /42,purple,elliptical,27.0,52.6,1.24,24.2,13.4
CL 19 /44,purple,ovate,34.0,54.0,1.03,22.1,12.2
CL 19 /47,purple,elliptical,26.0,31.2,0.84,19.7,11.9
CL 19 /49,dark purple,ovate,42.0,47.8,0.8,18.1,10.0
CL 19 /51,dark purple,elliptical,32.0,44.7,0.92,22.6,11.6
CL 19 /9,purple,ovate,37.0,66.2,1.06,20.9,13.6
CL 27 /105,dark purple,elliptical,35.0,51.3,1.13,22.4,13.6
CL 27 /109,dark purple,oblong,44.0,55.0,0.88,21.9,11.2
CL 27 /111,dark purple,ovate,39.0,59.1,0.97,22.3,14.2
CL 27 /116,dark purple,elliptical,31.0,54.6,1.15,22.0,13.4
CL 27 /14,light purple,elliptical,38.0,52.8,0.7,18.1,12.1
CL 27 /21,dark purple,elliptical,38.0,57.2,1.04,21.1,12.9
CL 27 /27,dark purple,ovate,37.0,54.4,0.87,20.4,12.3
CL 27 /34,purple,elliptical,31.0,43.0,0.98,20.1,12.9
CL 27 /39,dark purple,elliptical,41.0,60.0,1.03,22.0,13.6
CL 27 /43,dark purple,elliptical,37.0,59.7,1.04,21.3,13.8
CL 27 /46,dark purple,elliptical,40.0,56.3,1.05,20.3,12.9
CL 27 /49,purple,elliptical,35.0,63.3,1.26,22.3,13.7
CL 27 /50,purple,ovate,38.0,71.4,1.41,24.4,12.8
CL 27 /53,dark purple,elliptical,35.0,59.8,1.17,21.6,12.3
CL 27 /58,purple,elliptical,35.0,56.3,0.98,20.9,13.4
CL 27 /61,dark purple,oblong,42.0,67.2,0.99,23.3,11.7
CL 27 /7,purple,elliptical,34.0,67.7,1.22,23.0,14.7
CL 27 /71,purple,elliptical,38.0,48.3,0.68,16.4,11.2
CL 27 /72,purple,elliptical,38.0,60.5,1.1,20.0,12.7
CL 27 /74,purple,elliptical,34.0,40.8,0.86,21.1,13.6
CL 27 /76,purple,ovate,42.0,55.7,0.95,19.9,13.3
CL 27 /79,dark purple,elliptical,44.0,73.1,1.09,21.0,13.1
CL 27 /96,purple,elliptical,17.0,27.0,0.98,20.4,12.9
CL 78 /2,dark purple,oblong,40.0,70.5,1.16,22.9,12.3
CL 78 /3,purple,oblong,38.0,81.6,1.27,23.5,13.6
CL 78 /7,dark purple,elliptical,36.0,53.1,0.97,22.0,13.8
CL 9 /11,dark purple,elliptical,31.0,63.4,1.37,24.9,15.3
CL 9 /12,dark purple,elliptical,32.0,71.9,1.44,24.5,15.3
CL 9 /13,purple,elliptical,37.0,53.5,1.07,21.6,13.6
CL 9 /16,mottled,ovate,31.0,42.5,0.98,20.5,13.5
CL 9 /19,mottled,elliptical,29.0,40.8,0.86,21.5,13.2
CL 9 /4,light purple,elliptical,25.0,41.3,0.94,21.5,13.1
CL 9 /51,light purple,elliptical,27.0,36.7,0.79,18.5,11.8
CL 9 /56,purple,elliptical,42.0,60.6,1.01,22.4,12.1
CL 9 /6,purple,ovate,30.0,39.8,0.97,19.8,12.4
CL 9 /7,purple,elliptical,35.0,43.6,0.9,20.8,12.3
CL 91 /5,dark purple,ovate,58.0,76.8,0.9,23.3,12.0
CL 91 /6,dark purple,oblong,37.0,54.9,0.96,21.1,12.5
CL 91 /7,purple,ovate,40.0,56.7,0.95,22.3,12.5
CLEM /S-62-1,dark purple,elliptical,42.0,62.9,1.15,22.2,12.0
CLM 100,dark purple,elliptical,37.0,58.4,1.07,20.4,12.7
CLM 101,dark purple,elliptical,38.0,78.4,1.41,26.1,15.0
CLM 107,dark purple,elliptical,38.0,83.0,1.35,25.0,14.0
CLM 11,purple,elliptical,32.0,48.7,0.9,19.7,12.0
CLM 111,dark purple,elliptical,36.0,52.2,0.98,21.3,12.7
CLM 114,dark purple,elliptical,44.0,85.6,1.2,22.7,12.8
CLM 116,purple,elliptical,35.0,43.3,0.83,19.0,11.1
CLM 122,dark purple,elliptical,39.0,78.0,1.32,24.4,14.9
CLM 19,dark purple,elliptical,30.0,38.2,0.86,19.4,11.7
CLM 3,dark purple,oblong,35.0,37.6,0.74,21.7,10.1
CLM 35,dark purple,elliptical,34.0,46.0,0.81,20.3,11.9
CLM 41,dark purple,elliptical,35.0,62.4,1.06,20.5,13.1
CLM 43,purple,ovate,42.0,71.0,1.1,22.6,12.2
CLM 49,dark purple,ovate,46.0,52.6,0.8,20.9,11.0
CLM 56,dark purple,elliptical,26.0,44.5,1.14,21.2,13.9
CLM 59,dark purple,elliptical,40.0,93.7,1.5,24.6,14.6
CLM 6,dark purple,elliptical,42.0,64.6,1.0,21.3,13.0
CLM 60,purple,elliptical,37.0,60.7,1.07,21.8,13.3
CLM 64,purple,elliptical,41.0,61.5,0.97,20.9,12.6
CLM 70,dark purple,elliptical,40.0,65.5,1.07,21.6,13.4
CLM 78,dark purple,elliptical,38.0,54.0,0.88,22.2,12.0
CLM 83,dark purple,ovate,30.0,56.1,1.34,22.8,14.9
CLM 86,dark purple,elliptical,39.0,66.0,1.03,22.3,13.2
CLM 88,dark purple,elliptical,40.0,68.1,1.07,24.3,13.8
CLM 90,purple,elliptical,45.0,57.0,0.77,19.9,10.7
CLM 91,purple,ovate,34.0,38.3,0.7,19.4,11.6
CLM 96,dark purple,ovate,33.0,39.6,0.85,20.2,12.5
CLM 97,dark purple,elliptical,40.0,65.4,1.16,21.6,12.8
CLM 99,purple,elliptical,36.0,48.8,0.87,22.4,11.7
COCA 3310 /3 [CHA],dark purple,elliptical,46.0,75.6,1.03,22.5,12.2
COCA 3343 /2 [CHA],purple,ovate,47.0,45.7,0.67,19.0,9.3
COCA 3343 /7 [CHA],dark purple,elliptical,43.0,54.9,0.81,20.8,10.6
COCA 3348 /44 [CHA],purple,elliptical,50.0,72.9,0.9,22.3,11.6
COCA 3348 /52 [CHA],dark purple,elliptical,48.0,60.7,0.86,21.0,11.0
COCA 3370 /5 [CHA],purple,oblong,37.0,57.7,1.05,22.4,10.7
CRIOLLO 54 [CRI],dark purple,elliptical,36.0,74.5,1.38,23.2,13.9
CRU C6 /23,dark purple,ovate,34.0,62.0,1.25,26.4,13.3
CRU 100,dark purple,elliptical,41.0,46.5,0.74,19.3,11.7
CRU 101,purple,ovate,43.0,36.8,0.48,17.8,10.1
CRU 102,dark purple,oblong,44.0,64.7,0.95,21.5,12.1
CRU 103,dark purple,elliptical,41.0,45.6,0.8,19.3,11.5
CRU 104,purple,elliptical,39.0,88.5,1.46,25.1,14.7
CRU 105,purple,elliptical,39.0,92.8,1.5,25.7,14.8
CRU 106,dark purple,elliptical,37.0,84.5,1.32,25.4,14.2
CRU 107,purple,oblong,41.0,60.7,0.97,24.2,11.3
CRU 11,dark purple,elliptical,48.0,69.7,1.04,23.3,12.2
CRU 111,dark purple,elliptical,35.0,83.4,1.64,25.0,15.4
CRU 112,dark purple,elliptical,38.0,92.3,1.49,24.5,14.7
