Clone name,Shape,Basal constriction,Apex form,Rugosity,Furrow desc,Length,Breadth,Colour,Hardness,Info
SJ 1 /40 [POU],elliptical,strong,indented,intense,paired and slight separation,178.0,86.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SJ 1 /41 [POU],elliptical,strong,acute,moderate,paired and intermediate separation,167.0,79.0,anthocyanin absent,-,-
SJ 1 /5 [POU],obovate,moderate,indented,moderate,paired and intermediate separation,159.0,87.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
SJ 1 /9 [POU],oblong,moderate,acute,intense,paired and slight separation,192.0,86.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SJ 2 /10 [POU],obovate,moderate,indented,slight,paired and intermediate separation,155.0,93.0,intense anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
SJ 2 /11 [POU],orbicular,absent,indented,moderate,paired and intermediate separation,106.0,73.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
SJ 2 /12 [POU],elliptical,slight,indented,moderate,paired and wide separation,129.0,84.0,intense anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
SJ 2 /13 [POU],obovate,moderate,indented,slight,paired and intermediate separation,148.0,81.0,moderate anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
SJ 2 /15 [POU],elliptical,moderate,indented,intense,paired and intermediate separation,181.0,88.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SJ 2 /16 [POU],elliptical,moderate,obtuse,slight,paired and intermediate separation,193.0,95.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SJ 2 /17 [POU],orbicular,slight,rounded,smooth,paired and wide separation,134.0,82.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SJ 2 /19 [POU],orbicular,slight,indented,slight,paired and wide separation,120.0,84.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
SJ 2 /2 [POU],elliptical,strong,acute,intense,paired and wide separation,146.0,70.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
SJ 2 /20 [POU],elliptical,moderate,acute,slight,paired and intermediate separation,178.0,85.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SJ 2 /22 [POU],obovate,moderate,obtuse,moderate,paired and intermediate separation,171.0,92.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SJ 2 /24 [POU],elliptical,slight,indented,slight,paired and wide separation,125.0,78.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SJ 2 /25 [POU],elliptical,strong,acute,moderate,paired and wide separation,146.0,68.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
SJ 2 /26 [POU],elliptical,strong,obtuse,slight,paired and intermediate separation,137.0,85.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SJ 2 /28 [POU],elliptical,moderate,obtuse,slight,paired and intermediate separation,109.0,74.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
SJ 2 /30 [POU],elliptical,moderate,acute,slight,paired and intermediate separation,131.0,75.0,anthocyanin absent,-,-
SJ 2 /6 [POU],elliptical,slight,acute,moderate,paired and wide separation,193.0,95.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SJ 2 /7 [POU],obovate,moderate,obtuse,moderate,paired and intermediate separation,146.0,78.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SLA 10,obovate,strong,obtuse,moderate,paired and intermediate separation,171.0,80.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SLA 13,elliptical,moderate,indented,slight,paired and intermediate separation,153.0,83.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
SLA 16,obovate,strong,obtuse,slight,paired and wide separation,164.0,73.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SLA 20,elliptical,strong,acute,slight,paired and intermediate separation,134.0,71.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SLA 3,elliptical,strong,obtuse,slight,paired and slight separation,170.0,79.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SLA 30,obovate,moderate,indented,slight,paired and wide separation,159.0,87.0,slight anthocyanin,soft,Hardness <= 1.6 Mpa
SLA 44,obovate,moderate,obtuse,moderate,paired and intermediate separation,152.0,81.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SLA 45,elliptical,slight,indented,moderate,paired and intermediate separation,132.0,66.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SLA 48,elliptical,strong,obtuse,intense,paired and intermediate separation,169.0,77.0,anthocyanin absent,-,-
SLA 51,elliptical,moderate,acute,slight,paired and intermediate separation,146.0,82.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SLA 54,elliptical,slight,indented,slight,paired and intermediate separation,163.0,90.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SLA 57,elliptical,moderate,indented,moderate,paired and intermediate separation,120.0,74.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SLA 64,elliptical,moderate,indented,moderate,paired and intermediate separation,173.0,85.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SLA 66,elliptical,strong,indented,moderate,paired and wide separation,183.0,84.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
SLA 68,elliptical,moderate,indented,moderate,paired and wide separation,170.0,82.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
SLA 74,orbicular,slight,indented,slight,paired and intermediate separation,138.0,89.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
SLA 77,obovate,slight,indented,moderate,paired and wide separation,147.0,89.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
SLA 8,obovate,moderate,obtuse,intense,paired and wide separation,152.0,80.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SLA 85,obovate,slight,indented,moderate,paired and wide separation,136.0,83.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
SLA 90,elliptical,slight,acute,slight,paired and intermediate separation,162.0,83.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
SLA 93,elliptical,strong,acute,slight,paired and wide separation,133.0,70.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SLA 95,elliptical,moderate,obtuse,slight,paired and wide separation,156.0,78.0,anthocyanin absent,-,-
SLA 97,elliptical,slight,rounded,slight,paired and wide separation,123.0,78.0,anthocyanin absent,-,-
SLC 1,elliptical,strong,obtuse,slight,paired and intermediate separation,158.0,83.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SLC 11,elliptical,strong,acute,smooth,paired and intermediate separation,124.0,71.0,anthocyanin absent,-,-
SLC 12,elliptical,moderate,indented,slight,paired and wide separation,173.0,85.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
SLC 18,obovate,slight,obtuse,moderate,paired and intermediate separation,152.0,78.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SLC 19,elliptical,moderate,mammillate,moderate,paired and intermediate separation,139.0,78.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SLC 24,obovate,moderate,indented,slight,paired and intermediate separation,162.0,90.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SLC 25,elliptical,slight,obtuse,slight,paired and intermediate separation,144.0,81.0,anthocyanin absent,-,-
SLC 3,elliptical,slight,acute,slight,paired and wide separation,159.0,95.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SLC 4,elliptical,moderate,obtuse,moderate,paired and intermediate separation,154.0,87.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SLC 7,obovate,slight,indented,moderate,paired and slight separation,134.0,78.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
SLC 8,elliptical,strong,obtuse,slight,paired and wide separation,134.0,71.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SM 18 [POU],elliptical,wideshoulder,obtuse,slight,paired and intermediate separation,180.0,84.0,slight anthocyanin,-,-
SM 2 [POU],elliptical,strong,obtuse,slight,paired and intermediate separation,168.0,80.0,anthocyanin absent,-,-
SM 5 [POU],elliptical,slight,acute,slight,paired and intermediate separation,176.0,89.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SM 6 [POU],elliptical,slight,obtuse,slight,paired and intermediate separation,167.0,90.0,slight anthocyanin,-,-
SM 9 [POU],elliptical,strong,obtuse,moderate,paired and intermediate separation,235.0,104.0,intense anthocyanin,hard,Hardness > 2.0 Mpa
SNK 12,elliptical,moderate,attenuate,moderate,paired and intermediate separation,174.0,88.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
SP 1 [VEN],elliptical,strong,attenuate,moderate,paired and intermediate separation,182.0,87.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPA 10 [COL],obovate,slight,indented,moderate,paired and intermediate separation,145.0,79.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPA 11 [COL],elliptical,slight,indented,moderate,paired and intermediate separation,157.0,84.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SPA 12 [COL],elliptical,slight,obtuse,slight,paired and wide separation,179.0,86.0,anthocyanin absent,-,-
SPA 16 [COL],elliptical,slight,obtuse,slight,paired and wide separation,146.0,79.0,anthocyanin absent,-,-
SPA 18 [COL],elliptical,moderate,indented,moderate,paired and wide separation,166.0,77.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SPA 20 [COL],elliptical,slight,obtuse,moderate,paired and intermediate separation,162.0,86.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SPA 4 [COL],elliptical,moderate,acute,moderate,paired and wide separation,144.0,68.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SPA 5 [COL],elliptical,strong,attenuate,slight,paired and wide separation,140.0,73.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
SPA 7 [COL],elliptical,slight,obtuse,slight,paired and intermediate separation,159.0,80.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPA 8 [COL],elliptical,moderate,acute,moderate,paired and wide separation,157.0,73.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPA 9 [COL],elliptical,slight,acute,moderate,paired and intermediate separation,143.0,75.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 137 /6,elliptical,moderate,indented,moderate,paired and intermediate separation,167.0,73.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 138 /10,elliptical,slight,acute,slight,paired and intermediate separation,172.0,81.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 138 /11,obovate,moderate,obtuse,slight,equidistant and intermediate separation,162.0,82.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 138 /13,elliptical,moderate,attenuate,moderate,paired and intermediate separation,176.0,75.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 138 /15,obovate,slight,acute,moderate,paired and slight separation,165.0,82.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 138 /16,elliptical,moderate,acute,slight,paired and slight separation,165.0,84.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 138 /17,obovate,slight,acute,moderate,paired and slight separation,166.0,77.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 138 /21,elliptical,moderate,indented,moderate,paired and intermediate separation,152.0,72.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 138 /3,oblong,moderate,indented,intense,paired and intermediate separation,157.0,74.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SPEC 138 /8,elliptical,moderate,acute,moderate,paired and slight separation,145.0,70.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 160 /9,obovate,slight,acute,slight,paired and intermediate separation,164.0,88.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SPEC 161 /7,elliptical,moderate,acute,slight,paired and intermediate separation,139.0,78.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 18 /5,elliptical,moderate,acute,moderate,paired and intermediate separation,149.0,73.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 18 /6,obovate,slight,obtuse,slight,paired and intermediate separation,140.0,79.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 184 /15,elliptical,slight,acute,moderate,paired and intermediate separation,180.0,77.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 184 /2,obovate,slight,acute,slight,paired and intermediate separation,153.0,77.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 185 /4,elliptical,slight,obtuse,moderate,paired and slight separation,143.0,78.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 189 /14,elliptical,slight,obtuse,slight,paired and intermediate separation,138.0,83.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 189 /8,elliptical,slight,indented,slight,paired and wide separation,135.0,78.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
SPEC 194 /103,elliptical,slight,acute,slight,paired and wide separation,182.0,84.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SPEC 194 /107,elliptical,moderate,obtuse,slight,paired and wide separation,149.0,76.0,anthocyanin absent,-,-
SPEC 194 /109,obovate,slight,acute,slight,paired and intermediate separation,160.0,82.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 194 /15,elliptical,moderate,acute,slight,paired and intermediate separation,160.0,74.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
SPEC 194 /44,elliptical,slight,obtuse,moderate,paired and intermediate separation,141.0,74.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 194 /48,elliptical,moderate,acute,slight,paired and intermediate separation,174.0,91.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 194 /62,obovate,slight,acute,slight,paired and intermediate separation,151.0,85.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 194 /75,obovate,slight,obtuse,slight,paired and intermediate separation,139.0,71.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 41 /11,elliptical,slight,obtuse,slight,paired and wide separation,153.6,95.7,anthocyanin absent,-,-
SPEC 41 /6,elliptical,slight,indented,slight,paired and intermediate separation,157.0,100.0,anthocyanin absent,-,-
SPEC 41 /6-17,obovate,slight,indented,slight,paired and wide separation,146.0,85.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
SPEC 41 /6-18,obovate,slight,obtuse,slight,paired and intermediate separation,129.0,75.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
SPEC 41 /6-25,obovate,slight,obtuse,slight,paired and wide separation,133.0,81.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 41 /6-29,elliptical,moderate,indented,slight,paired and wide separation,106.0,65.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 41 /6-37,elliptical,slight,obtuse,slight,paired and intermediate separation,152.0,92.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SPEC 54 /1,elliptical,strong,acute,slight,paired and wide separation,144.0,77.0,anthocyanin absent,-,-
SPEC 54 /2,elliptical,strong,attenuate,slight,paired and wide separation,172.0,84.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
STAHEL,obovate,slight,attenuate,slight,paired and wide separation,142.0,77.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
TAP 10 [CHA],oblong,moderate,mammillate,intense,paired and intermediate separation,161.0,85.0,anthocyanin absent,-,-
TAP 12 [CHA],elliptical,slight,obtuse,slight,paired and intermediate separation,126.0,74.0,anthocyanin absent,-,-
TAP 7 [CHA],elliptical,strong,attenuate,intense,paired and slight separation,187.0,79.0,anthocyanin absent,-,-
TRD 1,orbicular,slight,indented,smooth,paired and wide separation,122.0,84.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
TRD 109,obovate,absent,indented,slight,paired and wide separation,142.0,92.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
TRD 110,elliptical,moderate,acute,slight,paired and wide separation,172.0,86.0,intense anthocyanin,-,-
TRD 111,elliptical,slight,indented,moderate,paired and wide separation,140.0,82.0,moderate anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
TRD 112,obovate,slight,acute,slight,paired and wide separation,143.0,81.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
TRD 113,elliptical,moderate,acute,slight,paired and intermediate separation,174.0,84.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
TRD 115,elliptical,slight,acute,slight,paired and wide separation,170.0,81.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
TRD 116,elliptical,strong,acute,intense,paired and intermediate separation,198.0,82.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
TRD 117,elliptical,slight,acute,slight,paired and wide separation,193.0,90.0,slight anthocyanin,-,-
TRD 118,elliptical,moderate,acute,moderate,paired and intermediate separation,162.0,79.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
TRD 119,elliptical,strong,acute,slight,paired and intermediate separation,148.0,80.0,anthocyanin absent,-,-
TRD 13,oblong,slight,obtuse,slight,paired and intermediate separation,156.0,81.0,anthocyanin absent,-,-
TRD 15,oblong,strong,obtuse,intense,paired and intermediate separation,184.0,81.0,anthocyanin absent,-,-
TRD 16,oblong,slight,rounded,slight,paired and wide separation,161.0,90.0,anthocyanin absent,-,-
TRD 18,elliptical,moderate,acute,slight,paired and intermediate separation,182.0,88.0,intense anthocyanin,-,-
TRD 19,elliptical,moderate,obtuse,intense,paired and intermediate separation,144.0,78.0,moderate anthocyanin,-,-
TRD 2,obovate,moderate,mammillate,intense,paired and wide separation,164.0,80.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
TRD 23,elliptical,moderate,rounded,slight,paired and intermediate separation,162.0,91.0,slight anthocyanin,-,-
TRD 24,elliptical,slight,obtuse,moderate,paired and intermediate separation,152.0,83.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
TRD 28,oblong,strong,acute,intense,paired and slight separation,195.0,79.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
TRD 29,elliptical,strong,acute,moderate,paired and slight separation,182.0,73.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
TRD 3,obovate,absent,acute,slight,paired and wide separation,141.0,84.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
TRD 30,obovate,moderate,obtuse,moderate,paired and intermediate separation,141.0,82.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
TRD 32,elliptical,moderate,indented,moderate,paired and intermediate separation,161.0,80.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
TRD 33,elliptical,moderate,attenuate,slight,paired and wide separation,156.0,73.0,slight anthocyanin,-,-
TRD 34,orbicular,absent,rounded,smooth,paired and wide separation,140.0,101.0,anthocyanin absent,-,-
TRD 35,elliptical,strong,acute,moderate,paired and slight separation,195.0,85.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
TRD 37,elliptical,slight,obtuse,slight,paired and intermediate separation,129.0,73.0,moderate anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
