Clone name,Colour
SIAL 339,anthocyanin absent
SIAL 44,intense anthocyanin
SIAL 93,moderate anthocyanin
SIC 5,intense anthocyanin
SILECIA 8 [ECU],moderate anthocyanin
SJ 1 /1 [POU],anthocyanin absent
SJ 1 /10 [POU],slight anthocyanin
SJ 1 /11 [POU],slight anthocyanin
SJ 1 /15 [POU],moderate anthocyanin
SJ 1 /18 [POU],intense anthocyanin
SJ 1 /19 [POU],moderate anthocyanin
SJ 1 /20 [POU],moderate anthocyanin
SJ 1 /26 [POU],moderate anthocyanin
SJ 1 /27 [POU],intense anthocyanin
SJ 1 /28 [POU],slight anthocyanin
SJ 1 /29 [POU],moderate anthocyanin
SJ 1 /3 [POU],slight anthocyanin
SJ 1 /33 [POU],slight anthocyanin
SJ 1 /34 [POU],slight anthocyanin
SJ 1 /36 [POU],anthocyanin absent
SJ 1 /37 [POU],intense anthocyanin
SJ 1 /39 [POU],moderate anthocyanin
SJ 1 /4 [POU],moderate anthocyanin
SJ 1 /40 [POU],moderate anthocyanin
SJ 1 /41 [POU],moderate anthocyanin
SJ 1 /5 [POU],slight anthocyanin
SJ 1 /9 [POU],slight anthocyanin
SJ 2 /10 [POU],moderate anthocyanin
SJ 2 /11 [POU],moderate anthocyanin
SJ 2 /12 [POU],moderate anthocyanin
SJ 2 /13 [POU],moderate anthocyanin
SJ 2 /15 [POU],intense anthocyanin
SJ 2 /16 [POU],intense anthocyanin
SJ 2 /17 [POU],moderate anthocyanin
SJ 2 /19 [POU],moderate anthocyanin
SJ 2 /2 [POU],slight anthocyanin
SJ 2 /20 [POU],moderate anthocyanin
SJ 2 /22 [POU],slight anthocyanin
SJ 2 /24 [POU],intense anthocyanin
SJ 2 /25 [POU],slight anthocyanin
SJ 2 /26 [POU],slight anthocyanin
SJ 2 /28 [POU],slight anthocyanin
SJ 2 /30 [POU],moderate anthocyanin
SJ 2 /6 [POU],intense anthocyanin
SJ 2 /7 [POU],moderate anthocyanin
SLA 10,intense anthocyanin
SLA 123,anthocyanin absent
SLA 13,moderate anthocyanin
SLA 16,slight anthocyanin
SLA 20,slight anthocyanin
SLA 23,slight anthocyanin
SLA 27,moderate anthocyanin
SLA 3,moderate anthocyanin
SLA 30,moderate anthocyanin
SLA 44,moderate anthocyanin
SLA 45,moderate anthocyanin
SLA 48,moderate anthocyanin
SLA 51,slight anthocyanin
SLA 53,moderate anthocyanin
SLA 54,slight anthocyanin
SLA 57,intense anthocyanin
SLA 64,slight anthocyanin
SLA 66,slight anthocyanin
SLA 68,moderate anthocyanin
SLA 74,intense anthocyanin
SLA 77,slight anthocyanin
SLA 8,slight anthocyanin
SLA 85,intense anthocyanin
SLA 90,moderate anthocyanin
SLA 93,slight anthocyanin
SLA 95,moderate anthocyanin
SLA 97,moderate anthocyanin
SLC 11,moderate anthocyanin
SLC 12,moderate anthocyanin
SLC 18,moderate anthocyanin
SLC 19,slight anthocyanin
SLC 24,slight anthocyanin
SLC 28,moderate anthocyanin
SLC 3,moderate anthocyanin
SLC 4,intense anthocyanin
SLC 7,moderate anthocyanin
SLC 8,moderate anthocyanin
SM 1 [POU],moderate anthocyanin
SM 12 [POU],intense anthocyanin
SM 18 [POU],intense anthocyanin
SM 2 [POU],intense anthocyanin
SM 4 [POU],moderate anthocyanin
SM 5 [POU],intense anthocyanin
SM 6 [POU],intense anthocyanin
SM 7 [POU],moderate anthocyanin
SM 9 [POU],moderate anthocyanin
SNK 12,anthocyanin absent
SP 1 [VEN],moderate anthocyanin
SPA 10 [COL],slight anthocyanin
SPA 11 [COL],slight anthocyanin
SPA 12 [COL],intense anthocyanin
SPA 16 [COL],moderate anthocyanin
SPA 18 [COL],slight anthocyanin
SPA 20 [COL],slight anthocyanin
SPA 3 [COL],anthocyanin absent
SPA 4 [COL],slight anthocyanin
SPA 5 [COL],slight anthocyanin
SPA 7 [COL],anthocyanin absent
SPA 8 [COL],anthocyanin absent
SPA 9 [COL],slight anthocyanin
SPEC 1 /37,intense anthocyanin
SPEC 137 /6,slight anthocyanin
SPEC 138 /10,anthocyanin absent
SPEC 138 /11,anthocyanin absent
SPEC 138 /13,anthocyanin absent
SPEC 138 /15,intense anthocyanin
SPEC 138 /16,anthocyanin absent
SPEC 138 /17,anthocyanin absent
SPEC 138 /21,anthocyanin absent
SPEC 138 /3,intense anthocyanin
SPEC 138 /8,slight anthocyanin
SPEC 160 /1,moderate anthocyanin
SPEC 160 /9,anthocyanin absent
SPEC 161 /7,intense anthocyanin
SPEC 18 /5,intense anthocyanin
SPEC 18 /6,slight anthocyanin
SPEC 184 /15,intense anthocyanin
SPEC 184 /2,anthocyanin absent
SPEC 185 /4,moderate anthocyanin
SPEC 189 /14,intense anthocyanin
SPEC 189 /8,intense anthocyanin
SPEC 194 /103,anthocyanin absent
SPEC 194 /107,moderate anthocyanin
SPEC 194 /109,slight anthocyanin
SPEC 194 /15,slight anthocyanin
SPEC 194 /16,anthocyanin absent
SPEC 194 /44,anthocyanin absent
SPEC 194 /48,slight anthocyanin
SPEC 194 /62,slight anthocyanin
SPEC 194 /75,anthocyanin absent
SPEC 194 /83,intense anthocyanin
SPEC 41 /11,slight anthocyanin
SPEC 41 /6,intense anthocyanin
SPEC 41 /6-17,intense anthocyanin
SPEC 41 /6-18,intense anthocyanin
SPEC 41 /6-25,slight anthocyanin
SPEC 41 /6-29,intense anthocyanin
SPEC 41 /6-37,moderate anthocyanin
SPEC 41 /9,anthocyanin absent
SPEC 54 /1,intense anthocyanin
SPEC 54 /2,moderate anthocyanin
STAHEL,moderate anthocyanin
TAP 10 [CHA],moderate anthocyanin
TAP 12 [CHA],intense anthocyanin
TAP 7 [CHA],moderate anthocyanin
TARS 14,slight anthocyanin
TARS 31,slight anthocyanin
THX 2 /143,moderate anthocyanin
THY 1 /105,moderate anthocyanin
TRD 1,moderate anthocyanin
TRD 108,moderate anthocyanin
TRD 109,intense anthocyanin
TRD 110,intense anthocyanin
TRD 111,intense anthocyanin
TRD 112,moderate anthocyanin
TRD 113,moderate anthocyanin
TRD 114,intense anthocyanin
TRD 115,intense anthocyanin
TRD 116,moderate anthocyanin
TRD 117,intense anthocyanin
TRD 118,slight anthocyanin
TRD 119,intense anthocyanin
TRD 13,slight anthocyanin
TRD 15,slight anthocyanin
TRD 16,moderate anthocyanin
TRD 18,slight anthocyanin
TRD 19,slight anthocyanin
TRD 2,intense anthocyanin
TRD 23,slight anthocyanin
TRD 24,intense anthocyanin
TRD 27,intense anthocyanin
TRD 28,moderate anthocyanin
TRD 29,slight anthocyanin
TRD 3,intense anthocyanin
TRD 30,moderate anthocyanin
TRD 32,moderate anthocyanin
TRD 33,slight anthocyanin
TRD 35,moderate anthocyanin
TRD 37,intense anthocyanin
TRD 38,moderate anthocyanin
TRD 39,intense anthocyanin
TRD 41,moderate anthocyanin
TRD 42,intense anthocyanin
TRD 43,intense anthocyanin
TRD 44,slight anthocyanin
TRD 45,intense anthocyanin
TRD 46,moderate anthocyanin
TRD 47,intense anthocyanin
TRD 48,intense anthocyanin
TRD 49,moderate anthocyanin
TRD 5,moderate anthocyanin
TRD 50,moderate anthocyanin
TRD 52,moderate anthocyanin
TRD 53,moderate anthocyanin
TRD 58,slight anthocyanin
TRD 6,moderate anthocyanin
TRD 60,moderate anthocyanin
TRD 65,slight anthocyanin
TRD 66,moderate anthocyanin
TRD 7,moderate anthocyanin
TRD 71,moderate anthocyanin
TRD 75,moderate anthocyanin
TRD 77,intense anthocyanin
TRD 78,slight anthocyanin
TRD 8,intense anthocyanin
TRD 81,intense anthocyanin
TRD 85,moderate anthocyanin
TRD 86,anthocyanin absent
TRD 88,slight anthocyanin
TRD 9,intense anthocyanin
TRD 90,moderate anthocyanin
TRD 92,intense anthocyanin
TRD 93,intense anthocyanin
TRD 94,slight anthocyanin
TRD 95,anthocyanin absent
TRD 99,slight anthocyanin
TSA 654,slight anthocyanin
TSA 656,moderate anthocyanin
UF 11,moderate anthocyanin
UF 12,slight anthocyanin
UF 122,moderate anthocyanin
UF 168,intense anthocyanin
UF 191,anthocyanin absent
UF 221,slight anthocyanin
UF 29,slight anthocyanin
UF 38,moderate anthocyanin
UF 4,slight anthocyanin
UF 602,intense anthocyanin
UF 613,moderate anthocyanin
UF 654,intense anthocyanin
UF 667,anthocyanin absent
UF 668,slight anthocyanin
UF 676,intense anthocyanin
UF 677,moderate anthocyanin
UF 700,moderate anthocyanin
UF 705,moderate anthocyanin
UF 709,slight anthocyanin
VB 547,moderate anthocyanin
VB 663,intense anthocyanin
VEN A 58 [ICT],intense anthocyanin
VEN B 47 [ICT],moderate anthocyanin
VEN B 66 [ICT],moderate anthocyanin
WA 40 [DR],moderate anthocyanin
YAL 1 /S2,moderate anthocyanin
YAL 5/T,moderate anthocyanin
YAL 6 /S3,intense anthocyanin
YAL 6 /S4,intense anthocyanin
