Clone name,Ligule colour,Stamen colour,Sepal width,Sepal length,Ligule width,Ovule number,Style length
POUND 7 /B,slight anthocyanin,intense anthocyanin,-,7.09,2.46,53,2.08
POUND 7 /C,slight anthocyanin,intense anthocyanin,-,6.83,2.77,56,2.25
POUND 8 /C,slight anthocyanin,intense anthocyanin,-,5.99,2.46,46,2.07
POUND 9 /B,anthocyanin absent,slight anthocyanin,-,7.85,2.24,49,2.43
RB 29 [BRA],moderate anthocyanin,moderate anthocyanin,-,7.07,2.61,42,1.76
RB 33 /3 [BRA],intense anthocyanin,slight anthocyanin,-,6.86,2.43,47,1.61
RB 39 [BRA],intense anthocyanin,intense anthocyanin,-,6.78,2.09,46,1.89
RB 46 [BRA],intense anthocyanin,slight anthocyanin,-,5.99,1.91,43,1.71
RB 49 [BRA],intense anthocyanin,moderate anthocyanin,-,7.74,2.57,48,1.86
REDAMEL 1 /27,slight anthocyanin,anthocyanin absent,-,7.48,2.89,39,1.63
REDAMEL 1 /30,slight anthocyanin,slight anthocyanin,-,7.19,2.64,43,2.15
REDAMEL 1 /31,slight anthocyanin,slight anthocyanin,-,7.13,2.85,47,1.93
RIM 101 [MEX],anthocyanin absent,anthocyanin absent,-,7.54,2.63,37,2.2
RIM 106 [MEX],anthocyanin absent,anthocyanin absent,-,8.13,2.59,41,2.22
RIM 113 [MEX],slight anthocyanin,slight anthocyanin,-,7.85,2.69,42,2.23
RIM 117 [MEX],slight anthocyanin,anthocyanin absent,-,7.73,2.4,42,1.96
RIM 12 [MEX],anthocyanin absent,anthocyanin absent,-,7.2,2.6,35,2.14
RIM 13 [MEX],anthocyanin absent,anthocyanin absent,-,7.46,2.52,36,2.16
RIM 19 [MEX],anthocyanin absent,slight anthocyanin,-,8.52,2.66,42,2.16
RIM 2 [MEX],slight anthocyanin,anthocyanin absent,-,8.49,2.6,44,2.09
RIM 23 [MEX],anthocyanin absent,anthocyanin absent,-,7.72,2.36,37,1.97
RIM 24 [MEX],slight anthocyanin,anthocyanin absent,-,8.16,2.44,43,2.06
RIM 39 [MEX],anthocyanin absent,anthocyanin absent,-,8.54,2.49,40,2.32
RIM 41 [MEX],anthocyanin absent,anthocyanin absent,-,7.66,2.51,38,2.14
RIM 52 [MEX],anthocyanin absent,anthocyanin absent,-,7.46,2.46,38,1.96
RIM 6 [MEX],anthocyanin absent,anthocyanin absent,-,8.57,2.43,42,2.18
RIM 71 [MEX],slight anthocyanin,anthocyanin absent,-,8.46,2.59,44,2.23
RIM 75 [MEX],anthocyanin absent,anthocyanin absent,-,8.21,2.62,38,2.18
RIM 76 [MEX],anthocyanin absent,anthocyanin absent,-,7.85,2.68,42,2.13
RIM 8 [MEX],anthocyanin absent,anthocyanin absent,-,8.01,2.63,39,2.2
RIM 9 [MEX],anthocyanin absent,anthocyanin absent,-,8.18,2.54,37,2.28
SAN JUAN WSC,slight anthocyanin,anthocyanin absent,-,7.42,2.29,53,2.28
SAN MIGUEL 3161 /2 [CHA],anthocyanin absent,anthocyanin absent,-,9.04,2.18,35,2.5
SAN MIGUEL 3360 /2 [CHA],anthocyanin absent,slight anthocyanin,-,7.55,2.14,48,2.02
SAN MIGUEL 3360 /3 [CHA],slight anthocyanin,moderate anthocyanin,-,7.56,1.82,46,2.06
SC 1 [COL],slight anthocyanin,anthocyanin absent,-,9.32,2.79,37,2.32
SC 10 [COL],moderate anthocyanin,moderate anthocyanin,-,7.56,2.16,42,2.01
SC 11 [COL],slight anthocyanin,anthocyanin absent,-,8.85,2.4,41,2.26
SC 12 [COL],anthocyanin absent,anthocyanin absent,-,8.73,2.52,37,2.24
SC 13 [COL],slight anthocyanin,anthocyanin absent,-,7.85,2.14,41,2.37
SC 17 [COL],slight anthocyanin,anthocyanin absent,-,8.53,2.84,36,2.03
SC 19 [COL],anthocyanin absent,anthocyanin absent,-,8.31,2.56,37,2.27
SC 2 [COL],slight anthocyanin,anthocyanin absent,-,9.13,2.72,46,2.48
SC 20 [COL],slight anthocyanin,anthocyanin absent,-,8.45,2.87,41,2.41
SC 3 [COL],anthocyanin absent,anthocyanin absent,-,8.08,2.47,38,1.97
SC 4 [COL],slight anthocyanin,anthocyanin absent,-,8.16,2.52,39,1.93
SC 5 [COL],slight anthocyanin,anthocyanin absent,-,8.71,2.78,43,2.4
SC 6 [COL],slight anthocyanin,anthocyanin absent,-,7.91,2.51,42,2.08
SC 8 [COL],slight anthocyanin,slight anthocyanin,-,8.38,2.44,43,2.48
SCA 10,slight anthocyanin,slight anthocyanin,-,7.05,2.18,38,1.98
SCA 11,anthocyanin absent,anthocyanin absent,-,7.41,2.47,43,1.82
SCA 12,anthocyanin absent,anthocyanin absent,-,7.72,2.7,43,2.41
SCA 16,slight anthocyanin,intense anthocyanin,-,7.04,2.31,42,2.41
SCA 19,slight anthocyanin,slight anthocyanin,-,5.25,1.74,47,1.52
SCA 20,slight anthocyanin,moderate anthocyanin,-,6.33,2.2,47,2.27
SCA 23,slight anthocyanin,slight anthocyanin,-,6.95,2.23,45,2.48
SCA 24,slight anthocyanin,slight anthocyanin,-,8.0,3.12,60,2.22
SCA 3,moderate anthocyanin,slight anthocyanin,-,7.98,2.47,36,2.7
SCA 5,anthocyanin absent,slight anthocyanin,-,7.31,2.68,43,2.41
SCA 6,anthocyanin absent,anthocyanin absent,-,7.9,2.27,42,2.03
SCA 7,anthocyanin absent,slight anthocyanin,-,7.28,2.24,35,2.82
SCA 9,slight anthocyanin,moderate anthocyanin,-,6.81,2.14,57,2.27
SD 1 /6,intense anthocyanin,moderate anthocyanin,-,6.64,1.66,54,1.78
SI 10 /1,slight anthocyanin,anthocyanin absent,-,7.1,2.6,45,2.57
SI 12 /4,slight anthocyanin,slight anthocyanin,-,6.97,2.4,46,2.44
SI 17 /1,slight anthocyanin,intense anthocyanin,-,7.96,2.14,54,2.42
SI 22 /3,moderate anthocyanin,moderate anthocyanin,-,7.05,2.21,50,2.51
SI 32 /1,anthocyanin absent,slight anthocyanin,-,6.47,2.34,55,2.24
SI 35 /3,moderate anthocyanin,moderate anthocyanin,-,7.23,2.22,51,2.73
SI 40 /6,anthocyanin absent,slight anthocyanin,-,8.06,2.82,41,2.51
SI 45 /2,slight anthocyanin,anthocyanin absent,-,6.83,2.75,45,2.09
SI 48 /3,slight anthocyanin,moderate anthocyanin,-,7.47,2.37,40,2.39
SI 66 /1,anthocyanin absent,anthocyanin absent,-,7.71,2.33,35,2.88
SIAL 330,slight anthocyanin,slight anthocyanin,-,7.66,2.21,40,2.3
SIAL 339,slight anthocyanin,slight anthocyanin,-,7.45,2.39,52,2.56
SIAL 44,slight anthocyanin,slight anthocyanin,-,6.94,1.93,43,2.16
SIC 5,slight anthocyanin,intense anthocyanin,-,7.4,2.56,48,2.6
SILECIA 8 [ECU],slight anthocyanin,slight anthocyanin,-,8.33,2.35,39,1.95
SJ 1 /1 [POU],slight anthocyanin,moderate anthocyanin,-,7.55,2.82,51,1.95
SJ 1 /11 [POU],slight anthocyanin,intense anthocyanin,-,8.93,2.4,41,2.63
SJ 1 /18 [POU],slight anthocyanin,anthocyanin absent,-,8.61,3.13,47,2.55
SJ 1 /19 [POU],slight anthocyanin,anthocyanin absent,-,7.85,2.4,36,2.08
SJ 1 /26 [POU],slight anthocyanin,intense anthocyanin,-,8.1,2.87,39,2.77
SJ 1 /27 [POU],moderate anthocyanin,slight anthocyanin,-,8.51,2.39,47,2.54
SJ 1 /28 [POU],slight anthocyanin,intense anthocyanin,-,7.75,2.39,45,2.63
SJ 1 /29 [POU],intense anthocyanin,slight anthocyanin,-,9.06,2.71,45,1.95
SJ 1 /3 [POU],anthocyanin absent,moderate anthocyanin,-,7.8,2.63,49,2.7
SJ 1 /33 [POU],slight anthocyanin,slight anthocyanin,-,7.64,2.58,50,2.62
SJ 1 /34 [POU],slight anthocyanin,intense anthocyanin,-,8.33,2.55,42,3.15
SJ 1 /37 [POU],anthocyanin absent,anthocyanin absent,-,8.72,2.52,44,2.95
SJ 1 /39 [POU],anthocyanin absent,intense anthocyanin,-,9.0,2.96,45,2.99
SJ 1 /4 [POU],slight anthocyanin,intense anthocyanin,-,7.6,2.13,35,2.61
SJ 1 /40 [POU],anthocyanin absent,slight anthocyanin,-,7.65,2.23,41,2.69
SJ 1 /41 [POU],slight anthocyanin,anthocyanin absent,-,6.7,2.09,38,1.76
SJ 1 /5 [POU],slight anthocyanin,moderate anthocyanin,-,7.46,2.34,48,2.96
SJ 1 /9 [POU],slight anthocyanin,intense anthocyanin,-,8.54,2.53,59,2.67
SJ 2 /10 [POU],moderate anthocyanin,anthocyanin absent,-,7.75,2.27,38,2.35
SJ 2 /11 [POU],slight anthocyanin,slight anthocyanin,-,6.59,2.12,40,1.79
SJ 2 /12 [POU],slight anthocyanin,anthocyanin absent,-,9.07,2.56,49,2.32
SJ 2 /13 [POU],anthocyanin absent,slight anthocyanin,-,7.97,2.4,38,2.39
SJ 2 /15 [POU],slight anthocyanin,intense anthocyanin,-,8.01,2.34,43,2.68
SJ 2 /16 [POU],intense anthocyanin,slight anthocyanin,-,10.36,2.68,41,2.32
SJ 2 /17 [POU],slight anthocyanin,slight anthocyanin,-,9.77,2.83,41,2.41
SJ 2 /19 [POU],moderate anthocyanin,slight anthocyanin,-,7.35,2.33,37,2.37
SJ 2 /2 [POU],slight anthocyanin,slight anthocyanin,-,8.81,2.72,43,2.72
SJ 2 /20 [POU],moderate anthocyanin,moderate anthocyanin,-,7.12,2.25,54,1.97
SJ 2 /22 [POU],slight anthocyanin,slight anthocyanin,-,7.88,2.43,38,2.51
SJ 2 /24 [POU],slight anthocyanin,slight anthocyanin,-,8.17,2.04,38,2.01
SJ 2 /25 [POU],slight anthocyanin,slight anthocyanin,-,8.35,2.13,39,2.53
SJ 2 /26 [POU],slight anthocyanin,moderate anthocyanin,-,8.5,2.49,50,2.38
SJ 2 /28 [POU],anthocyanin absent,slight anthocyanin,-,7.3,1.88,35,2.43
SJ 2 /30 [POU],intense anthocyanin,moderate anthocyanin,-,7.63,2.2,36,1.86
SJ 2 /6 [POU],intense anthocyanin,slight anthocyanin,-,8.56,2.25,41,2.2
SJ 2 /7 [POU],slight anthocyanin,intense anthocyanin,-,8.14,2.72,44,2.8
SLA 10,slight anthocyanin,intense anthocyanin,-,8.5,2.44,44,2.72
SLA 13,anthocyanin absent,intense anthocyanin,-,9.22,2.68,48,2.77
SLA 16,slight anthocyanin,slight anthocyanin,-,6.53,2.12,39,2.01
SLA 20,moderate anthocyanin,intense anthocyanin,-,8.95,2.35,39,2.62
SLA 3,slight anthocyanin,intense anthocyanin,-,8.95,2.67,43,3.1
SLA 30,slight anthocyanin,moderate anthocyanin,-,6.48,2.23,39,2.33
SLA 44,slight anthocyanin,slight anthocyanin,-,8.29,2.43,42,2.31
SLA 45,slight anthocyanin,intense anthocyanin,-,6.73,2.47,47,2.51
SLA 48,slight anthocyanin,moderate anthocyanin,-,6.66,2.37,43,2.1
SLA 51,moderate anthocyanin,slight anthocyanin,-,8.63,2.78,44,2.68
SLA 54,slight anthocyanin,intense anthocyanin,-,7.14,2.48,44,2.45
SLA 57,slight anthocyanin,intense anthocyanin,-,8.25,2.55,41,2.72
SLA 64,intense anthocyanin,moderate anthocyanin,-,6.49,2.08,46,1.47
SLA 66,anthocyanin absent,anthocyanin absent,-,7.33,2.45,38,2.21
SLA 68,slight anthocyanin,intense anthocyanin,-,7.86,2.64,53,2.84
SLA 74,intense anthocyanin,moderate anthocyanin,-,7.99,2.63,49,2.13
SLA 77,moderate anthocyanin,intense anthocyanin,-,7.68,2.59,39,2.54
SLA 8,anthocyanin absent,slight anthocyanin,-,7.35,2.06,37,2.2
SLA 85,slight anthocyanin,slight anthocyanin,-,8.31,2.76,48,2.41
SLA 90,moderate anthocyanin,moderate anthocyanin,-,7.15,2.46,42,1.93
SLA 93,anthocyanin absent,intense anthocyanin,-,8.12,2.64,37,2.6
SLA 95,moderate anthocyanin,moderate anthocyanin,-,7.18,2.42,43,2.34
SLA 97,slight anthocyanin,intense anthocyanin,-,8.55,2.2,40,2.78
SLC 1,slight anthocyanin,slight anthocyanin,-,8.46,2.63,50,2.61
SLC 11,anthocyanin absent,intense anthocyanin,-,8.39,2.08,36,2.44
SLC 12,slight anthocyanin,slight anthocyanin,-,7.97,2.32,42,2.61
SLC 18,slight anthocyanin,slight anthocyanin,-,8.13,2.21,42,2.1
SLC 19,slight anthocyanin,slight anthocyanin,-,7.86,3.08,42,2.67
SLC 24,slight anthocyanin,moderate anthocyanin,-,8.56,2.98,45,2.66
SLC 25,slight anthocyanin,intense anthocyanin,-,7.77,2.28,39,2.46
SLC 3,slight anthocyanin,slight anthocyanin,-,9.07,2.41,45,2.44
SLC 4,slight anthocyanin,moderate anthocyanin,-,8.5,2.63,45,2.32
SLC 7,slight anthocyanin,slight anthocyanin,-,7.86,2.35,45,2.46
SLC 8,slight anthocyanin,moderate anthocyanin,-,8.26,2.36,43,2.7
SM 18 [POU],slight anthocyanin,anthocyanin absent,-,6.48,2.28,42,2.36
SM 2 [POU],slight anthocyanin,moderate anthocyanin,-,6.34,2.13,38,2.17
SM 5 [POU],intense anthocyanin,slight anthocyanin,-,9.3,2.82,43,2.59
SM 6 [POU],anthocyanin absent,anthocyanin absent,-,7.57,2.18,43,2.46
SM 9 [POU],slight anthocyanin,slight anthocyanin,-,8.16,2.4,42,2.9
SNK 12,slight anthocyanin,anthocyanin absent,-,7.68,2.5,41,2.28
SP 1 [VEN],moderate anthocyanin,slight anthocyanin,-,6.78,2.37,51,1.99
SPA 10 [COL],moderate anthocyanin,slight anthocyanin,-,6.37,2.62,54,2.31
SPA 11 [COL],moderate anthocyanin,intense anthocyanin,-,6.93,2.0,48,1.78
SPA 12 [COL],moderate anthocyanin,moderate anthocyanin,-,8.22,2.82,51,2.52
SPA 16 [COL],moderate anthocyanin,intense anthocyanin,-,7.16,2.78,47,2.74
SPA 18 [COL],moderate anthocyanin,moderate anthocyanin,-,6.51,2.33,50,2.37
SPA 20 [COL],moderate anthocyanin,moderate anthocyanin,-,7.37,2.77,52,2.31
SPA 4 [COL],slight anthocyanin,slight anthocyanin,-,6.86,2.64,44,2.01
SPA 5 [COL],slight anthocyanin,anthocyanin absent,-,7.62,2.31,45,2.16
SPA 7 [COL],slight anthocyanin,slight anthocyanin,-,8.43,3.14,40,2.1
SPA 8 [COL],slight anthocyanin,slight anthocyanin,-,6.15,2.13,51,2.1
SPA 9 [COL],moderate anthocyanin,moderate anthocyanin,-,6.48,2.33,54,1.68
SPEC 137 /6,slight anthocyanin,slight anthocyanin,-,7.75,2.63,56,2.27
SPEC 138 /10,slight anthocyanin,slight anthocyanin,-,7.84,2.32,40,1.87
SPEC 138 /11,anthocyanin absent,slight anthocyanin,-,7.82,2.49,60,2.3
SPEC 138 /13,slight anthocyanin,slight anthocyanin,-,6.93,2.88,55,2.62
SPEC 138 /15,slight anthocyanin,slight anthocyanin,-,8.28,2.77,38,2.02
SPEC 138 /16,slight anthocyanin,anthocyanin absent,-,8.08,2.76,37,2.22
SPEC 138 /17,slight anthocyanin,slight anthocyanin,-,7.98,3.46,59,2.4
SPEC 138 /21,moderate anthocyanin,anthocyanin absent,-,7.61,2.56,48,2.4
SPEC 138 /3,moderate anthocyanin,slight anthocyanin,-,6.86,2.37,49,2.03
SPEC 138 /8,intense anthocyanin,slight anthocyanin,-,7.25,2.55,51,2.37
SPEC 160 /9,anthocyanin absent,slight anthocyanin,-,6.68,2.76,39,1.66
SPEC 161 /7,slight anthocyanin,slight anthocyanin,-,7.6,2.35,40,2.1
SPEC 18 /5,moderate anthocyanin,moderate anthocyanin,-,7.15,2.63,43,1.97
SPEC 18 /6,moderate anthocyanin,intense anthocyanin,-,6.69,2.22,44,1.97
SPEC 184 /15,intense anthocyanin,anthocyanin absent,-,8.94,2.33,40,2.6
SPEC 184 /2,slight anthocyanin,moderate anthocyanin,-,8.32,3.23,51,2.34
SPEC 185 /4,anthocyanin absent,anthocyanin absent,-,6.57,2.75,34,1.53
SPEC 189 /14,anthocyanin absent,anthocyanin absent,-,7.62,2.16,41,2.12
SPEC 189 /8,anthocyanin absent,anthocyanin absent,-,8.4,2.11,43,2.28
SPEC 194 /103,slight anthocyanin,slight anthocyanin,-,7.15,2.95,38,1.69
SPEC 194 /107,moderate anthocyanin,anthocyanin absent,-,7.38,1.96,48,2.15
SPEC 194 /109,anthocyanin absent,anthocyanin absent,-,7.38,3.1,38,2.03
SPEC 194 /15,moderate anthocyanin,anthocyanin absent,-,6.69,2.23,44,1.22
SPEC 194 /44,moderate anthocyanin,slight anthocyanin,-,6.62,2.72,43,2.1
SPEC 194 /48,slight anthocyanin,slight anthocyanin,-,7.61,2.78,45,2.14
SPEC 194 /62,anthocyanin absent,slight anthocyanin,-,7.7,2.63,36,1.92
SPEC 194 /75,slight anthocyanin,slight anthocyanin,-,7.15,2.38,47,2.03
SPEC 41 /6,intense anthocyanin,slight anthocyanin,-,7.69,2.05,47,2.13
SPEC 41 /6-17,intense anthocyanin,moderate anthocyanin,-,7.23,2.19,43,2.43
SPEC 41 /6-18,intense anthocyanin,intense anthocyanin,-,7.15,2.06,43,2.07
SPEC 41 /6-25,moderate anthocyanin,moderate anthocyanin,-,7.1,1.94,45,1.75
SPEC 41 /6-29,moderate anthocyanin,moderate anthocyanin,-,6.75,2.6,52,2.47
SPEC 41 /6-37,intense anthocyanin,moderate anthocyanin,-,7.0,2.07,46,1.81
SPEC 54 /1,moderate anthocyanin,slight anthocyanin,-,6.75,1.98,49,2.26
SPEC 54 /2,moderate anthocyanin,slight anthocyanin,-,6.35,1.84,49,2.58
STAHEL,slight anthocyanin,anthocyanin absent,-,7.59,2.63,33,2.16
TAP 10 [CHA],anthocyanin absent,slight anthocyanin,-,7.64,2.33,46,2.23
TAP 12 [CHA],moderate anthocyanin,moderate anthocyanin,-,8.65,2.51,43,2.54
TAP 7 [CHA],moderate anthocyanin,intense anthocyanin,-,6.51,2.2,46,2.36
TRD 1,moderate anthocyanin,intense anthocyanin,-,7.02,2.39,40,2.03
TRD 109,slight anthocyanin,slight anthocyanin,-,8.69,2.79,43,2.24
TRD 110,slight anthocyanin,slight anthocyanin,-,8.67,2.56,38,2.0
TRD 111,slight anthocyanin,slight anthocyanin,-,7.71,2.53,38,1.88
TRD 112,anthocyanin absent,anthocyanin absent,-,8.4,3.05,35,2.52
TRD 113,intense anthocyanin,moderate anthocyanin,-,8.08,2.85,61,2.33
TRD 115,moderate anthocyanin,anthocyanin absent,-,8.62,2.42,45,2.27
TRD 116,intense anthocyanin,moderate anthocyanin,-,7.35,2.57,49,2.35
TRD 117,slight anthocyanin,anthocyanin absent,-,7.85,2.25,56,2.35
TRD 118,moderate anthocyanin,slight anthocyanin,-,8.21,2.63,39,1.9
TRD 119,moderate anthocyanin,anthocyanin absent,-,8.89,2.67,41,2.24
TRD 13,slight anthocyanin,slight anthocyanin,-,7.01,2.55,47,2.14
TRD 15,slight anthocyanin,anthocyanin absent,-,6.92,2.55,37,2.16
TRD 16,anthocyanin absent,anthocyanin absent,-,7.1,2.06,45,2.12
TRD 18,anthocyanin absent,anthocyanin absent,-,7.92,2.46,40,2.5
TRD 19,anthocyanin absent,anthocyanin absent,-,7.36,2.2,41,1.93
TRD 2,slight anthocyanin,slight anthocyanin,-,8.7,2.28,45,1.89
TRD 23,slight anthocyanin,slight anthocyanin,-,7.84,2.28,40,2.05
TRD 24,anthocyanin absent,anthocyanin absent,-,8.24,2.64,39,2.33
TRD 28,slight anthocyanin,slight anthocyanin,-,6.56,2.51,44,2.6
TRD 29,slight anthocyanin,anthocyanin absent,-,6.6,2.17,41,2.08
TRD 3,moderate anthocyanin,slight anthocyanin,-,8.16,2.53,35,2.26
TRD 30,anthocyanin absent,anthocyanin absent,-,7.38,2.18,38,2.04
TRD 32,slight anthocyanin,intense anthocyanin,-,7.36,2.56,52,2.33
TRD 33,anthocyanin absent,anthocyanin absent,-,8.17,2.34,42,2.04
TRD 34,anthocyanin absent,slight anthocyanin,-,7.88,2.33,33,2.1
TRD 35,anthocyanin absent,anthocyanin absent,-,8.66,3.0,46,2.24
TRD 37,slight anthocyanin,slight anthocyanin,-,6.74,2.15,40,2.13
TRD 38,slight anthocyanin,slight anthocyanin,-,8.18,2.85,40,2.18
TRD 41,anthocyanin absent,anthocyanin absent,-,6.96,2.16,39,2.19
TRD 42,slight anthocyanin,anthocyanin absent,-,7.55,2.82,41,2.42
TRD 43,moderate anthocyanin,slight anthocyanin,-,7.22,2.44,34,2.23
TRD 44,slight anthocyanin,slight anthocyanin,-,7.45,2.01,46,2.54
TRD 45,anthocyanin absent,anthocyanin absent,-,7.53,2.31,36,2.18
TRD 46,slight anthocyanin,anthocyanin absent,-,7.83,2.43,41,2.25
TRD 47,slight anthocyanin,slight anthocyanin,-,7.65,2.33,36,2.36
TRD 48,slight anthocyanin,anthocyanin absent,-,8.32,2.79,38,1.88
TRD 49,moderate anthocyanin,anthocyanin absent,-,7.68,2.5,39,1.96
TRD 5,moderate anthocyanin,anthocyanin absent,-,7.13,2.04,38,2.14
TRD 50,slight anthocyanin,moderate anthocyanin,-,8.27,2.32,45,2.37
TRD 52,moderate anthocyanin,intense anthocyanin,-,8.73,2.33,39,2.15
TRD 58,slight anthocyanin,slight anthocyanin,-,7.75,2.02,41,2.15
TRD 6,anthocyanin absent,anthocyanin absent,-,7.31,2.1,45,2.28
TRD 60,moderate anthocyanin,slight anthocyanin,-,9.44,2.28,38,1.9
TRD 66,slight anthocyanin,slight anthocyanin,-,8.89,3.02,34,2.16
TRD 7,anthocyanin absent,slight anthocyanin,-,7.8,2.43,39,2.23
TRD 75,slight anthocyanin,anthocyanin absent,-,8.41,2.69,41,2.3
TRD 79,slight anthocyanin,anthocyanin absent,-,8.73,2.76,43,2.25
TRD 8,intense anthocyanin,moderate anthocyanin,-,8.33,1.98,38,2.06
TRD 81,slight anthocyanin,anthocyanin absent,-,7.24,2.71,43,2.46
TRD 85,moderate anthocyanin,slight anthocyanin,-,6.65,1.87,45,1.98
TRD 86,anthocyanin absent,slight anthocyanin,-,8.43,2.28,42,2.06
TRD 88,moderate anthocyanin,slight anthocyanin,-,7.97,2.69,53,2.32
TRD 9,anthocyanin absent,slight anthocyanin,-,8.75,2.57,42,2.42
TRD 90,slight anthocyanin,anthocyanin absent,-,8.27,2.51,38,1.98
TRD 93,slight anthocyanin,slight anthocyanin,-,7.63,2.34,45,2.4
TRD 94,slight anthocyanin,moderate anthocyanin,-,7.58,2.54,54,2.33
TRD 95,slight anthocyanin,anthocyanin absent,-,7.5,2.59,46,2.41
TRD 99,slight anthocyanin,slight anthocyanin,-,8.33,2.42,48,2.49
UF 11,slight anthocyanin,anthocyanin absent,-,7.74,2.91,39,2.19
UF 12,slight anthocyanin,anthocyanin absent,-,7.83,2.95,35,2.24
UF 122,intense anthocyanin,intense anthocyanin,-,6.32,1.96,43,2.04
UF 168,slight anthocyanin,anthocyanin absent,-,7.35,2.8,38,1.93
UF 191,anthocyanin absent,anthocyanin absent,-,8.57,2.75,45,2.64
UF 221,slight anthocyanin,anthocyanin absent,-,6.46,2.01,38,1.66
UF 29,anthocyanin absent,slight anthocyanin,-,8.06,2.57,42,2.04
UF 38,anthocyanin absent,anthocyanin absent,-,7.76,2.48,41,2.41
UF 4,slight anthocyanin,moderate anthocyanin,-,8.89,2.69,46,2.47
UF 602,moderate anthocyanin,intense anthocyanin,-,7.69,2.14,39,1.91
UF 613,anthocyanin absent,anthocyanin absent,-,7.68,2.42,38,1.74
UF 654,slight anthocyanin,slight anthocyanin,-,7.69,2.47,48,2.33
UF 667,anthocyanin absent,anthocyanin absent,-,7.6,2.8,35,1.91
UF 668,slight anthocyanin,slight anthocyanin,-,8.4,2.89,33,2.11
UF 676,slight anthocyanin,anthocyanin absent,-,7.32,2.39,37,1.88
UF 677,anthocyanin absent,anthocyanin absent,-,6.99,2.44,34,1.62
UF 700,anthocyanin absent,anthocyanin absent,-,8.05,2.25,44,2.33
UF 709,anthocyanin absent,slight anthocyanin,-,7.57,2.03,41,2.12
VEN A 58 [ICT],moderate anthocyanin,slight anthocyanin,-,8.26,2.53,42,1.71
VEN B 47 [ICT],slight anthocyanin,intense anthocyanin,-,6.29,2.23,39,1.61
VEN B 56 [ICT],anthocyanin absent,anthocyanin absent,-,8.62,3.02,46,2.09
VEN B 66 [ICT],anthocyanin absent,slight anthocyanin,-,7.55,2.96,39,2.04
YAL 1 /S2,moderate anthocyanin,anthocyanin absent,-,7.69,2.65,37,2.5
YAL 5/T,slight anthocyanin,slight anthocyanin,-,6.75,2.22,36,2.27
YAL 6 /S3,slight anthocyanin,anthocyanin absent,-,6.83,2.25,39,2.32
YAL 6 /S4,moderate anthocyanin,moderate anthocyanin,-,6.87,1.91,38,2.24
